gene_id	B_B7H3_CAR_T	B_BC_CAR_T	B_T_cell	E_B7H3_CAR_T	E_BC_CAR_T	E_T_cell	M_B7H3_CAR_T	M_BC_CAR_T	M_T_cell
gene-TK1	5669	2510	2836	3413	4677	1851	2867	4487	2551
gene-SYNGR2	5262	5054	4416	4417	3879	3461	4717	6248	3827
gene-LOC119873214	342	670	923	830	494	1088	834	534	800
gene-C9H17orf99	299	597	818	859	451	873	767	528	712
gene-TMC8	3393	6782	6166	7636	3537	6347	3915	2504	3928
gene-TMC6	4062	6446	6715	8954	4807	7699	5049	4504	4866
gene-TNRC6C	1616	2207	1828	2049	1281	1386	1077	948	1405
gene-LOC100688028	1	0	0	5	1	0	1	0	0
gene-LOC111097282	4	7	12	16	9	5	18	3	9
gene-LOC111097285	0	6	0	2	0	0	0	0	0
gene-LOC111097286	0	0	0	0	4	0	0	0	0
gene-LOC106559232	0	0	0	0	0	0	0	0	0
gene-SEPTIN9	36804	36743	31553	32412	25840	25198	20297	20739	22726
gene-LOC119873215	4558	4530	4571	4187	3339	3322	2702	2477	2755
gene-LOC119873218	114	143	104	117	63	75	48	21	63
gene-LOC119873217	598	507	516	312	332	301	323	228	282
gene-LOC119873216	0	0	0	0	0	0	0	0	0
gene-LOC119873403	31	61	87	166	53	137	296	189	343
gene-SEC14L1	2849	2561	2142	2266	1882	1720	3052	2964	3299
gene-LOC111097287	0	0	0	12	4	2	3	2	4
gene-LOC102155513	39	59	39	47	30	34	24	14	35
gene-MIR6516	0	2	3	4	9	2	0	0	3
rna-NR_128851.1	0	0	0	0	0	0	0	0	0
gene-LOC119873219	0	0	0	0	0	0	0	0	0
gene-LOC102155567	0	0	0	0	0	0	0	0	0
gene-MGAT5B	0	0	0	0	0	0	0	2	0
gene-MFSD11	702	612	485	639	479	382	942	864	594
gene-SRSF2	17875	16996	15100	13827	13644	12251	11389	15810	10792
gene-METTL23	6605	5472	4689	4294	4270	3791	3662	5500	3798
gene-JMJD6	1118	787	604	885	736	664	882	1229	731
gene-MXRA7	175	146	63	51	55	30	47	49	39
gene-LOC119873220	161	146	59	51	24	32	23	29	14
gene-LOC111097288	0	0	0	0	0	0	0	0	0
gene-ST6GALNAC1	0	0	0	0	0	0	0	0	0
gene-LOC119873221	0	0	0	0	0	0	0	0	0
gene-ST6GALNAC2	0	2	1	0	0	1	8	5	0
gene-LOC100856166	931	1118	981	760	579	551	638	844	537
gene-LOC119873483	24	18	17	15	20	29	16	12	6
gene-LOC119873484	25	20	30	15	33	10	14	24	4
gene-PRCD	0	4	2	8	2	4	0	7	2
gene-CYGB	0	0	0	0	0	0	0	0	0
gene-RHBDF2	1285	1461	1119	1372	1135	1057	1449	1616	1562
gene-AANAT	2	10	5	2	4	2	7	5	6
gene-LOC111097290	5	9	0	0	1	0	2	2	2
gene-UBE2O	3152	3285	3008	2907	2084	2072	2712	2315	2386
gene-SPHK1	29	105	40	53	70	37	118	104	74
gene-LOC106559235	0	9	7	0	5	0	6	6	13
gene-PRPSAP1	1173	947	888	912	705	681	746	716	819
gene-QRICH2	104	189	151	222	113	140	113	89	100
gene-MIR8886	0	0	0	0	0	0	0	0	0
rna-NR_128848.1	0	0	0	0	0	0	0	0	0
gene-LOC102154825	0	0	0	2	0	1	0	0	0
gene-UBALD2	6466	7248	5944	6611	5457	3463	5725	5224	5071
gene-RNF157	2947	2915	3460	3180	1887	2371	1941	1217	3307
gene-LOC119873223	77	66	99	68	30	59	54	43	94
gene-FOXJ1	19	11	25	31	21	12	121	205	63
gene-LOC111097292	5	3	0	7	2	0	11	29	5
gene-EXOC7	2002	1805	1680	1713	1375	1329	1640	1580	1718
gene-ZACN	8	11	7	10	6	0	4	11	0
gene-GALR2	0	0	2	3	3	2	2	4	6
gene-SRP68	4249	3078	2795	2400	2172	1709	4242	3556	2568
gene-EVPL	506	536	590	414	276	262	762	579	385
gene-CDK3	15	21	35	30	26	31	41	41	19
gene-TEN1	437	412	316	476	317	306	538	466	487
gene-ACOX1	3121	3175	2835	2690	2100	2188	2747	2347	2374
gene-FBF1	178	272	217	187	108	177	227	101	162
gene-LOC111097293	132	219	152	145	66	85	145	89	148
gene-MRPL38	1175	998	729	941	841	629	875	1147	705
gene-TRIM65	935	1242	1362	1268	720	1103	541	725	702
gene-TRIM47	11	8	21	16	12	9	6	11	17
gene-WBP2	4954	5226	5058	5282	3672	3741	4290	3083	4148
gene-UNC13D	2574	3673	3317	2850	2128	2570	1888	1871	2325
gene-UNK	2507	2774	2607	2499	1831	2163	2198	1800	2064
gene-LOC119873522	41	52	45	58	33	43	26	33	32
gene-H3-3B	14711	14499	14754	13014	10769	9612	11857	10014	10587
gene-GALK1	1439	1649	1372	1184	1151	936	659	637	630
gene-ITGB4	23	47	25	44	10	50	18	24	25
gene-SAP30BP	2178	1425	1463	1456	1277	982	1102	1303	1061
gene-RECQL5	387	416	345	329	251	256	337	294	332
gene-LOC106559216	0	0	5	0	0	1	0	0	0
gene-SMIM6	0	2	0	4	0	0	2	1	0
gene-MYO15B	2	3	4	5	5	4	3	1	2
gene-LLGL2	393	777	705	729	411	614	233	205	399
gene-CASKIN2	114	100	91	117	83	122	76	75	79
gene-TSEN54	1261	1585	1315	1512	1093	1293	715	1005	885
gene-TMEM94	2117	1983	2006	1924	1513	1559	1390	1221	1586
gene-LOC111097294	16	29	12	22	20	16	14	11	21
gene-GRB2	7293	7021	6585	6208	5028	4929	5462	5738	6059
gene-LOC119873225	1589	1520	1274	1111	973	905	1177	1246	1421
gene-SLC25A19	1806	1380	1015	1279	1277	918	1423	1731	1256
gene-LOC119873531	5	4	0	0	6	1	1	7	2
gene-MIF4GD	1381	1589	1282	1468	1001	1116	1106	910	1070
gene-MRPS7	2607	1763	1554	1484	1633	1097	1536	2063	1347
gene-GGA3	3793	3677	3180	3330	2532	2650	2741	2714	2739
gene-NUP85	4206	2727	2237	2397	2663	1810	2150	2845	1872
gene-SUMO2	8764	7642	6961	7095	6071	4714	6029	7123	5948
gene-JPT1	3193	2819	2078	2445	2193	1653	1802	1595	1687
gene-NT5C	3126	3225	2315	2379	1815	1596	1931	1883	2007
gene-SLC16A5	1033	1035	1002	1216	773	850	587	696	810
gene-TRNAK-CUU-15	2	3	4	2	4	6	0	0	0
gene-TRIM80	0	0	0	0	0	0	0	0	0
gene-KCTD2	2017	2056	2066	2137	1317	1870	1354	1340	1641
gene-LOC106559238	10	13	5	19	27	11	16	6	7
gene-TRNAR-CCU-7	0	0	0	0	0	0	0	0	0
gene-TRNAR-UCG-2	0	0	0	0	0	0	0	0	0
gene-TRNAR-UCG-3	0	0	2	0	0	0	0	0	0
gene-TRNAR-CCU-8	0	0	0	0	0	0	0	0	0
gene-TRNAR-CCU-9	0	0	0	0	0	0	0	0	0
gene-MRPL58	1174	891	824	915	672	612	759	884	728
gene-LOC119876623	518	400	395	410	327	317	321	365	308
gene-LOC119873226	74	80	80	74	30	49	22	39	51
gene-CDR2L	171	200	142	143	213	135	431	310	207
gene-HID1	4	0	5	0	3	9	0	0	3
gene-OTOP3	0	0	0	0	0	0	0	0	0
gene-OTOP2	0	0	0	0	0	0	0	0	0
gene-USH1G	0	0	0	0	0	0	0	0	0
gene-FADS6	20	20	4	26	14	18	17	27	9
gene-FDXR	496	383	288	425	364	224	361	431	298
gene-GRIN2C	26	61	10	30	19	7	40	30	7
gene-TMEM104	1285	1230	807	1101	941	762	1169	1264	862
gene-LOC119873227	160	193	136	168	89	74	156	169	144
gene-NAT9	600	818	614	693	418	667	447	430	441
gene-SLC9A3R1	6911	7371	5392	5999	5251	4027	3330	3235	4284
gene-RAB37	3516	4404	3728	3856	2407	3524	1383	903	3070
gene-CD300LF	29	55	85	62	26	79	40	14	150
gene-CD300E	0	3	5	2	0	2	0	0	0
gene-LOC119873229	0	0	0	0	3	0	0	0	0
gene-LOC119873228	0	0	0	0	0	0	0	0	0
gene-LOC119873230	0	0	0	0	0	0	0	0	0
gene-LOC119873404	0	0	0	0	0	0	0	0	0
gene-LOC100686047	0	0	0	0	0	0	0	0	0
gene-LOC106559220	0	0	0	0	0	0	1	0	0
gene-LOC100855449	0	0	0	0	0	0	0	0	0
gene-LOC608824	0	0	0	0	0	0	0	0	0
gene-LOC609800	0	0	0	0	0	0	75	65	51
gene-LOC100686711	1	0	0	1	0	2	2	1	5
gene-CD300A	3	25	48	6	6	14	96	39	93
gene-GPRC5C	284	353	614	377	112	466	62	50	249
gene-LOC119873405	0	0	0	0	0	0	0	0	0
gene-LOC111097523	0	0	0	0	0	0	0	0	0
gene-GPR142	0	0	0	0	0	0	0	0	0
gene-BTBD17	0	0	0	0	0	0	0	0	0
gene-KIF19	0	0	0	0	0	0	0	0	0
gene-DNAI2	0	0	0	0	0	1	0	0	0
gene-TTYH2	9	14	7	8	12	22	18	24	6
gene-RPL38	6688	6938	6937	6117	4522	5226	4246	4506	4658
gene-LOC111097511	0	0	0	0	2	0	0	0	0
gene-LOC119873406	0	0	0	0	0	0	0	0	0
gene-LOC111097298	0	0	0	0	0	0	0	0	0
gene-LOC119873407	0	0	0	0	0	0	0	0	0
gene-SDK2	0	2	0	0	0	0	0	0	0
gene-CDC42EP4	34	52	80	74	53	42	212	204	90
gene-CPSF4L	0	0	0	0	0	0	0	0	0
gene-C9H17orf80	681	786	588	588	439	458	502	420	485
gene-FAM104A	2563	2440	1950	2300	1776	1897	1841	1876	2073
gene-COG1	2174	2219	1913	2118	1290	1854	1610	1603	1682
gene-SLC39A11	578	783	989	864	408	731	654	519	753
gene-SSTR2	54	51	9	42	33	18	37	33	38
gene-LOC119876625	0	0	0	0	0	2	1	0	0
gene-LOC119873460	0	0	0	0	0	0	0	2	0
gene-LOC119873385	1	0	0	0	0	0	0	1	8
gene-LOC119873232	0	14	5	9	4	2	0	1	1
gene-LOC119873395	11	19	7	16	7	34	20	7	9
gene-LOC119880072	0	0	0	0	0	0	0	0	0
gene-LOC111097305	0	0	0	0	0	0	0	0	0
gene-LOC119873233	0	0	0	0	0	0	2	0	0
gene-LOC119873408	0	0	0	0	0	0	0	0	0
gene-LOC102156472	0	0	0	0	0	0	0	0	0
gene-LOC102156400	0	0	0	0	0	0	0	0	0
gene-LOC119873234	0	0	0	0	0	0	0	0	0
gene-LOC119873409	0	0	0	0	0	0	0	0	0
gene-SOX9	0	0	0	0	0	0	0	0	0
gene-LOC111097304	0	0	0	0	0	0	0	0	0
gene-LOC119873235	0	0	0	1	0	0	0	0	0
gene-LOC111097525	0	0	0	0	0	0	0	0	0
gene-LOC111097339	0	0	0	0	0	0	0	0	0
gene-LOC119873509	0	0	0	0	0	0	0	0	0
gene-LOC119873236	0	0	0	0	0	0	0	0	0
gene-LOC111097530	0	0	0	0	0	0	0	0	0
gene-LOC119873526	0	0	0	0	0	0	0	0	0
gene-LOC119873512	0	0	0	0	0	0	0	0	0
gene-LOC119875846	0	0	0	0	0	0	0	0	0
gene-LOC119881596	0	0	0	0	0	0	0	0	0
gene-LOC119880046	3	5	3	1	0	0	3	1	2
gene-LOC119880075	0	0	0	0	0	0	0	0	1
gene-LOC119875726	1	0	1	0	2	0	12	0	1
gene-LOC119873181	0	0	0	0	0	1	0	0	0
gene-LOC119873261	2	2	5	8	3	2	3	3	1
gene-LOC119881593	0	8	9	0	3	1	15	7	4
gene-LOC119878795	59	42	37	60	44	49	137	50	61
gene-LOC119881598	43	30	41	3	0	10	19	7	0
gene-MIR8841-1	0	0	0	0	0	0	0	0	0
rna-NR_128787.1	0	0	0	0	0	0	0	0	0
gene-LOC119881597	0	0	0	0	0	0	0	0	0
gene-LOC119881594	6	27	22	13	8	7	10	4	20
gene-LOC119881595	60	84	41	13	5	0	26	8	3
gene-LOC480491	6	7	0	0	15	1	11	2	13
gene-LOC119875882	4	14	12	9	16	10	49	13	30
gene-LOC119876638	0	1	0	0	0	0	1	3	0
gene-LOC106558527	0	0	0	0	0	0	0	1	1
gene-EFCAB13	0	2	2	0	0	0	0	0	0
gene-LOC119873237	0	0	0	0	0	0	1	0	0
gene-ITGB3	100	38	307	93	34	246	363	179	225
gene-LOC119873238	0	0	0	0	0	0	0	0	0
gene-MYL4	7	4	2	8	12	0	59	47	43
gene-CDC27	2547	1697	1248	1448	1758	887	1908	2362	1382
gene-KANSL1	2952	3484	2848	2821	1788	2125	1992	1471	2096
gene-MIR8885	0	0	0	0	0	0	0	0	0
rna-NR_128847.1	0	0	0	0	0	0	0	0	0
gene-LOC119873239	0	1	2	0	0	0	2	1	0
gene-MAPT	10	26	19	26	13	12	27	19	28
gene-SPPL2C	0	3	0	0	0	0	0	0	0
gene-LOC111097312	4	7	0	2	2	2	6	1	5
gene-CRHR1	30	31	0	14	16	18	68	9	17
gene-LOC119873241	0	1	0	2	0	0	1	0	0
gene-LOC119873411	1	1	0	0	0	0	3	0	0
gene-ARL17A	1775	1160	1040	1415	1342	715	1761	1857	1127
gene-NSF	1311	1267	1002	963	825	738	1248	1036	1146
gene-WNT3	4	17	10	3	2	5	15	15	10
gene-LOC102153147	0	0	0	0	0	0	0	0	0
gene-WNT9B	0	0	0	0	0	0	0	0	0
gene-GOSR2	2425	2837	2470	2544	1744	1779	2221	1935	1922
gene-RPRML	0	0	0	0	1	0	0	0	0
gene-LOC119873242	15	10	1	11	28	18	17	8	10
gene-LOC480492	4	4	0	1	0	0	1	8	0
gene-LOC119881600	3	2	0	1	1	2	16	6	6
gene-LOC119879415	7	14	6	5	0	6	3	4	1
gene-LOC119881601	0	4	1	1	0	1	7	1	1
gene-LOC490917	102	391	224	442	231	295	283	153	306
gene-LOC119876629	362	974	850	682	283	638	495	269	412
gene-LOC119881602	121	249	292	178	64	161	178	101	182
gene-LOC102154478	217	475	403	273	149	296	316	181	328
gene-LOC119873247	32	72	56	52	42	47	43	25	48
gene-LOC106559243	226	542	453	355	105	355	235	121	326
gene-LOC100688130	2	1	8	2	0	0	0	0	0
gene-EFCAB3	83	249	246	145	50	186	118	65	142
gene-LOC100688281	253	143	127	96	138	68	144	164	80
gene-LOC111097317	0	0	0	0	1	1	0	3	2
gene-METTL2A	769	767	632	679	633	546	758	995	486
gene-LOC119873248	43	109	31	76	70	62	20	29	13
gene-TLK2	1450	1387	1146	1095	886	779	1225	1114	978
gene-MRC2	14	25	17	14	16	31	18	20	60
gene-LOC119873453	0	0	0	0	0	0	0	0	0
gene-MARCHF10	0	0	0	0	0	0	1	0	0
gene-LOC106559248	0	0	0	0	0	0	0	0	0
gene-LOC102156027	0	0	0	0	0	0	0	0	0
gene-LOC111097318	0	0	1	0	0	0	0	0	0
gene-LOC106559249	0	0	1	0	3	0	0	0	1
gene-TANC2	342	507	385	430	185	455	307	254	261
gene-LOC119873397	0	0	0	0	0	0	0	0	0
gene-CYB561	196	418	401	313	237	334	367	296	516
gene-LOC111097319	0	0	0	0	0	0	1	0	5
gene-ACE	75	55	52	39	12	19	86	29	429
gene-LOC100856208	0	0	0	0	0	0	0	0	0
gene-KCNH6	3	0	0	0	0	0	0	0	0
gene-DCAF7	3576	2786	2711	2649	2412	2023	2499	2775	2906
gene-TACO1	451	516	317	272	320	239	333	386	311
gene-MAP3K3	1743	1873	1707	1760	1417	1354	1411	1342	1740
gene-LIMD2	9542	13948	12326	12038	8417	8313	5939	5141	7609
gene-STRADA	1389	1632	1359	1167	803	1004	838	654	1065
gene-LOC119873249	1188	1493	1210	1073	648	853	647	484	817
gene-CCDC47	1286	1026	890	1209	932	817	1422	1398	1122
gene-LOC111097320	254	205	99	218	166	133	261	257	196
gene-DDX42	3779	3520	3083	2848	2402	2394	2582	2778	2455
gene-FTSJ3	1470	1065	790	1031	1285	811	1204	1950	751
gene-PSMC5	3917	2833	2325	2611	2777	2041	2804	3757	2525
gene-SMARCD2	5229	4926	4333	5016	3985	3467	3218	3399	3146
gene-LOC480476	37	57	32	48	20	14	16	15	13
gene-GH1	6	42	223	22	4	145	156	65	110
gene-CD79B	100	158	1134	149	71	519	1834	1122	1106
gene-SCN4A	10	42	72	131	29	136	45	11	34
gene-PRR29	264	473	517	572	345	493	321	265	367
gene-ICAM2	2123	2188	2188	2151	1798	1779	1908	1645	1933
gene-ERN1	2938	4102	3788	3857	2382	2754	4128	2807	3571
gene-LOC119873254	6	13	12	6	4	0	37	0	0
gene-LOC119873466	0	0	0	0	0	0	2	2	0
gene-LOC119873488	39	27	20	81	41	28	21	22	16
gene-LOC119873504	12	8	1	11	12	10	6	5	0
gene-TEX2	1868	1927	1788	1769	1096	1443	1228	1085	1473
gene-LOC119873412	7	5	9	4	0	0	3	0	2
gene-PECAM1	206	115	152	107	93	110	210	171	199
gene-MILR1	56	61	63	8	11	37	175	92	106
gene-POLG2	387	331	288	219	198	175	220	222	195
gene-DDX5	32546	32410	30091	26800	22475	21774	24741	24327	25637
gene-CEP95	2311	2387	2008	1926	1118	1375	1530	1110	1327
gene-SMURF2	364	452	451	476	257	463	315	259	325
gene-KPNA2	9770	3577	3456	4403	6597	2840	5110	7646	4108
gene-TRNAR-CCG-2	0	0	0	0	0	0	0	0	0
gene-C9H17orf58	77	75	89	111	48	50	64	62	97
gene-BPTF	6999	7665	5536	5677	4588	4437	3789	3009	4622
gene-LOC100686712	0	0	0	2	0	1	0	0	0
gene-LOC119873255	0	4	0	2	0	6	1	2	3
gene-LOC119873491	0	0	0	0	0	0	0	0	0
gene-LOC100686787	4	0	0	0	0	3	0	2	5
gene-NOL11	2120	1392	1038	1165	1135	952	1124	1794	994
gene-PITPNC1	7499	8735	7979	6693	4464	5666	3497	2888	5985
gene-LOC480466	12	7	13	5	6	5	9	5	7
gene-PSMD12	2813	1739	1347	1501	1841	1015	1904	2772	1713
gene-LOC111097528	0	0	0	0	0	0	0	0	0
gene-LOC119873413	0	1	11	7	5	13	5	3	21
gene-HELZ	2410	2522	1963	2175	1468	1498	2066	1528	2242
gene-CACNG1	0	0	0	0	0	0	2	0	0
gene-CACNG4	132	114	69	292	669	75	225	230	133
gene-LOC102154199	18	17	4	28	84	4	18	19	6
gene-CACNG5	2	1	0	1	1	4	3	0	7
gene-LOC106559242	0	0	0	0	0	0	0	0	0
gene-PRKCA	1284	1111	771	492	522	411	1435	1233	2158
gene-LOC119873461	0	0	0	0	0	1	1	0	1
gene-LOC111097324	0	0	0	0	0	0	0	0	0
gene-LOC111097325	0	0	1	0	0	0	1	0	0
gene-LOC119876678	50	48	42	3	21	0	83	60	83
gene-LOC119873256	0	0	0	0	0	0	0	1	5
gene-APOH	0	0	2	0	0	0	0	1	0
gene-CEP112	165	156	84	67	80	92	188	144	178
gene-LOC119873468	0	0	0	0	0	0	0	0	0
gene-LOC111097327	6	4	5	10	7	8	12	16	27
gene-LOC119873414	0	0	0	0	0	0	0	1	0
gene-AXIN2	6	3	10	8	0	20	23	5	38
gene-LOC119873415	0	6	8	4	0	4	0	0	0
gene-RGS9	111	103	96	105	72	93	96	55	94
gene-LOC111097329	32	45	46	54	31	50	21	46	48
gene-LOC102154925	268	310	298	195	136	194	242	207	203
gene-LOC119873257	143	123	159	112	38	97	58	28	61
gene-LOC111097330	37	19	33	27	5	17	58	37	108
gene-GNA13	5927	6149	6370	5968	3689	4461	5150	4343	6179
gene-LOC111097331	3	0	3	3	6	2	2	1	0
gene-AMZ2	923	1167	1199	1300	667	1198	1307	1104	1257
gene-ARSG	96	147	218	154	40	170	189	94	240
gene-SLC16A6	113	213	240	147	48	186	131	121	201
gene-WIPI1	18	127	100	104	31	51	390	195	210
gene-PRKAR1A	8119	7957	7203	7952	6128	5498	7753	6139	8917
gene-FAM20A	0	0	0	1	0	0	0	0	3
gene-LOC610995	0	3	0	0	1	0	0	0	0
gene-LOC119873416	0	2	0	1	0	0	0	0	0
gene-LOC119873417	0	0	0	0	0	0	0	0	0
gene-LOC119873418	0	0	0	0	0	0	0	0	0
gene-ABCA8	0	0	0	0	0	0	4	0	0
gene-LOC119873458	0	0	0	0	0	0	0	0	0
gene-LOC119873258	0	0	0	0	0	0	0	0	0
gene-ABCA9	0	0	0	0	0	0	0	0	0
gene-ABCA6	0	0	0	0	0	0	0	0	0
gene-LOC119873180	0	0	0	0	0	0	0	0	0
gene-ABCA5	603	802	651	473	295	427	831	843	397
gene-LOC100684380	60	24	42	69	62	38	66	67	29
gene-LOC111097334	25	16	24	29	29	34	38	64	65
gene-MAP2K6	277	257	362	328	132	466	184	173	159
gene-LOC106559254	0	0	0	3	0	0	0	0	0
gene-LOC119873419	0	0	0	0	0	1	0	1	3
gene-LOC111097335	0	0	0	0	0	0	0	0	0
gene-LOC106559255	0	0	0	0	0	0	0	0	0
gene-LOC119873259	0	0	0	0	0	0	0	0	0
gene-KCNJ16	0	0	0	0	0	1	0	0	0
gene-LOC102157045	0	0	0	1	0	0	0	4	0
gene-KCNJ2	1	4	0	5	0	0	0	2	1
gene-LOC119873420	0	0	0	0	0	0	0	0	0
gene-LOC119873421	0	0	0	0	0	0	0	0	0
gene-LOC111097529	0	0	0	0	0	0	0	0	0
gene-LOC119873422	0	0	0	0	0	0	0	0	0
gene-LOC119881590	0	0	0	0	0	0	0	0	0
gene-LOC119873423	0	0	0	0	0	0	0	0	0
gene-LOC119881606	2	2	1	1	0	0	9	12	12
gene-LOC119881605	8	14	11	24	20	15	748	726	505
gene-LOC119881604	127	215	87	72	40	24	137	76	115
gene-PLEKHM1	952	1233	1138	1192	730	902	847	539	1161
gene-ARHGAP27	2981	4509	3847	3815	2339	2895	3018	2105	3446
gene-LOC119876637	1068	1232	1174	1079	646	960	858	554	871
gene-LOC119876636	780	830	696	655	505	616	611	438	640
gene-LOC106559274	0	0	0	2	0	0	0	3	0
gene-MAP3K14	2069	1993	1741	1708	1322	1198	1746	1301	1986
gene-LOC111097342	45	116	116	152	66	137	78	48	78
gene-SPATA32	9	62	30	73	45	37	31	13	33
gene-FMNL1	19068	21211	18653	16744	12665	14318	9089	8095	11966
gene-LOC119873262	5907	7516	6705	6333	4246	5285	2908	2851	3819
gene-LOC111097343	2314	3222	2670	2378	1945	2048	1267	1175	1533
gene-HEXIM2	75	73	66	94	50	69	59	48	74
gene-HEXIM1	3047	2912	2213	2569	2378	1981	2201	2854	2193
gene-ACBD4	77	119	162	109	54	77	139	69	166
gene-PLCD3	22	31	15	41	29	36	75	40	66
gene-NMT1	5591	3990	3405	3641	3635	2511	3498	4182	3020
gene-DCAKD	693	366	297	338	384	199	244	417	237
gene-LOC119873263	170	68	71	75	90	49	91	97	66
gene-LOC111097344	0	0	0	0	0	0	0	0	0
gene-C1QL1	2	19	2	19	6	15	14	8	22
gene-KIF18B	3291	1260	1406	1782	2701	982	1067	1660	971
gene-GFAP	6	7	3	45	16	20	4	8	4
gene-FAM187A	1	2	0	14	5	2	0	0	5
gene-CCDC103	27	30	16	14	13	7	24	34	5
gene-EFTUD2	7338	4406	3097	3819	4454	2564	4108	5219	3125
gene-HIGD1B	114	166	119	150	123	138	100	110	127
gene-GJC1	245	146	65	115	97	36	224	181	216
gene-ADAM11	45	71	46	48	48	16	77	64	38
gene-DBF4B	804	383	266	417	528	235	356	598	274
gene-CCDC43	1127	1136	830	1043	949	902	1064	1192	774
gene-MEIOC	6	0	5	9	1	15	2	6	1
gene-LOC119880055	0	0	0	0	0	0	0	0	0
gene-LOC119873494	0	0	0	0	0	0	0	0	0
gene-FZD2	9	0	0	3	3	0	10	10	1
gene-LOC111097345	0	0	0	0	0	0	0	0	0
gene-GPATCH8	3892	3270	2705	2665	2441	1977	2169	2153	2356
gene-ITGA2B	27	39	41	38	34	18	80	54	84
gene-FAM171A2	11	6	13	11	7	15	41	11	9
gene-GRN	2264	3205	2613	1708	1634	1434	4565	2664	4025
gene-LOC119873264	1	4	4	1	3	2	3	4	0
gene-SLC25A39	4307	3207	2447	2717	3202	1899	3165	3431	3320
gene-RUNDC3A	3	12	2	1	2	0	2	2	4
gene-LOC111097531	0	0	2	0	0	0	0	0	0
gene-SLC4A1	0	0	0	0	0	2	0	0	0
gene-UBTF	9959	9100	7412	6743	6089	5909	4324	5795	4885
gene-ATXN7L3	4465	4542	4106	4045	3474	3252	2783	3089	2997
gene-TMUB2	593	689	599	653	471	421	640	576	605
gene-ASB16	1	3	3	4	13	11	4	17	5
gene-HROB	325	139	93	123	172	68	156	240	114
gene-HDAC5	535	711	703	580	241	509	795	483	707
gene-G6PC3	1617	1654	952	944	1275	642	1049	1177	787
gene-LSM12	2990	2231	1613	1642	1786	1393	1935	2279	1644
gene-TMEM101	238	320	269	406	251	237	323	296	268
gene-NAGS	15	30	7	23	15	8	12	17	15
gene-PYY	0	7	7	0	0	18	6	6	9
gene-LOC106559282	0	0	0	0	0	0	2	2	0
gene-PPY	0	0	0	0	0	0	0	0	0
gene-MPP2	0	0	0	0	1	0	2	0	0
gene-CD300LG	40	39	39	0	0	0	0	2	6
gene-MPP3	0	0	0	0	1	0	0	0	0
gene-CFAP97D1	0	0	0	0	0	0	0	1	0
gene-DUSP3	152	158	95	80	67	70	416	322	221
gene-SOST	0	0	0	0	0	0	0	0	0
gene-LOC100682571	0	0	0	1	0	0	0	0	0
gene-MEOX1	19	0	2	9	14	7	0	1	5
gene-LOC119873546	0	0	0	0	0	0	0	0	0
gene-LOC111097347	31	18	3	7	4	0	7	11	36
gene-ETV4	50	56	25	22	22	11	68	64	85
gene-DHX8	3083	2782	2371	2555	1949	1841	2631	2537	2325
gene-LOC119873424	0	0	0	0	0	0	0	0	0
gene-ARL4D	0	4	1	10	4	7	12	10	15
gene-LOC119873485	1	0	5	4	0	0	0	0	0
gene-LOC119876683	0	0	0	2	0	3	1	0	0
gene-LOC119875697	32	29	44	54	27	31	36	21	37
gene-LOC119875699	9	7	2	0	6	0	0	6	3
gene-LOC119875698	5	4	4	4	0	0	1	0	1
gene-LOC119876684	9	0	3	0	0	0	0	0	0
gene-LOC119876640	76	43	54	91	44	54	27	47	40
gene-LOC119876641	2	1	3	13	3	8	3	11	9
gene-LOC119876688	0	0	0	0	0	0	0	0	0
gene-LOC119880114	0	0	0	0	0	0	0	0	0
gene-LOC119876686	0	0	0	0	0	0	0	0	0
gene-LOC119873495	0	0	0	0	0	0	0	0	0
gene-LOC119880115	0	0	0	0	0	0	0	0	0
gene-LOC119876689	0	0	0	0	0	0	0	0	0
gene-LOC119881615	0	2	0	0	0	0	2	0	0
gene-CCDC200	56	116	122	82	51	62	33	21	41
gene-TMEM106A	535	951	748	520	407	467	203	148	424
gene-NBR1	2819	3686	3293	2945	1820	2388	2987	1721	3416
gene-BRCA1	1712	1164	801	1082	1207	660	899	1000	706
gene-RND2	0	0	0	1	0	0	0	0	2
gene-VAT1	590	1311	874	863	286	1011	1566	731	1128
gene-IFI35	962	1050	847	763	720	595	830	892	931
gene-RPL27	12352	15614	13513	14226	9484	10750	10810	10780	10013
gene-RUNDC1	678	836	723	685	574	529	888	830	798
gene-PTGES3L	127	164	129	151	138	112	209	194	176
gene-LOC480510	1043	773	624	636	689	455	720	957	690
gene-G6PC1	0	0	0	1	1	2	3	0	5
gene-LOC102154826	0	0	0	0	0	0	0	0	0
gene-AOC3	49	36	14	14	17	18	14	27	9
gene-AOC2	117	179	92	154	78	156	140	176	107
gene-PSME3	6715	4576	3376	3682	3993	2821	4363	6066	3649
gene-BECN1	4488	3851	3460	3341	2743	2672	3127	3097	3421
gene-CNTD1	2388	2015	1742	1639	1360	1285	1811	1652	1709
gene-CCDC56	1006	812	784	674	593	499	799	734	775
gene-WNK4	63	71	78	68	41	45	43	52	28
gene-VPS25	1766	1467	1148	1247	1114	1022	1374	1487	1250
gene-RAMP2	0	0	0	0	0	0	9	2	0
gene-EZH1	371	606	581	539	299	385	496	347	574
gene-CNTNAP1	18	47	72	17	10	18	50	45	58
gene-CCR10	4	2	240	4	9	11	167	114	139
gene-PLEKHH3	37	108	180	133	76	64	243	113	185
