gene_id	B_B7H3_CAR_T	B_BC_CAR_T	B_T_cell	E_B7H3_CAR_T	E_BC_CAR_T	E_T_cell	M_B7H3_CAR_T	M_BC_CAR_T	M_T_cell
gene-LOC111098164	0	0	0	0	0	0	0	0	0
gene-LOC100688417	0	0	0	0	0	0	0	0	0
gene-LOC100683091	0	0	0	0	0	0	1	0	0
gene-LOC100688485	17	13	12	24	13	7	0	1	0
gene-LOC111098165	0	0	0	0	0	0	0	0	0
gene-LOC111098166	0	0	0	0	0	0	0	0	0
gene-LOC610588	0	0	0	0	2	0	0	0	0
gene-KHDRBS2	0	0	0	0	0	0	0	0	0
gene-LOC102151381	0	0	0	1	0	0	0	0	0
gene-LOC119874191	0	0	0	0	0	0	0	0	0
gene-LOC100688637	2	0	0	0	0	0	0	0	1
gene-LOC100683234	0	0	0	0	0	0	0	0	0
gene-LOC111098206	0	0	0	0	0	0	0	0	0
gene-LGSN	2	0	10	7	1	4	21	14	2
gene-LOC119874274	0	0	0	0	0	0	0	0	0
gene-LOC119874326	0	0	0	0	0	0	0	0	0
gene-PTP4A1	3172	2561	2002	2416	1920	1473	4819	4477	3733
gene-PHF3	4898	4616	3605	3795	2831	2691	4088	2970	3609
gene-EYS	0	12	7	4	3	4	9	3	9
gene-LOC111098302	0	0	0	0	0	0	0	0	0
gene-LOC102151452	0	0	0	0	0	0	0	0	0
gene-LOC488909	0	0	0	0	0	0	0	0	0
gene-LOC119874192	0	0	0	0	0	0	0	0	0
gene-LOC102151538	0	0	0	0	0	0	0	0	0
gene-LOC111098301	0	0	0	0	0	0	0	0	0
gene-LOC119874323	0	0	0	0	0	0	0	0	0
gene-LOC119874349	0	0	0	0	0	0	0	0	0
gene-LOC100683592	6	0	0	0	0	0	0	0	0
gene-LOC119874375	0	0	0	0	0	0	0	0	0
gene-LOC100688886	0	0	0	0	0	0	0	0	0
gene-LOC111098303	0	0	0	0	0	0	0	0	0
gene-LOC100688961	0	0	0	0	0	0	0	0	0
gene-LOC119874259	0	0	0	0	0	0	0	0	0
gene-LOC111098167	0	0	0	0	0	0	0	0	0
gene-LOC111098168	0	0	0	0	0	0	0	0	0
gene-LOC119874338	0	0	0	0	0	0	0	0	0
gene-LOC100683729	0	0	0	0	0	0	0	0	0
gene-LOC119874261	0	0	0	0	0	0	0	0	0
gene-ADGRB3	0	0	0	0	0	0	0	0	0
gene-LOC111098304	0	0	0	0	0	0	0	0	0
gene-LOC111098305	0	0	0	0	0	0	0	0	0
gene-LOC119874385	0	0	0	0	0	0	0	0	0
gene-LOC119874193	0	0	0	0	0	0	0	0	0
gene-LOC111098308	0	0	0	0	0	0	0	0	0
gene-LOC119876905	0	0	0	0	0	0	0	0	0
gene-LOC100856404	4	0	4	5	0	0	0	0	2
gene-LMBRD1	1045	1161	990	1092	744	770	1220	1091	1287
gene-COL19A1	0	0	0	0	0	0	0	0	0
gene-COL9A1	0	0	0	0	0	0	0	0	0
gene-LOC111098309	0	0	0	0	0	0	0	0	0
gene-FAM135A	80	97	90	59	51	93	71	84	85
gene-SDHAF4	347	373	227	307	279	239	336	327	264
gene-LOC119876877	13	9	7	8	6	1	3	7	4
gene-LOC119874194	31	56	39	27	23	34	37	18	40
gene-SMAP1	1371	1144	1077	978	799	704	983	927	1128
gene-LOC106559561	2	6	1	2	0	0	1	4	0
gene-LOC119874369	0	4	0	2	2	0	0	0	4
gene-B3GAT2	29	27	33	24	42	22	26	25	26
gene-LOC474964	2	0	0	6	1	3	0	7	3
gene-OGFRL1	5	61	164	39	8	102	339	328	206
gene-LOC119874195	3	18	65	10	0	24	137	94	69
gene-MIR30C-2	0	0	0	0	0	0	0	0	0
rna-NR_049232.1	0	0	0	0	0	0	0	0	0
gene-MIR30A	0	0	0	0	0	0	0	0	0
rna-NR_049231.1	0	0	0	0	0	0	0	0	0
gene-LOC111098169	0	0	0	0	0	0	1	0	0
gene-LOC100683288	0	0	0	0	0	0	0	0	0
gene-LOC100683366	0	0	0	0	0	0	0	0	0
gene-LOC106559570	0	0	0	0	0	0	0	0	0
gene-RIMS1	14	23	2	4	3	1	30	24	15
gene-LOC111098312	0	0	0	0	0	0	0	0	0
gene-LOC100683514	0	0	0	0	1	0	0	0	0
gene-LOC102156954	36	17	14	29	21	28	8	8	0
gene-LOC100683590	0	0	0	2	4	2	0	0	0
gene-KCNQ5	1148	918	735	727	701	558	400	527	292
gene-LOC119874196	1	0	0	1	0	0	0	0	0
gene-LOC119874335	0	0	0	1	0	0	0	0	0
gene-LOC102151169	0	0	0	3	0	0	0	0	0
gene-LOC119874197	0	0	0	0	4	0	0	0	0
gene-DPPA5	0	0	0	0	0	0	0	0	0
gene-LOC111098313	0	0	0	0	0	0	0	0	0
gene-LOC119863937	0	0	0	0	0	0	0	0	0
gene-OOEP	102	79	110	45	19	29	219	313	222
gene-KHDC3L	0	0	0	0	0	0	0	0	0
gene-LOC106559579	10	2	11	5	0	0	2	16	1
gene-LOC119874366	0	0	0	0	0	0	0	0	0
gene-DDX43	1	0	1	3	1	0	31	60	8
gene-LOC100683952	0	0	0	0	0	0	0	0	0
gene-CGAS	4	1	13	13	5	7	103	123	64
gene-MTO1	779	605	551	609	578	427	1053	1081	680
gene-EEF1A1	296213	300505	210145	237938	165771	182220	200936	175388	181404
gene-LOC119874198	31272	33062	23525	26230	18360	20937	23874	19451	22365
gene-SLC17A5	675	687	888	812	426	786	980	963	1289
gene-CD109	4	18	3	23	7	12	149	199	64
gene-LOC111098319	0	0	0	0	0	0	0	0	0
gene-LOC111098318	0	0	0	0	0	0	0	0	0
gene-LOC111098317	0	0	0	0	0	8	0	0	0
gene-LOC111098171	0	0	0	0	0	0	0	0	0
gene-LOC100684171	0	0	0	0	0	0	0	0	0
gene-LOC611098	0	0	0	0	0	0	0	0	0
gene-COL12A1	28	9	9	7	0	0	4	1	9
gene-LOC119881690	0	0	0	0	1	0	0	0	0
gene-LOC119881676	0	0	0	0	0	0	0	2	1
gene-LOC119881675	113	161	111	113	157	89	141	181	97
gene-MIR8835	0	0	0	0	0	0	1	3	0
rna-NR_128781.1	0	0	0	0	0	0	0	0	0
gene-LOC119881681	5	0	0	0	0	0	0	2	1
gene-LOC119874395	0	2	0	0	0	0	0	0	0
gene-LOC106559577	0	0	1	0	0	0	2	4	0
gene-LOC119863903	90	74	76	64	71	51	49	97	53
gene-TMEM30A	2937	3643	3432	3343	2449	2880	2815	2913	3091
gene-LOC111098320	928	885	818	816	609	614	740	702	777
gene-LOC119881677	3	19	16	14	10	13	28	6	12
gene-LOC119874200	0	0	0	0	0	0	0	0	0
gene-LOC119876891	0	0	0	0	0	0	0	0	0
gene-LOC100684381	64	205	144	192	130	137	124	121	103
gene-SENP6	2321	2584	2044	2035	1363	1721	1801	1629	1966
gene-LOC119874340	11	4	5	16	0	0	5	1	0
gene-LOC111098201	3	25	8	22	5	13	6	4	5
gene-LOC119874382	0	0	0	0	1	6	0	3	1
gene-LOC119874380	0	0	0	0	0	0	1	2	0
gene-LOC119874201	0	0	0	0	0	0	2	1	1
gene-MYO6	69	171	146	154	99	156	472	354	488
gene-LOC119881682	9	11	3	2	3	3	2	1	5
gene-LOC119881689	0	0	0	0	0	0	0	0	0
gene-LOC119881684	0	0	0	0	0	0	0	0	0
gene-IMPG1	0	0	0	0	0	0	0	0	0
gene-TRNAK-UUU-6	0	0	0	0	0	0	0	0	0
gene-LOC119874286	0	0	0	0	0	0	0	0	0
gene-LOC100684849	0	0	0	0	0	0	0	0	0
gene-LOC119874275	0	0	0	0	0	0	0	0	0
gene-LOC119874276	0	0	0	0	0	0	0	0	0
gene-LOC100685005	63	41	34	19	21	37	28	25	38
gene-LOC119874277	0	0	0	0	0	0	0	0	0
gene-LOC100685246	0	0	0	0	0	0	0	0	0
gene-HTR1B	0	0	0	0	0	0	0	0	0
gene-LOC119874398	0	0	0	0	0	0	0	0	0
gene-MEI4	4	13	11	6	2	11	8	19	7
gene-LOC100855696	0	0	0	1	0	0	0	0	0
gene-LOC119863879	37	62	34	24	11	29	20	28	29
gene-LOC119874374	0	0	0	0	0	0	0	0	0
gene-LOC100686404	0	0	0	0	0	0	0	0	0
gene-LOC611288	0	0	0	0	0	0	0	0	0
gene-LOC119874334	0	0	0	0	0	0	0	0	0
gene-LOC100855752	0	0	0	0	0	0	0	0	0
gene-LOC111098325	0	0	0	0	0	0	0	0	0
gene-LOC102153674	0	0	0	0	0	0	0	0	0
gene-LOC111098143	0	0	0	0	0	0	0	0	0
gene-LOC119874336	0	0	0	0	0	0	0	0	0
gene-LOC106559590	0	0	0	0	0	0	0	0	0
gene-IRAK1BP1	62	21	62	33	36	47	29	56	40
gene-LOC102153751	12	9	1	6	1	3	0	1	7
gene-LOC119874202	420	347	300	343	252	314	326	208	229
gene-PHIP	3134	4093	4121	3621	2642	3359	3019	2186	2916
gene-LOC106559546	2	24	24	20	3	9	9	3	7
gene-LOC119874397	0	0	0	0	0	0	0	0	0
gene-LOC111098327	0	0	1	10	0	0	0	3	0
gene-HMGN3	594	526	1078	672	289	931	513	460	790
gene-LOC111098329	252	236	454	268	134	285	153	175	352
gene-LOC119874203	4	2	2	1	0	0	1	0	0
gene-LCA5	315	343	276	279	243	225	261	285	273
gene-LOC111098330	0	6	3	0	5	0	1	0	2
gene-SH3BGRL2	451	637	609	474	212	448	332	325	552
gene-MIR8834A-1	0	0	0	0	0	0	0	0	0
rna-NR_128780.1	0	0	0	0	0	0	0	0	0
gene-LOC100686981	0	0	0	0	0	0	0	0	0
gene-LOC111098331	1	2	0	0	1	2	0	1	0
gene-LOC119874204	9	1	0	0	2	0	1	1	0
gene-ELOVL4	15	2	4	15	13	6	81	74	91
gene-TTK	1756	605	540	678	1008	379	487	902	529
gene-LOC106559592	8	11	7	1	1	9	7	3	3
gene-BCKDHB	484	442	259	392	390	278	507	540	403
gene-LOC102155357	0	0	0	0	0	4	14	7	13
gene-LOC111098335	0	0	0	0	0	0	0	0	0
gene-LOC100685892	0	0	0	0	0	0	0	0	0
gene-LOC100686402	0	0	0	0	0	0	0	0	0
gene-LOC119874387	0	0	0	0	0	0	0	0	0
gene-LOC111098337	0	0	0	0	0	0	0	0	0
gene-LOC111098336	0	0	0	0	0	0	0	0	0
gene-TENT5A	21	19	43	9	12	22	334	216	887
gene-LOC119874279	0	0	0	0	0	0	0	0	0
gene-IBTK	894	1069	890	771	648	657	1234	1145	826
gene-LOC111098338	0	0	0	0	0	0	0	0	0
gene-LOC100685973	0	0	0	0	0	0	0	0	0
gene-LOC106559547	0	0	0	0	0	0	0	0	0
gene-TPBG	0	1	0	0	0	2	3	1	0
gene-LOC111098144	0	0	0	0	0	0	0	0	0
gene-LOC119874206	0	0	0	0	0	0	0	0	0
gene-LOC111098339	0	0	0	0	0	0	0	0	0
gene-LOC111098341	0	0	0	0	0	0	0	0	0
gene-LOC119874205	0	0	0	0	0	0	0	0	0
gene-UBE3D	235	211	184	196	151	134	134	202	101
gene-LOC119874207	64	80	66	68	52	49	56	45	10
gene-LOC100686277	0	0	0	0	1	0	0	0	0
gene-DOP1A	1477	1631	1195	1187	1024	883	1356	1104	1366
gene-LOC119874373	0	0	0	0	0	0	0	0	0
gene-PGM3	723	608	391	434	496	355	707	856	507
gene-RWDD2A	122	160	131	119	74	57	156	96	127
gene-ME1	51	6	2	14	36	10	163	180	10
gene-LOC102151970	132	126	76	123	69	72	85	124	45
gene-LOC111098145	0	0	0	0	0	0	0	0	0
gene-LOC119874209	0	0	0	0	0	0	0	0	0
gene-LOC119874368	0	0	0	0	0	0	0	0	0
gene-LOC100686367	0	0	0	0	0	0	0	0	0
gene-PRSS35	0	0	0	0	0	0	0	2	0
gene-LOC111098342	0	0	3	0	0	0	0	0	0
gene-SNAP91	42	48	9	27	47	6	4	0	2
gene-LOC119874210	11	2	4	1	9	0	0	0	0
gene-LOC119874211	0	0	0	0	0	0	0	0	0
gene-CYB5R4	972	1040	680	866	709	582	708	858	622
gene-MRAP2	0	0	1	1	0	0	2	5	1
gene-CEP162	253	174	153	147	117	134	159	146	124
gene-LOC111098343	0	0	0	2	1	1	0	0	0
gene-LOC111098344	0	0	0	0	0	0	0	0	0
gene-LOC119880271	0	0	0	0	0	0	0	0	0
gene-TBX18	0	0	0	0	0	0	0	0	0
gene-LOC119874376	0	0	0	0	0	0	0	0	0
gene-LOC102151536	0	0	0	0	0	0	0	0	0
gene-NT5E	218	290	189	193	99	211	33	50	26
gene-SNX14	1605	1940	1829	2128	1418	1627	1595	1213	1523
gene-LOC111098346	31	84	80	75	40	70	48	56	57
gene-SYNCRIP	16183	10809	8369	8940	10224	6900	8314	11778	6794
gene-LOC119874396	0	0	0	0	0	0	0	0	0
gene-LOC100688055	1521	2695	1229	2346	995	1961	1262	1063	763
gene-LOC119874346	0	0	0	0	0	0	0	1	0
gene-LOC119874347	7	2	4	4	12	2	8	13	4
gene-LOC102152576	9	0	3	9	8	0	12	13	4
gene-LOC100688102	0	0	0	0	0	0	0	0	0
gene-LOC100687005	1	0	0	0	0	0	0	0	0
gene-LOC100688330	0	0	0	0	0	0	0	0	0
gene-LOC102152711	0	0	0	0	0	0	0	0	0
gene-LOC119874212	0	0	0	0	0	0	0	0	0
gene-LOC100688390	0	0	0	0	0	0	0	0	0
gene-LOC111098347	0	0	0	0	0	0	0	0	0
gene-HTR1E	0	0	0	0	0	0	0	0	0
gene-LOC119881678	0	0	0	0	0	0	0	0	0
gene-CGA	68	62	37	91	66	67	69	57	35
gene-LOC106559571	0	0	0	10	2	1	3	1	3
gene-LOC100688530	4	4	0	2	5	1	1	8	4
gene-LOC119881679	0	0	0	3	2	0	0	0	0
gene-LOC111098348	16	29	9	46	20	22	23	32	32
gene-ZNF292	2815	3575	2660	2897	2151	2074	2935	1731	2342
gene-GJB7	0	1	0	0	0	0	0	0	0
gene-SMIM8	184	118	135	93	61	93	51	76	112
gene-C12H6orf163	2	0	0	3	1	0	0	0	1
gene-LOC111098349	0	0	0	0	0	0	0	0	0
gene-LOC106559548	0	0	0	0	0	0	0	0	0
gene-CFAP206	0	5	0	3	3	0	7	5	1
gene-SLC35A1	342	348	456	399	313	376	299	293	321
gene-RARS2	403	347	284	338	223	205	278	225	249
gene-ORC3	804	585	508	564	444	452	535	586	434
gene-LOC610548	0	6	1	1	0	0	3	2	0
gene-AKIRIN2	1699	1521	1021	1077	971	660	1026	925	1060
gene-LOC111098350	619	812	506	567	454	295	422	455	451
gene-LOC119874327	0	0	0	0	0	0	0	0	0
gene-LOC119874383	0	0	0	0	0	0	0	0	0
gene-SPACA1	0	0	0	0	0	0	0	0	0
gene-CNR1	0	0	0	0	0	0	2	0	0
gene-LOC111098352	0	0	0	0	0	0	0	0	0
gene-LOC119874280	0	0	0	0	0	0	0	0	0
gene-LOC119874281	0	0	0	0	0	0	0	0	0
gene-LOC111098354	0	0	0	0	0	0	0	2	0
gene-LOC111098353	0	0	0	0	0	0	0	1	0
gene-LOC102154882	0	0	0	0	1	0	0	0	0
gene-RNGTT	1571	1320	1205	1014	962	770	1172	1450	968
gene-LOC119874213	0	0	0	2	0	0	0	0	0
gene-LOC119874399	0	0	0	0	0	0	0	0	0
gene-LOC100683458	0	0	0	0	0	3	0	0	0
gene-LOC481915	2	6	1	2	2	0	0	1	2
gene-PNRC1	1266	2273	2038	1984	1186	1263	2667	1582	2182
gene-SRSF12	59	28	39	59	70	48	76	129	29
gene-PM20D2	87	105	75	66	62	49	231	249	102
gene-GABRR1	0	1	0	4	0	6	7	2	2
gene-LOC119874298	0	0	0	0	0	0	0	0	0
gene-GABRR2	0	0	0	0	0	0	0	0	0
gene-LOC111098355	0	0	0	0	0	0	0	0	0
gene-UBE2J1	3477	3484	4357	3322	2339	2454	4645	3723	3658
gene-RRAGD	927	1174	1025	963	600	792	631	410	789
gene-ANKRD6	178	376	801	515	201	1277	441	265	1486
gene-LOC106559549	4	0	1	0	3	2	1	1	1
gene-LYRM2	487	478	409	414	328	334	419	368	471
gene-MDN1	5156	6659	3900	4007	2903	3039	3868	4341	2555
gene-LOC102156150	108	221	105	106	77	57	89	110	70
gene-CASP8AP2	1638	1295	920	1118	1074	770	901	926	949
gene-LOC119874364	0	12	5	3	5	4	6	3	4
gene-GJA10	0	18	26	20	5	6	3	3	0
gene-BACH2	931	1682	1534	1040	513	795	805	444	760
gene-LOC119874339	0	0	0	0	0	0	0	0	0
gene-MAP3K7	1179	1306	1015	1024	833	824	1172	964	1056
gene-LOC100684448	279	151	127	11	7	2	11	10	6
gene-LOC119874216	0	9	0	1	0	0	2	0	0
gene-LOC100684528	0	0	0	0	0	0	0	0	0
gene-LOC111098357	0	0	0	0	0	0	0	1	5
gene-LOC111098359	0	0	0	0	0	0	0	0	0
gene-LOC119874300	0	3	0	0	0	0	0	0	0
gene-LOC119874301	0	0	0	0	0	0	0	0	0
gene-LOC111098360	0	0	0	0	0	0	0	0	0
gene-LOC111098361	0	0	0	0	0	0	0	0	0
gene-LOC111098175	0	0	0	0	0	0	0	0	0
gene-LOC111098364	0	0	0	0	0	0	0	0	0
gene-LOC111098363	0	0	0	0	0	0	0	0	0
gene-LOC119881688	0	0	0	0	0	0	0	0	0
gene-LOC111098176	0	0	0	0	0	0	0	0	0
gene-EPHA7	0	0	0	1	3	0	0	0	0
gene-LOC119874329	0	0	0	0	0	0	0	0	0
gene-LOC119874302	0	0	0	0	0	0	0	0	0
gene-LOC100684677	0	0	0	0	0	0	0	0	0
gene-LOC100687875	4	0	1	2	0	0	0	3	1
gene-LOC102154281	0	5	2	0	0	0	7	7	12
gene-LOC111098366	0	0	0	0	0	0	0	0	0
gene-LOC111098177	0	0	0	0	0	0	0	0	0
gene-LOC119874321	0	0	0	0	0	0	0	0	0
gene-LOC119874379	0	0	0	0	0	0	0	0	0
gene-LOC102151427	0	0	0	0	0	0	0	0	0
gene-LOC102151477	0	0	0	0	0	0	0	0	0
gene-MANEA	895	1365	1074	1516	998	920	1771	1136	1277
gene-LOC111098367	0	0	2	0	0	0	0	1	0
gene-LOC119874217	0	0	0	0	0	0	0	0	0
gene-LOC102152033	0	2	4	0	1	0	0	1	0
gene-LOC119874304	0	0	0	0	0	0	0	0	0
gene-FUT9	0	0	0	0	0	0	0	0	0
gene-LOC119874219	0	0	3	0	0	0	1	3	4
gene-UFL1	1876	1962	1679	1841	1230	1334	1897	1509	1707
gene-LOC100855573	578	665	526	576	372	427	653	472	564
gene-FHL5	0	0	0	0	0	0	0	0	0
gene-LOC119874305	0	0	0	0	0	0	0	0	0
gene-LOC100688391	0	0	0	0	0	0	0	0	0
gene-GPR63	0	0	7	4	10	13	8	16	10
gene-NDUFAF4	1179	1182	760	807	990	652	976	1681	751
gene-KLHL32	1	4	1	5	7	2	5	9	5
gene-LOC119874372	0	0	0	0	0	0	0	0	0
gene-MMS22L	1454	1196	1035	1350	1033	1062	843	1143	921
gene-LOC119874292	95	75	63	72	64	50	79	78	85
gene-LOC119874367	0	0	0	0	0	0	0	0	0
gene-LOC102152754	0	0	0	0	0	0	0	0	0
gene-LOC111098368	0	0	0	0	0	0	0	0	0
gene-LOC119874220	0	0	0	0	0	0	0	0	0
gene-LOC119874221	0	0	0	0	0	0	0	0	0
gene-LOC119874222	0	0	0	0	0	0	0	0	0
gene-LOC102152882	0	0	0	0	0	0	0	0	0
gene-LOC106559593	0	0	0	0	0	0	0	0	0
gene-POU3F2	0	4	5	0	0	1	5	1	0
gene-FBXL4	359	541	405	448	250	273	450	333	403
gene-LOC119874306	0	0	0	0	0	0	0	0	0
gene-LOC119874391	0	0	0	0	0	0	0	0	0
gene-FAXC	13	23	21	22	16	23	15	21	20
gene-COQ3	520	453	424	450	376	327	475	644	443
gene-PNISR	3861	4748	4430	4062	2648	3465	3539	2832	3167
gene-LOC106559554	456	576	465	484	336	378	399	365	377
gene-USP45	366	374	229	313	269	199	249	450	237
gene-TSTD3	24	12	13	31	22	22	33	52	17
gene-LOC102153435	48	21	17	18	20	3	15	51	25
gene-CCNC	1407	1510	1093	1151	1161	852	1506	1948	1204
gene-PRDM13	0	4	0	1	0	0	0	0	0
gene-LOC111098179	0	0	0	0	0	0	0	0	0
gene-LOC100682647	0	0	0	0	0	0	0	0	0
gene-LOC100685891	1	0	0	0	0	0	0	0	0
gene-LOC102153620	0	0	0	0	0	0	0	0	0
gene-LOC119874361	0	0	0	0	0	0	0	0	0
gene-MCHR2	0	0	0	0	0	0	0	0	0
gene-LOC111098371	0	0	0	0	0	0	0	0	0
gene-LOC102153675	0	0	0	0	0	0	12	6	0
gene-SIM1	0	0	0	8	31	0	40	27	0
gene-TRNAR-UCU-5	0	0	0	0	0	0	0	0	0
gene-LOC119874223	0	0	0	0	0	2	0	0	0
gene-ASCC3	4035	3465	2329	2827	2588	1940	3775	3555	2398
gene-LOC102152034	0	0	0	0	2	0	0	0	0
gene-LOC119874353	0	0	3	2	0	1	0	0	0
gene-GRIK2	15	11	54	18	8	2	159	92	58
gene-LOC102153964	0	3	2	0	0	0	2	2	1
gene-LOC119874357	0	0	0	0	0	0	0	0	0
gene-LOC100682799	0	0	0	0	0	0	0	0	0
gene-LOC119881680	375	449	450	412	518	297	22	25	34
gene-LOC111098372	0	0	0	0	0	0	0	0	0
gene-LOC111098181	0	0	0	0	0	0	0	0	0
gene-LOC481939	0	1	0	0	1	0	0	0	0
gene-LOC100683004	0	0	0	0	0	0	0	0	0
gene-LOC111098184	0	0	0	0	0	0	0	0	0
gene-LOC119876852	0	0	0	0	0	0	0	0	0
gene-LOC100683149	0	0	0	0	0	0	1	0	0
gene-LOC119874307	0	0	0	0	0	0	0	0	0
gene-LOC102155276	0	0	0	0	0	0	0	1	0
gene-LOC102154381	42	28	39	28	31	40	32	35	54
gene-HACE1	2621	2565	3278	3222	2009	2776	2621	2083	4498
gene-LOC100683439	0	0	0	0	0	0	0	0	0
gene-LOC119874225	0	0	0	0	0	0	0	0	0
gene-LIN28B	0	4	0	0	0	0	0	5	0
gene-LOC111098373	0	0	0	0	0	0	0	0	0
gene-BVES	0	0	0	0	0	0	0	0	0
gene-POPDC3	0	0	0	0	0	0	0	0	0
gene-LOC111098147	1366	974	643	615	764	440	1032	944	877
gene-PREP	5311	3338	2388	2357	2801	1538	3930	3514	3257
gene-LOC111098374	11	19	10	9	3	0	47	15	13
gene-LOC119874308	0	0	0	0	0	0	0	0	0
gene-LOC111098185	0	0	0	0	0	0	0	0	0
gene-LOC100683666	0	1	0	0	0	0	7	0	0
gene-LOC119874309	0	0	0	2	0	0	0	0	0
gene-PRDM1	1803	1812	2974	1953	1461	1063	15295	6818	7290
gene-ATG5	2096	1727	1504	1601	1170	1073	1270	1216	1442
gene-LOC119874390	0	0	0	0	0	0	0	0	0
gene-CRYBG1	12346	13019	10230	5102	3974	3991	6467	5587	9092
gene-RTN4IP1	342	282	213	305	249	193	309	312	210
gene-QRSL1	1138	743	693	716	583	535	798	833	752
gene-LOC119874227	2	5	26	1	0	10	14	0	12
gene-LOC106559586	0	0	0	0	0	0	0	1	1
gene-LOC111098375	0	0	0	0	0	0	0	0	0
gene-LOC111098186	0	0	0	0	0	0	0	0	0
gene-LOC119874310	0	0	0	0	0	0	0	0	0
gene-LOC119881686	0	0	0	0	0	0	0	0	0
gene-CD24	43	74	179	64	24	119	74	266	398
gene-LOC111098377	4	2	0	0	3	1	3	2	0
gene-LOC119874294	0	0	0	0	0	0	1	5	0
gene-MTRES1	1322	828	702	702	591	548	787	987	715
gene-BEND3	379	225	225	221	217	188	346	468	216
gene-PDSS2	544	472	340	319	285	193	279	272	355
gene-SOBP	113	75	40	57	50	21	199	178	118
gene-LOC119874229	9	27	4	17	7	1	22	26	25
gene-SCML4	1445	2404	2468	998	632	810	202	57	885
gene-SEC63	3202	3162	3085	2558	1939	2056	3122	2609	2580
gene-LOC106559596	0	0	0	0	0	0	0	0	0
gene-LOC102156451	47	120	92	104	29	90	61	32	94
gene-OSTM1	829	1570	1492	1356	707	1084	1115	760	1422
gene-LOC111098383	0	0	0	0	0	0	0	0	0
gene-NR2E1	6	9	2	4	7	0	0	12	3
gene-SNX3	2797	2568	2409	2098	1665	1293	2787	2288	2468
gene-LOC100688163	0	0	1	3	0	0	0	0	1
gene-LOC119874328	0	2	0	0	0	0	0	0	0
gene-AFG1L	126	195	88	129	119	111	170	126	161
gene-LOC111098202	2	8	3	13	11	0	1	4	0
gene-LOC119874325	0	0	0	0	0	0	0	0	0
gene-FOXO3	634	925	1471	793	369	872	1903	1055	1386
gene-LOC119874311	0	0	0	0	0	0	0	0	0
gene-LOC119874295	0	0	0	0	0	0	0	0	0
gene-LOC119874312	0	0	0	0	0	0	2	0	0
gene-LOC111098187	0	0	0	0	0	0	0	0	0
gene-LOC111098390	0	0	0	0	0	0	0	0	0
gene-LOC111098389	0	0	0	0	0	0	0	0	0
gene-LOC111098387	0	0	3	0	0	1	0	0	0
gene-ARMC2	0	0	3	2	1	0	24	6	17
gene-LOC111098388	0	0	0	0	0	0	0	0	0
gene-LOC111098386	0	0	0	0	0	2	2	0	4
gene-SESN1	566	585	1237	839	334	1077	996	654	1217
gene-LOC111098391	2	8	10	9	7	7	7	4	2
gene-CEP57L1	118	63	116	141	124	58	192	209	163
gene-LOC102151327	2	0	4	2	1	0	0	3	0
gene-LOC612235	27	81	56	67	25	53	39	20	64
gene-CD164	8049	7398	10478	8217	4419	7462	7615	6068	8489
gene-PPIL6	357	374	310	435	262	495	207	199	196
gene-SMPD2	2345	2932	2924	2977	2069	2815	1864	1625	1979
gene-MICAL1	2557	3134	3866	4184	2581	3869	2710	2537	2992
gene-ZBTB24	2740	3463	3094	2952	1828	2714	2549	1806	2505
gene-LOC111098392	8	9	9	12	0	0	4	2	4
gene-AK9	0	1	0	2	0	0	0	1	0
gene-LOC111098393	0	0	0	0	0	0	0	0	0
gene-FIG4	1087	984	839	860	711	587	963	843	794
gene-GPR6	0	0	0	0	0	0	0	0	0
gene-LOC111098188	0	0	0	0	0	0	0	0	0
gene-WASF1	0	0	11	2	4	3	8	3	2
gene-LOC119874230	0	0	0	0	0	0	0	0	0
gene-CDC40	1414	1196	915	1006	852	666	913	1047	909
gene-LOC102152955	29	46	24	46	27	34	44	17	13
gene-METTL24	0	0	0	0	0	0	0	1	0
gene-DDO	0	0	0	0	0	0	0	0	0
gene-SLC22A16	0	0	0	0	0	0	0	0	0
gene-LOC111098394	0	0	0	2	0	0	0	0	0
gene-LOC111098395	222	177	212	232	168	129	155	99	197
gene-LOC111098397	6	11	2	1	0	7	0	0	7
gene-CDK19	1821	1730	1781	1950	1318	1480	1195	854	1646
gene-LOC119874231	8	0	8	0	0	0	0	0	0
gene-LOC119874389	0	0	0	1	0	0	0	0	0
gene-LOC102153185	6	31	14	24	2	24	11	8	13
gene-AMD1	4823	3196	2692	3025	3265	2800	3039	3875	2557
gene-LOC119874381	2	6	0	1	0	0	0	2	0
gene-LOC119874363	5	0	2	6	0	0	5	4	0
gene-LOC119874232	0	0	0	1	0	0	0	4	0
gene-GTF3C6	1539	1722	1532	1707	1324	1110	1193	1535	1298
gene-RPF2	1110	1105	621	975	788	587	799	1273	473
gene-SLC16A10	962	779	1007	1040	916	770	888	922	1439
gene-LOC111098398	341	197	248	397	237	269	236	270	457
gene-MFSD4B	128	95	68	85	68	128	79	118	55
gene-REV3L	3041	3366	2644	2250	1927	1664	3361	2299	2462
gene-LOC119874342	0	0	1	0	0	0	0	0	0
gene-LOC119874234	172	217	93	211	91	169	131	89	97
gene-LOC119874235	3	18	10	11	9	4	4	2	0
gene-TRAF3IP2	422	636	658	577	338	504	537	424	585
gene-FYN	5479	7073	7021	6402	4211	5430	4305	2628	5785
gene-LOC111098400	1515	1722	1861	1633	1105	1475	1093	679	1628
gene-LOC111098401	0	0	0	0	0	0	0	0	0
