gene_id	B_B7H3_CAR_T	B_BC_CAR_T	B_T_cell	E_B7H3_CAR_T	E_BC_CAR_T	E_T_cell	M_B7H3_CAR_T	M_BC_CAR_T	M_T_cell
gene-MYH8	0	0	0	0	2	0	8	6	1
gene-MYH4	0	0	0	0	0	0	0	0	0
gene-MYH1	0	3	0	0	0	0	0	0	0
gene-LOC119871852	0	0	0	0	0	0	0	0	0
gene-MYH2	0	0	0	0	0	0	0	0	0
gene-LOC111095889	4	0	0	0	1	2	0	0	0
gene-MYH3	3	0	0	3	0	3	0	0	0
gene-SCO1	1601	1542	1491	1636	1063	1280	1259	1454	1277
gene-LOC119871853	450	434	352	425	293	346	318	359	328
gene-ADPRM	582	514	380	499	284	341	260	335	353
gene-TMEM220	135	232	200	217	66	245	112	90	221
gene-LOC119871855	29	58	62	83	22	73	28	20	55
gene-LOC119871854	45	72	65	63	44	116	52	25	35
gene-LOC119872011	0	0	0	0	0	2	0	0	0
gene-TMEM238L	0	0	0	0	0	0	0	0	0
gene-LOC119872012	0	0	0	0	0	0	0	0	0
gene-LOC119876294	0	0	0	0	0	0	0	0	0
gene-PIRT	0	0	0	0	0	0	0	0	0
gene-SHISA6	0	0	0	0	0	0	0	0	2
gene-LOC111095892	0	0	0	0	0	0	0	0	0
gene-LOC102155175	0	0	0	0	0	0	0	0	0
gene-LOC111095891	0	0	0	0	0	0	0	0	0
gene-LOC111095893	0	0	0	0	0	0	0	0	0
gene-DNAH9	0	4	0	4	0	2	0	0	0
gene-LOC111095894	622	712	594	763	455	627	451	421	516
gene-ZNF18	923	1189	978	1272	720	1011	723	728	893
gene-LOC100685794	0	0	0	0	0	0	0	0	0
gene-MAP2K4	1946	1597	1729	2154	1836	1731	1605	2012	2010
gene-LOC111095895	0	0	0	0	0	0	0	0	0
gene-LOC102155028	0	0	0	0	0	0	0	0	0
gene-LOC100685968	0	0	0	1	0	0	0	2	0
gene-LOC111095896	0	0	0	0	0	0	0	0	0
gene-LOC102155247	0	0	0	0	0	0	0	0	0
gene-MYOCD	0	0	0	0	0	0	0	0	0
gene-ARHGAP44	22	21	14	55	22	34	19	22	6
gene-ELAC2	2518	2051	1575	1739	1633	1413	1578	2768	1186
gene-LOC102156372	119	97	86	107	104	82	91	159	87
gene-LOC102155885	0	0	0	0	0	0	0	0	0
gene-LOC111095898	0	0	0	0	0	0	0	0	0
gene-LOC106558767	0	0	0	0	0	0	0	0	0
gene-LOC102156000	0	0	0	0	0	0	0	0	0
gene-LOC111095899	0	0	0	0	0	0	0	0	0
gene-HS3ST3A1	0	0	0	2	0	0	1	0	0
gene-LOC119875319	6	0	1	0	0	0	0	0	0
gene-LOC100687064	0	0	5	0	0	1	2	0	0
gene-LOC111095900	0	0	0	0	0	0	0	0	0
gene-LOC102156230	3	0	0	1	5	4	1	0	3
gene-LOC111095901	12	20	7	0	0	2	0	0	0
gene-LOC119871857	219	207	146	143	96	101	169	173	126
gene-COX10	1293	1050	669	843	760	582	947	1019	797
gene-LOC489516	997	829	814	1206	831	1148	946	1174	1142
gene-LOC119872120	0	0	0	0	0	0	0	0	0
gene-LOC119872013	0	0	0	0	0	0	0	0	0
gene-LOC111096107	0	0	0	0	0	0	0	0	0
gene-LOC111095902	0	0	1	0	0	0	2	0	4
gene-LOC119872014	0	0	0	0	0	0	0	0	0
gene-LOC111096108	0	0	0	0	0	0	0	0	0
gene-LOC608772	15	15	12	14	16	28	19	15	10
gene-PMP22	0	2	0	0	0	4	2	2	9
gene-TEKT3	0	0	1	0	0	0	0	0	0
gene-LOC119872050	0	0	0	0	0	0	0	0	0
gene-LOC100687368	0	0	0	0	0	0	0	0	0
gene-LOC102156927	0	0	0	0	0	0	0	0	0
gene-LOC111095903	0	0	0	0	0	0	0	0	0
gene-CDRT4	0	0	0	0	0	0	0	0	0
gene-TVP23B	494	733	492	649	523	434	802	856	600
gene-LOC106558818	20	61	26	47	23	41	68	70	26
gene-CDRT1	0	0	0	0	0	1	0	0	0
gene-TRIM16	0	16	17	19	4	11	28	18	35
gene-ZNF286A	0	3	3	4	1	3	3	2	0
gene-LOC608913	0	0	1	0	0	0	0	0	0
gene-LOC119871757	0	0	0	0	0	0	0	0	0
gene-ZNF624	83	134	189	157	103	122	115	81	198
gene-TRNAW-CCA-3	0	0	0	0	0	0	0	0	0
gene-ZNF287	196	227	214	144	104	134	132	71	142
gene-LOC111096109	0	0	0	0	0	0	0	0	0
gene-LRRC75A	185	62	143	108	101	133	99	111	165
gene-LOC111095904	0	0	0	3	0	0	0	0	2
gene-LOC119871858	8	8	0	4	0	3	3	4	8
gene-TRPV2	5359	6290	5195	5375	3860	4264	4969	4520	5070
gene-LOC119872069	0	3	0	1	5	0	3	0	2
gene-LOC119872054	0	3	2	3	0	4	0	0	0
gene-LOC119872056	0	0	0	0	0	0	0	0	0
gene-UBB	24603	23292	21075	20749	17103	14037	19400	18760	21865
gene-LOC119871859	0	0	0	0	0	0	2	0	0
gene-CENPV	42	32	20	17	51	25	65	99	15
gene-PIGL	318	341	310	332	189	207	252	186	336
gene-LOC100687735	3	0	0	0	0	0	0	3	1
gene-LOC111095905	181	204	163	192	97	101	118	89	168
gene-NCOR1	14947	16325	13201	13119	9333	10378	8700	6470	9610
gene-LOC119872082	0	0	0	1	1	0	0	0	0
gene-TTC19	563	441	404	471	414	347	241	327	350
gene-ZSWIM7	501	377	264	436	346	249	234	233	195
gene-ADORA2B	281	170	134	107	99	76	161	205	67
gene-LOC119872064	0	0	0	0	0	0	0	0	0
gene-SPECC1	1233	930	1287	947	635	927	536	432	779
gene-LOC119872040	0	3	0	0	0	0	0	0	0
gene-LOC119871860	5	8	0	6	0	0	0	0	0
gene-LOC100687923	0	0	0	0	0	0	0	0	0
gene-AKAP10	885	995	852	997	586	799	549	455	628
gene-LOC106558819	0	1	0	1	0	0	0	0	0
gene-ULK2	1881	1703	1542	1617	1068	1454	1629	1382	1932
gene-LOC119871861	4	5	7	0	4	2	2	2	1
gene-ALDH3A1	0	0	2	0	0	0	3	0	0
gene-SLC47A2	1047	1085	1028	1086	696	1002	848	774	1205
gene-LOC119881481	1570	1638	1576	1863	1115	1531	1383	1282	1914
gene-ALDH3A2	0	0	0	0	0	0	0	0	0
gene-LOC119881482	0	0	0	0	0	0	0	0	0
gene-SLC47A1	0	0	0	0	0	0	0	0	0
gene-TRNAW-CCA-4	0	0	0	0	0	0	0	0	0
gene-LOC119871863	1	3	0	0	0	0	2	1	0
gene-RNF112	0	0	0	0	0	0	0	2	0
gene-MFAP4	0	0	0	0	2	0	4	2	0
gene-MAPK7	535	488	380	586	432	434	459	627	396
gene-LOC111095906	46	23	24	42	18	11	39	47	43
gene-B9D1	101	51	30	28	57	14	89	147	125
gene-EPN2	110	166	107	66	61	40	796	320	567
gene-LOC489534	2356	3020	3400	2695	1793	2411	2872	2517	2439
gene-SLC5A10	51	49	58	45	17	58	60	37	52
gene-FAM83G	55	75	76	56	42	79	59	76	118
gene-PRPSAP2	1081	1160	777	906	816	606	1159	1292	864
gene-SHMT1	11959	8589	6659	6820	6502	4939	5249	6304	6101
gene-SMCR8	1440	1589	1269	1315	972	1079	1126	925	973
gene-MIR8872	0	0	0	0	0	0	0	0	0
rna-NR_128825.1	0	0	0	0	0	0	0	0	0
gene-TOP3A	3865	3092	2542	2985	2529	2121	2139	2666	2188
gene-FLII	11522	10428	10452	11120	7387	9553	7227	6226	8747
gene-LLGL1	1288	1440	1119	1361	1019	1045	957	1044	1216
gene-LOC111095909	0	1	1	1	2	2	0	3	5
gene-ALKBH5	1604	1890	1875	1758	1291	1411	1987	1465	1770
gene-LOC119871865	109	157	199	146	104	107	189	148	158
gene-MYO15A	4	4	0	5	8	12	14	4	4
gene-DRG2	2075	1586	1309	1370	1245	1002	1470	1710	1351
gene-GID4	766	660	561	615	573	487	726	565	584
gene-ATPAF2	608	418	325	288	326	188	559	622	341
gene-DRC3	15	10	1	20	2	10	8	10	2
gene-TOM1L2	358	608	639	540	278	439	503	345	598
gene-SREBF1	1842	2747	1790	2719	1691	1561	3089	1496	1622
gene-MIR33B	0	0	0	0	0	0	0	0	0
rna-NR_049451.1	0	0	0	0	0	0	0	0	0
gene-RAI1	856	1454	1172	1504	858	1216	660	309	806
gene-PEMT	829	765	709	543	471	403	445	302	567
gene-LOC111095910	5	4	0	1	3	0	0	0	2
gene-RASD1	10	7	5	9	6	5	1	6	4
gene-MED9	782	430	479	510	437	368	363	453	341
gene-LOC111095911	0	9	1	14	2	1	1	2	9
gene-LOC106558769	0	0	0	0	0	0	0	0	0
gene-NT5M	0	1	1	0	2	1	2	2	3
gene-LOC100684203	0	0	0	4	0	0	4	2	1
gene-COPS3	2459	1359	1199	1059	1370	822	1381	1838	1245
gene-FLCN	1912	1715	1406	1656	1203	990	1952	1802	1542
gene-PLD6	0	0	0	2	0	1	4	0	0
gene-LOC119871758	0	0	0	0	1	0	0	0	0
gene-MPRIP	3734	3841	2882	2984	2378	2296	2975	2603	2868
gene-LOC102153190	2	15	10	2	0	5	16	8	1
gene-USP22	4387	4709	3619	3741	3065	2750	2578	1827	2495
gene-TNFRSF13B	19	29	362	34	5	29	899	803	482
gene-DHRS7B	1090	598	533	525	609	349	692	916	705
gene-TMEM11	1176	809	574	717	704	489	731	918	690
gene-LOC102153833	0	15	22	6	7	17	3	8	0
gene-LOC106558748	2	0	2	0	0	0	0	2	0
gene-NATD1	330	862	909	687	211	479	431	123	598
gene-LOC106558821	0	0	0	0	0	0	0	0	0
gene-LOC102154017	26	16	23	41	18	9	21	32	9
gene-MAP2K3	2874	2302	1814	2314	2244	1477	2746	2931	2638
gene-KCNJ12	0	4	29	5	0	12	7	6	3
gene-LOC119871866	0	0	0	0	1	0	1	0	0
gene-LOC119871759	0	0	0	0	0	0	0	0	0
gene-LOC119871867	4	0	0	0	0	0	3	0	0
gene-MIR8869	0	0	0	0	0	0	0	0	0
rna-NR_128822.1	0	0	0	0	0	0	0	0	0
gene-LOC119871868	4	4	3	4	1	2	1	0	5
gene-LOC100684765	0	1	3	0	0	0	1	1	0
gene-LOC102154136	0	0	0	1	1	0	0	8	0
gene-LOC119871869	0	0	0	0	0	0	0	0	0
gene-LOC102154367	0	0	0	0	0	0	0	0	0
gene-LOC119872017	6	0	0	0	2	0	0	0	0
gene-SERBP1	18273	15446	12804	14461	13321	10182	11221	15216	10561
gene-LOC102154658	1828	2772	1355	2329	1655	1676	1404	1411	1129
gene-IL12RB2	6196	8287	4090	7160	5014	5258	4213	4265	3593
gene-IL23R	88	135	251	188	122	368	359	220	688
gene-LOC111095914	1	5	8	5	3	10	19	14	13
gene-LOC119872047	0	0	0	0	0	0	0	0	0
gene-LOC119872093	0	0	0	0	0	0	0	1	0
gene-LOC119872018	18	52	14	55	26	29	19	24	5
gene-LOC119871871	0	6	0	0	0	0	0	0	0
gene-C5H1orf141	10	1	5	4	5	7	1	1	4
gene-SLC35D1	1283	1227	710	1032	960	627	1439	1551	941
gene-LOC111095917	4	16	4	13	9	10	6	13	7
gene-MIER1	1917	2157	1725	1965	1524	1458	1464	1704	1514
gene-DNAI4	111	147	90	67	61	87	55	77	73
gene-LOC119872046	0	0	0	0	0	2	0	0	0
gene-INSL5	0	0	0	0	0	0	0	0	0
gene-DYNLT5	0	0	0	0	0	0	1	4	0
gene-SGIP1	82	132	4	61	187	0	7	8	0
gene-LOC111095919	2	0	0	0	0	0	0	0	0
gene-LOC111095920	0	0	0	0	0	0	0	0	0
gene-PDE4B	2853	3448	2762	2574	1973	1750	2039	1568	2310
gene-LOC102156117	21	55	28	54	26	20	13	7	27
gene-LOC111095923	0	0	0	0	0	0	0	0	0
gene-LOC111095922	0	0	0	0	0	0	0	0	0
gene-LOC111095924	0	0	0	0	0	0	0	0	0
gene-LOC609798	0	0	0	0	0	0	0	0	0
gene-LOC102155947	0	0	0	0	0	0	0	0	0
gene-LOC111095921	0	0	0	0	0	0	0	0	0
gene-LOC100685737	0	0	0	0	0	0	0	0	0
gene-LEPR	10	17	34	10	10	23	23	13	25
gene-LOC102156371	0	0	2	0	0	2	1	0	0
gene-LOC111096111	3	0	0	0	0	0	1	0	3
gene-LEPROT	935	1683	1524	1392	688	1443	1153	678	1445
gene-DNAJC6	5	0	5	3	1	0	17	11	0
gene-AK4	240	545	230	803	366	417	778	165	188
gene-LOC106558823	5	63	26	31	5	32	23	2	47
gene-MIR101-1	0	0	0	0	0	0	0	0	0
rna-NR_049334.1	0	0	0	0	0	0	0	0	0
gene-LOC119872019	0	0	1	1	1	1	0	0	0
gene-JAK1	16455	17579	16018	14750	9230	12374	11557	7723	13739
gene-LOC106558824	0	12	3	5	1	6	3	6	2
gene-LOC111095925	0	0	1	0	0	0	0	0	0
gene-RAVER2	113	122	110	104	60	105	66	38	118
gene-CACHD1	0	0	2	0	0	0	0	2	0
gene-LOC119871874	0	0	0	0	0	0	0	0	0
gene-LOC119872114	0	0	0	0	0	0	0	0	0
gene-LOC100683944	0	0	0	0	0	0	0	0	0
gene-LOC119879839	0	0	0	0	0	3	0	0	0
gene-LOC100686708	3	0	0	2	0	2	3	2	0
gene-LOC111095926	0	0	0	0	0	0	0	0	0
gene-LOC100684019	0	0	0	0	0	0	0	0	0
gene-UBE2U	0	0	0	2	0	0	3	0	0
gene-ROR1	5	3	2	2	2	3	10	5	3
gene-LOC119872077	0	0	0	0	0	0	0	0	0
gene-LOC111095930	0	0	0	0	0	0	0	0	0
gene-LOC100683367	2	1	3	0	1	0	0	0	0
gene-LOC100686951	0	0	0	0	0	0	0	0	0
gene-PGM1	904	850	604	569	542	519	1043	839	1187
gene-LOC111095929	20	6	7	12	14	8	7	11	26
gene-LOC111096072	0	0	0	0	0	0	0	0	0
gene-EFCAB7	160	80	84	53	92	37	105	114	92
gene-ITGB3BP	817	647	557	614	636	387	421	627	513
gene-ALG6	526	770	834	731	529	651	563	645	618
gene-LOC111095933	99	76	66	70	69	93	61	50	48
gene-FOXD3	0	0	0	0	1	0	0	0	0
gene-LOC111096112	0	0	0	0	0	0	0	0	0
gene-LOC100684442	0	0	0	0	0	0	0	0	0
gene-LOC119871875	0	0	0	0	0	0	0	0	0
gene-LOC100684522	0	0	0	0	0	0	0	0	0
gene-LOC100684598	0	0	0	0	0	0	0	0	0
gene-LOC119871876	0	3	0	0	0	0	0	0	0
gene-LOC102152515	0	0	0	0	0	0	0	0	0
gene-LOC106558771	0	0	0	0	2	0	2	0	1
gene-LOC111095935	0	1	0	3	0	0	2	0	3
gene-ATG4C	182	190	213	178	106	167	311	242	249
gene-LOC111095936	23	36	39	14	21	14	37	32	21
gene-LOC119872080	0	0	0	0	0	0	0	0	0
gene-DOCK7	63	53	26	19	22	18	105	102	35
gene-LOC119879840	0	0	0	0	0	0	0	0	0
gene-LOC119872055	0	0	0	0	0	0	0	0	0
gene-LOC102155317	0	0	0	0	0	0	0	0	0
gene-ANGPTL3	0	0	0	0	1	0	0	0	1
gene-USP1	7149	4410	3314	4348	4616	2611	4108	5137	3571
gene-LOC106558772	0	1	0	0	0	4	3	0	0
gene-KANK4	0	0	0	0	0	0	0	0	0
gene-LOC100684888	0	0	0	0	0	0	0	0	0
gene-L1TD1	0	0	0	0	0	0	0	0	0
gene-LOC100685053	185	173	125	49	50	51	80	49	74
gene-LOC100687736	0	0	0	0	3	0	0	0	0
gene-LOC119871761	0	0	0	1	0	0	0	0	0
gene-PATJ	186	413	586	423	202	527	227	110	357
gene-TM2D1	598	678	541	573	440	460	532	530	504
gene-LOC100685210	0	0	2	0	0	0	0	0	2
gene-NFIA	116	118	163	96	35	103	75	64	106
gene-LOC119871877	0	0	0	0	0	0	0	0	0
gene-LOC102154089	0	0	0	0	0	0	0	3	0
gene-LOC106558827	0	0	0	0	0	0	0	0	0
gene-LOC119871878	0	0	3	0	0	0	0	0	0
gene-LOC111095937	0	0	0	0	0	0	0	0	0
gene-LOC111095938	0	0	0	0	0	0	0	0	0
gene-LOC111096113	0	0	0	0	0	0	0	0	0
gene-LOC100688255	0	0	0	0	0	0	0	0	0
gene-LOC119872020	0	0	0	0	0	0	0	0	0
gene-C5H1orf87	0	0	0	0	0	0	0	0	0
gene-LOC111095939	0	0	0	0	0	0	0	0	0
gene-CYP2J2	8	5	4	7	1	0	39	16	28
gene-HOOK1	114	136	151	219	169	234	266	276	178
gene-LOC119872074	0	0	0	0	0	0	0	0	0
gene-FGGY	47	75	91	64	33	63	32	29	88
gene-LOC119871879	0	0	0	3	0	0	0	1	0
gene-LOC111095941	0	0	0	0	0	0	0	0	0
gene-LOC102154996	0	0	1	0	0	0	0	0	0
gene-LOC111096114	0	0	0	0	0	0	0	0	0
gene-LOC106558774	21	2	0	4	1	0	5	1	1
gene-LOC100685373	0	0	0	0	0	0	0	0	0
gene-LOC119871880	0	0	0	0	0	0	0	0	0
gene-LOC119872021	0	0	0	0	1	0	5	0	3
gene-LOC119872022	0	0	0	0	0	0	0	0	0
gene-LOC119872112	0	0	0	0	0	0	0	1	0
gene-LOC102155586	223	289	224	388	287	183	712	545	236
gene-JUN	1193	977	567	1093	1182	384	2731	1846	991
gene-LOC119872023	1	7	0	2	2	10	18	6	5
gene-LOC102155678	62	71	27	55	38	56	38	51	38
gene-MYSM1	1984	3118	2452	2644	1713	2136	2211	1766	1844
gene-LOC119872024	8	32	10	5	2	1	5	3	4
gene-LOC119881472	7	17	8	8	1	3	2	2	0
gene-LOC111095943	4	6	1	2	0	0	5	1	1
gene-TACSTD2	0	8	2	14	2	0	8	0	2
gene-OMA1	133	137	136	137	77	90	140	144	132
gene-LOC111095947	0	0	0	0	0	0	0	0	0
gene-LOC111095946	0	0	0	0	0	0	0	0	0
gene-LOC111095944	0	0	0	0	0	0	0	0	0
gene-DAB1	0	3	4	2	0	1	0	0	0
gene-LOC102156041	0	0	0	0	0	0	0	0	0
gene-LOC100685770	0	0	0	0	0	0	0	0	0
gene-LOC111095948	0	0	0	0	0	0	0	0	0
gene-C8B	0	0	0	0	0	0	0	0	0
gene-C8A	0	0	0	0	0	0	0	0	0
gene-LOC106558828	47	29	29	13	9	28	21	8	25
gene-FYB2	0	0	0	0	0	0	1	2	1
gene-PRKAA2	6	6	16	1	2	6	81	50	47
gene-LOC102156441	0	0	0	0	0	0	0	0	0
gene-LOC111096115	0	0	0	0	0	0	0	0	0
gene-PLPP3	17	13	8	3	3	3	11	13	16
gene-LOC102156622	0	0	0	0	0	0	0	0	0
gene-LOC111095949	0	0	0	0	0	0	0	0	0
gene-LOC106558829	0	0	0	0	0	0	0	0	0
gene-LOC111095950	0	0	0	0	0	0	0	0	0
gene-LOC111095951	0	0	0	0	0	0	0	0	0
gene-USP24	5640	5714	4108	5228	4007	4117	3731	3634	3358
gene-PCSK9	9	8	0	0	1	0	0	0	0
gene-LOC100686170	0	0	0	0	0	0	0	0	0
gene-LOC106558775	0	0	0	0	0	0	0	0	0
gene-BSND	0	0	0	7	5	11	5	2	6
gene-TMEM61	61	112	99	46	29	59	32	9	54
gene-LOC111095952	0	1	0	0	5	0	0	0	0
gene-DHCR24	17880	14994	9986	12542	12194	8829	9876	10516	7969
gene-LEXM	0	0	0	2	0	0	0	3	0
gene-TTC22	0	0	0	0	0	0	0	0	0
gene-PARS2	732	602	544	810	555	590	429	511	387
gene-TTC4	1731	1280	954	1016	976	752	855	1242	895
gene-LOC119871883	0	0	0	0	0	0	1	1	0
gene-MROH7	0	0	0	0	0	0	0	0	0
gene-FAM151A	20	4	7	6	5	5	10	13	4
gene-ACOT11	11	0	17	8	4	0	1	5	3
gene-LOC111095953	0	0	0	0	0	0	0	0	0
gene-LOC111096117	0	0	0	0	0	0	0	0	0
gene-LOC102151468	0	2	0	0	3	0	0	0	0
gene-LOC102151517	0	0	0	0	0	0	1	0	0
gene-SSBP3	2709	2395	1426	1760	1752	1300	1624	1586	1315
gene-LOC119871884	11	32	17	14	6	3	13	9	3
gene-MRPL37	1644	1059	818	1088	1183	749	1238	1742	789
gene-CYB5RL	403	404	349	447	339	341	357	473	360
gene-CDCP2	0	0	0	0	0	0	0	0	0
gene-LOC111095954	0	0	0	2	0	0	0	0	1
gene-TCEANC2	705	636	462	547	405	356	385	453	501
gene-LOC102151956	4	0	7	0	0	6	9	5	2
gene-TMEM59	1404	2030	2106	2205	967	1526	2257	1551	2042
gene-LOC102151770	177	292	254	263	112	199	197	127	176
gene-LDLRAD1	0	0	0	0	0	1	0	0	0
gene-LRRC42	361	399	329	372	326	280	261	292	272
gene-HSPB11	73	73	73	71	34	53	58	75	54
gene-LOC102152612	0	8	4	9	7	0	2	3	2
gene-DIO1	4	6	7	5	2	4	5	3	0
gene-YIPF1	405	644	391	476	330	357	502	381	566
gene-NDC1	1270	553	489	635	935	324	927	1296	556
gene-GLIS1	0	0	0	1	0	0	5	6	0
gene-LOC119871885	0	0	0	0	0	0	0	1	0
gene-LOC119871974	0	0	0	0	0	0	0	0	0
gene-DMRTB1	3	0	0	0	0	0	1	0	0
gene-LOC111095955	0	0	0	0	2	0	0	0	0
gene-LOC119876303	0	1	0	0	0	0	0	0	0
gene-LOC119879857	0	0	0	0	0	0	4	4	0
gene-LRP8	1573	1739	886	1612	1747	1113	2095	1974	1451
gene-MAGOH	1792	1028	894	1000	1110	607	1037	1668	917
gene-CZIB	1066	1069	917	872	675	741	815	860	755
gene-CPT2	977	933	882	1119	903	1026	1037	1069	972
gene-LOC119871886	0	0	0	0	0	0	0	0	0
gene-SLC1A7	0	2	0	0	1	0	2	1	1
gene-PODN	2	8	2	6	3	2	10	4	2
gene-SCP2	2697	2170	2184	1790	1786	1412	2152	2317	1929
gene-LOC102153929	76	79	70	100	69	52	99	94	74
gene-ECHDC2	32	63	56	78	83	61	46	75	79
gene-ZYG11A	24	27	10	31	34	33	25	36	23
gene-LOC119871887	5	0	0	12	2	7	0	3	7
gene-LOC119872115	0	0	0	0	0	0	0	0	0
gene-LOC119872025	0	0	0	0	0	0	0	0	0
gene-SAMD11	1211	872	660	829	902	718	763	1191	718
gene-LOC111095960	0	0	0	0	0	2	0	0	0
gene-LOC119871888	30	19	23	13	12	11	16	13	3
gene-NOC2L	3109	2147	1720	2115	2201	1581	2021	3008	1804
gene-LOC100685503	31	27	16	34	15	15	29	24	12
gene-KLHL17	780	1112	1120	1099	728	1008	670	789	807
gene-PLEKHN1	370	501	381	571	346	427	366	377	498
gene-PERM1	24	50	28	47	35	45	36	25	30
gene-HES4	0	0	6	4	0	0	0	0	0
gene-ISG15	34	51	47	128	37	75	103	126	175
gene-AGRN	55	52	58	35	22	30	56	52	109
gene-LOC100683481	481	834	378	543	366	501	489	263	1107
gene-RNF223	0	2	6	8	5	7	4	10	5
gene-C5H1orf159	370	248	284	314	316	217	209	318	199
gene-TTLL10	2	3	3	3	0	2	7	0	0
gene-MIR200B	0	0	0	0	0	0	0	0	0
rna-NR_049454.1	0	0	0	0	0	0	0	0	0
gene-MIR200A	0	0	0	0	0	0	0	0	0
rna-NR_049455.1	0	0	0	0	0	0	0	0	0
gene-MIR429	0	0	0	0	0	0	0	0	0
rna-NR_049213.1	0	0	0	0	0	0	0	0	0
gene-TNFRSF18	2337	2990	1899	2290	1233	1299	2149	1160	2585
gene-TNFRSF4	1789	2533	1656	1997	1421	1046	4024	1873	4290
gene-SDF4	3951	3917	3393	3433	2755	2589	4172	3692	3810
gene-B3GALT6	1204	1400	1093	1102	849	781	772	719	909
gene-C1QTNF12	7	11	1	3	3	6	3	6	3
gene-LOC119871889	28	29	31	36	23	21	25	29	12
gene-UBE2J2	1785	1650	1531	1769	1438	1167	1503	1661	1284
gene-SCNN1D	32	29	51	42	7	31	63	32	28
gene-ACAP3	553	479	548	634	399	569	440	443	512
gene-PUSL1	163	117	150	191	174	106	135	232	124
gene-INTS11	1834	1198	1183	1300	1075	1094	1044	1309	977
gene-CPTP	499	369	404	446	333	327	363	377	417
gene-TAS1R3	0	0	0	0	0	0	0	0	0
gene-DVL1	173	394	399	386	103	401	353	224	377
gene-MXRA8	35	83	40	79	30	72	57	37	36
gene-LOC111095961	44	40	44	107	41	106	17	20	40
gene-AURKAIP1	1284	870	1053	854	1026	528	931	1143	1013
gene-CCNL2	3291	3796	3391	4394	2329	3765	2543	2619	2502
gene-MRPL20	3492	2597	2016	2008	2261	1551	1942	2552	1716
gene-ANKRD65	6	4	0	4	0	1	0	0	0
gene-TMEM88B	0	0	0	0	0	0	0	0	0
gene-VWA1	652	1160	1532	1446	438	1440	786	149	827
gene-LOC119871890	9	12	20	10	7	27	7	3	11
gene-ATAD3A	3491	4804	3876	2510	2051	1961	2033	2878	2017
gene-TMEM240	10	42	92	10	8	22	17	1	18
gene-LOC119871891	3	52	47	9	6	20	10	4	16
gene-SSU72	1752	1605	1286	1287	955	1016	1312	1206	1220
gene-LOC119871892	85	184	76	115	33	96	36	44	22
gene-LOC119872026	24	42	16	41	13	10	18	8	7
gene-FNDC10	527	725	799	458	251	461	199	118	385
gene-LOC111095962	0	0	0	0	2	0	0	0	0
gene-MIB2	778	1274	1066	1371	780	1090	815	529	790
gene-MMP23	2	32	15	59	13	17	5	8	1
gene-LOC489591	3237	2910	2229	2573	2390	2078	2374	3225	2127
gene-LOC489590	720	1096	698	909	513	754	586	445	626
gene-NADK	4178	3467	3114	3326	3216	2253	2860	3321	3057
gene-GNB1	10532	7734	7325	7585	6453	5211	7144	7116	7707
gene-TMEM52	0	0	5	0	1	8	6	2	4
gene-CALML6	0	4	4	0	0	0	2	0	0
gene-CFAP74	0	4	0	0	0	0	0	0	0
gene-GABRD	0	0	0	0	0	0	0	0	0
gene-PRKCZ	19	24	64	65	30	48	158	175	94
gene-LOC111095963	0	5	7	8	2	7	18	26	12
gene-LOC119871893	7	5	0	7	5	20	14	7	5
gene-FAAP20	293	468	390	735	514	643	286	366	218
gene-SKI	1598	2221	2188	2095	1216	2102	1644	1611	1964
gene-MORN1	185	153	186	171	144	93	212	136	167
gene-RER1	2669	2731	2649	2674	2035	2199	2886	2785	2492
gene-PEX10	558	679	638	774	451	639	580	483	592
gene-PLCH2	0	10	7	3	2	3	0	10	1
gene-PANK4	410	377	457	533	458	400	419	424	387
gene-HES5	0	0	1	1	0	0	0	0	0
gene-MIR8866	0	0	0	0	0	0	0	0	0
rna-NR_128819.1	0	0	0	0	0	0	0	0	0
gene-LOC119871897	74	85	47	93	46	79	72	59	75
gene-TNFRSF14	2230	3182	3417	2548	1864	1707	1597	1136	1957
gene-PRXL2B	55	117	154	262	110	336	91	58	172
gene-MMEL1	12	55	61	156	24	154	11	12	36
gene-TTC34	997	1538	1678	2253	895	2382	637	354	1211
gene-LOC111096118	0	0	0	0	0	0	0	0	0
gene-LOC106558836	0	0	0	0	0	0	0	0	0
gene-LOC119871898	0	0	0	2	0	0	0	0	0
gene-ACTRT2	0	0	0	0	0	0	0	0	0
gene-LOC119871899	0	0	0	0	0	0	0	0	0
gene-PRDM16	0	0	0	0	0	0	0	0	0
gene-LOC102156763	0	0	0	0	0	0	0	0	0
gene-LOC119875531	0	0	0	0	0	0	0	0	0
gene-LOC119871901	0	0	8	1	0	1	0	0	4
gene-ARHGEF16	2	3	6	3	2	6	5	9	19
gene-MEGF6	0	0	9	0	1	2	0	0	1
gene-MIR551A	0	0	0	0	0	0	0	0	0
rna-NR_049501.1	0	0	0	0	0	0	0	0	0
gene-TPRG1L	1432	2297	1980	1744	1076	1667	1679	1294	1960
gene-WRAP73	2629	2283	2178	2594	2530	2068	1653	2015	2014
gene-TP73	1701	1451	1502	1482	1446	1110	1513	1463	1917
gene-CCDC27	0	0	0	0	0	0	0	0	0
gene-SMIM1	19	34	102	38	23	20	143	126	64
gene-LRRC47	2905	2310	2082	2454	1996	1969	1918	2261	1849
gene-LOC119872027	128	278	234	309	150	232	90	64	100
