gene_set	genes	metric	reprocessed_sample	published_sample	correlation
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	B_T_cell	0.29803538266384366
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	E_B7H3_CAR_T	0.39271292437294536
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	E_BC_CAR_T	0.08660263426431199
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	E_T_cell	0.19283603003546632
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	M_B7H3_CAR_T	-0.507070511037215
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	M_BC_CAR_T	-0.6242360591711108
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	M_T_cell	-0.39206689955013874
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_T_cell	B_B7H3_CAR_T	-0.24530502421398542
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_T_cell	B_BC_CAR_T	0.2956868315024597
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_T_cell	B_T_cell	0.9412976492495114
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_T_cell	E_B7H3_CAR_T	0.12352305199279152
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_T_cell	E_BC_CAR_T	-0.45707270521413634
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_T_cell	E_T_cell	0.5230314961087782
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_T_cell	M_B7H3_CAR_T	-0.334295154220656
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_T_cell	M_BC_CAR_T	-0.5680491107231735
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	B_T_cell	M_T_cell	0.1188716594032677
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	B_B7H3_CAR_T	0.025900516233928063
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	B_BC_CAR_T	0.38957759348394144
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	B_T_cell	0.12967803098497613
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	E_B7H3_CAR_T	0.9319402392405076
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	E_BC_CAR_T	0.362643895617612
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	E_T_cell	0.5795849013567556
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	M_B7H3_CAR_T	-0.6458590592060542
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	M_BC_CAR_T	-0.6815326949786099
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	M_T_cell	-0.44278985238761853
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	B_B7H3_CAR_T	0.5616460882402605
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	B_BC_CAR_T	0.08944678107152186
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	B_T_cell	-0.4459417274860675
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	E_B7H3_CAR_T	0.366411952879185
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	E_BC_CAR_T	0.9539731232476524
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	E_T_cell	-0.12263181818963377
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	M_B7H3_CAR_T	-0.46941952882134796
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	M_BC_CAR_T	-0.059573851968110055
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	M_T_cell	-0.6558088545486074
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_T_cell	B_B7H3_CAR_T	-0.3037152427003095
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_T_cell	B_BC_CAR_T	0.18292999077122538
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_T_cell	B_T_cell	0.523698555839577
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_T_cell	E_B7H3_CAR_T	0.5584877262706468
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_T_cell	E_BC_CAR_T	-0.13373604134100128
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_T_cell	E_T_cell	0.9404132462648228
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_T_cell	M_B7H3_CAR_T	-0.5338623286406724
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_T_cell	M_BC_CAR_T	-0.6310510924028361
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	E_T_cell	M_T_cell	-0.11492876814469428
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	B_B7H3_CAR_T	-0.431964070444834
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	B_BC_CAR_T	-0.49407991745089763
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	B_T_cell	-0.3323955685353212
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	E_B7H3_CAR_T	-0.6235951207670655
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	E_BC_CAR_T	-0.45736247834509036
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	E_T_cell	-0.5319635079941784
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	M_B7H3_CAR_T	0.9665381837184273
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	M_BC_CAR_T	0.6718549556726041
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	M_T_cell	0.543689621596826
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	B_B7H3_CAR_T	-0.06805962453708299
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	B_BC_CAR_T	-0.6081400430677435
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	B_T_cell	-0.5538731192999231
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	E_B7H3_CAR_T	-0.6619834503601885
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	E_BC_CAR_T	-0.05321721191482311
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	E_T_cell	-0.6289595878565221
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	M_B7H3_CAR_T	0.676322512437942
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	M_BC_CAR_T	0.9697723873359881
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	M_T_cell	0.16137694054132354
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_T_cell	B_B7H3_CAR_T	-0.5274274986857957
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_T_cell	B_BC_CAR_T	-0.3863766817434605
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_T_cell	B_T_cell	0.11424902763136438
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_T_cell	E_B7H3_CAR_T	-0.443188405355712
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_T_cell	E_BC_CAR_T	-0.6572786254911949
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_T_cell	E_T_cell	-0.12737635440524797
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_T_cell	M_B7H3_CAR_T	0.552972604271492
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_T_cell	M_BC_CAR_T	0.16332550057286685
CPM1_both_at_least3_samples	9690	pearson_gene_centered_log2_CPM_plus1	M_T_cell	M_T_cell	0.9533042380887834
CPM5_both_at_least3_samples	8357	spearman_abundance	B_B7H3_CAR_T	B_B7H3_CAR_T	0.9103398645089322
CPM5_both_at_least3_samples	8357	spearman_abundance	B_B7H3_CAR_T	B_BC_CAR_T	0.8774573612818893
CPM5_both_at_least3_samples	8357	spearman_abundance	B_B7H3_CAR_T	B_T_cell	0.8541695532719126
CPM5_both_at_least3_samples	8357	spearman_abundance	B_B7H3_CAR_T	E_B7H3_CAR_T	0.8674916991069728
CPM5_both_at_least3_samples	8357	spearman_abundance	B_B7H3_CAR_T	E_BC_CAR_T	0.891510699597419
CPM5_both_at_least3_samples	8357	spearman_abundance	B_B7H3_CAR_T	E_T_cell	0.8407600552619829
CPM5_both_at_least3_samples	8357	spearman_abundance	B_B7H3_CAR_T	M_B7H3_CAR_T	0.8151623028685545
CPM5_both_at_least3_samples	8357	spearman_abundance	B_B7H3_CAR_T	M_BC_CAR_T	0.8255067423698074
CPM5_both_at_least3_samples	8357	spearman_abundance	B_B7H3_CAR_T	M_T_cell	0.8299212595039139
CPM5_both_at_least3_samples	8357	spearman_abundance	B_BC_CAR_T	B_B7H3_CAR_T	0.8593082748594998
CPM5_both_at_least3_samples	8357	spearman_abundance	B_BC_CAR_T	B_BC_CAR_T	0.8956604109349031
CPM5_both_at_least3_samples	8357	spearman_abundance	B_BC_CAR_T	B_T_cell	0.8760426037425872
CPM5_both_at_least3_samples	8357	spearman_abundance	B_BC_CAR_T	E_B7H3_CAR_T	0.8773881221352644
CPM5_both_at_least3_samples	8357	spearman_abundance	B_BC_CAR_T	E_BC_CAR_T	0.8544704830327595
CPM5_both_at_least3_samples	8357	spearman_abundance	B_BC_CAR_T	E_T_cell	0.8640375944932068
CPM5_both_at_least3_samples	8357	spearman_abundance	B_BC_CAR_T	M_B7H3_CAR_T	0.8056739834707851
CPM5_both_at_least3_samples	8357	spearman_abundance	B_BC_CAR_T	M_BC_CAR_T	0.7716802798390782
CPM5_both_at_least3_samples	8357	spearman_abundance	B_BC_CAR_T	M_T_cell	0.8375685933313499
CPM5_both_at_least3_samples	8357	spearman_abundance	B_T_cell	B_B7H3_CAR_T	0.8309135866106846
CPM5_both_at_least3_samples	8357	spearman_abundance	B_T_cell	B_BC_CAR_T	0.8702898716066677
CPM5_both_at_least3_samples	8357	spearman_abundance	B_T_cell	B_T_cell	0.8900696296899069
CPM5_both_at_least3_samples	8357	spearman_abundance	B_T_cell	E_B7H3_CAR_T	0.8638293353357662
CPM5_both_at_least3_samples	8357	spearman_abundance	B_T_cell	E_BC_CAR_T	0.826358182211957
CPM5_both_at_least3_samples	8357	spearman_abundance	B_T_cell	E_T_cell	0.8699674086793747
CPM5_both_at_least3_samples	8357	spearman_abundance	B_T_cell	M_B7H3_CAR_T	0.7969443797260446
CPM5_both_at_least3_samples	8357	spearman_abundance	B_T_cell	M_BC_CAR_T	0.7552464760914223
CPM5_both_at_least3_samples	8357	spearman_abundance	B_T_cell	M_T_cell	0.8431715185001677
CPM5_both_at_least3_samples	8357	spearman_abundance	E_B7H3_CAR_T	B_B7H3_CAR_T	0.8493485132583412
CPM5_both_at_least3_samples	8357	spearman_abundance	E_B7H3_CAR_T	B_BC_CAR_T	0.8772127133064325
CPM5_both_at_least3_samples	8357	spearman_abundance	E_B7H3_CAR_T	B_T_cell	0.8698265315482343
CPM5_both_at_least3_samples	8357	spearman_abundance	E_B7H3_CAR_T	E_B7H3_CAR_T	0.8930545109146718
CPM5_both_at_least3_samples	8357	spearman_abundance	E_B7H3_CAR_T	E_BC_CAR_T	0.8632798533643425
CPM5_both_at_least3_samples	8357	spearman_abundance	E_B7H3_CAR_T	E_T_cell	0.8798109810102063
CPM5_both_at_least3_samples	8357	spearman_abundance	E_B7H3_CAR_T	M_B7H3_CAR_T	0.8008272600634906
CPM5_both_at_least3_samples	8357	spearman_abundance	E_B7H3_CAR_T	M_BC_CAR_T	0.7713968554966756
CPM5_both_at_least3_samples	8357	spearman_abundance	E_B7H3_CAR_T	M_T_cell	0.837358324950018
CPM5_both_at_least3_samples	8357	spearman_abundance	E_BC_CAR_T	B_B7H3_CAR_T	0.8889534324403957
CPM5_both_at_least3_samples	8357	spearman_abundance	E_BC_CAR_T	B_BC_CAR_T	0.8709016149270479
CPM5_both_at_least3_samples	8357	spearman_abundance	E_BC_CAR_T	B_T_cell	0.8484734913356439
CPM5_both_at_least3_samples	8357	spearman_abundance	E_BC_CAR_T	E_B7H3_CAR_T	0.879878759317221
CPM5_both_at_least3_samples	8357	spearman_abundance	E_BC_CAR_T	E_BC_CAR_T	0.9032717068035913
CPM5_both_at_least3_samples	8357	spearman_abundance	E_BC_CAR_T	E_T_cell	0.8510590144833958
CPM5_both_at_least3_samples	8357	spearman_abundance	E_BC_CAR_T	M_B7H3_CAR_T	0.8173240780937552
CPM5_both_at_least3_samples	8357	spearman_abundance	E_BC_CAR_T	M_BC_CAR_T	0.8261515927183971
CPM5_both_at_least3_samples	8357	spearman_abundance	E_BC_CAR_T	M_T_cell	0.8298721201916675
CPM5_both_at_least3_samples	8357	spearman_abundance	E_T_cell	B_B7H3_CAR_T	0.816631206122853
CPM5_both_at_least3_samples	8357	spearman_abundance	E_T_cell	B_BC_CAR_T	0.8570107540372255
CPM5_both_at_least3_samples	8357	spearman_abundance	E_T_cell	B_T_cell	0.8682939241997277
CPM5_both_at_least3_samples	8357	spearman_abundance	E_T_cell	E_B7H3_CAR_T	0.8724383879909513
CPM5_both_at_least3_samples	8357	spearman_abundance	E_T_cell	E_BC_CAR_T	0.8284656352005804
CPM5_both_at_least3_samples	8357	spearman_abundance	E_T_cell	E_T_cell	0.8874837885382554
CPM5_both_at_least3_samples	8357	spearman_abundance	E_T_cell	M_B7H3_CAR_T	0.7762823886743246
CPM5_both_at_least3_samples	8357	spearman_abundance	E_T_cell	M_BC_CAR_T	0.7418698746740447
CPM5_both_at_least3_samples	8357	spearman_abundance	E_T_cell	M_T_cell	0.8261485569927564
CPM5_both_at_least3_samples	8357	spearman_abundance	M_B7H3_CAR_T	B_B7H3_CAR_T	0.8124059761427251
CPM5_both_at_least3_samples	8357	spearman_abundance	M_B7H3_CAR_T	B_BC_CAR_T	0.8222236270002697
CPM5_both_at_least3_samples	8357	spearman_abundance	M_B7H3_CAR_T	B_T_cell	0.8189652343891469
CPM5_both_at_least3_samples	8357	spearman_abundance	M_B7H3_CAR_T	E_B7H3_CAR_T	0.8175660075635509
CPM5_both_at_least3_samples	8357	spearman_abundance	M_B7H3_CAR_T	E_BC_CAR_T	0.8172971088214337
CPM5_both_at_least3_samples	8357	spearman_abundance	M_B7H3_CAR_T	E_T_cell	0.7997026153027106
CPM5_both_at_least3_samples	8357	spearman_abundance	M_B7H3_CAR_T	M_B7H3_CAR_T	0.8892452112960418
CPM5_both_at_least3_samples	8357	spearman_abundance	M_B7H3_CAR_T	M_BC_CAR_T	0.8499037350430697
CPM5_both_at_least3_samples	8357	spearman_abundance	M_B7H3_CAR_T	M_T_cell	0.8632384660515168
CPM5_both_at_least3_samples	8357	spearman_abundance	M_BC_CAR_T	B_B7H3_CAR_T	0.8326589147434381
CPM5_both_at_least3_samples	8357	spearman_abundance	M_BC_CAR_T	B_BC_CAR_T	0.7983116709215983
CPM5_both_at_least3_samples	8357	spearman_abundance	M_BC_CAR_T	B_T_cell	0.7864737387803842
CPM5_both_at_least3_samples	8357	spearman_abundance	M_BC_CAR_T	E_B7H3_CAR_T	0.7978101398874566
CPM5_both_at_least3_samples	8357	spearman_abundance	M_BC_CAR_T	E_BC_CAR_T	0.8368591922316082
CPM5_both_at_least3_samples	8357	spearman_abundance	M_BC_CAR_T	E_T_cell	0.7741105485549745
CPM5_both_at_least3_samples	8357	spearman_abundance	M_BC_CAR_T	M_B7H3_CAR_T	0.8617588424821658
CPM5_both_at_least3_samples	8357	spearman_abundance	M_BC_CAR_T	M_BC_CAR_T	0.8924430026681817
CPM5_both_at_least3_samples	8357	spearman_abundance	M_BC_CAR_T	M_T_cell	0.8231185040481012
CPM5_both_at_least3_samples	8357	spearman_abundance	M_T_cell	B_B7H3_CAR_T	0.8167616306454556
CPM5_both_at_least3_samples	8357	spearman_abundance	M_T_cell	B_BC_CAR_T	0.8427075790485247
CPM5_both_at_least3_samples	8357	spearman_abundance	M_T_cell	B_T_cell	0.8541519133169972
CPM5_both_at_least3_samples	8357	spearman_abundance	M_T_cell	E_B7H3_CAR_T	0.8417775463604268
CPM5_both_at_least3_samples	8357	spearman_abundance	M_T_cell	E_BC_CAR_T	0.8176593391504634
CPM5_both_at_least3_samples	8357	spearman_abundance	M_T_cell	E_T_cell	0.8378612629146944
CPM5_both_at_least3_samples	8357	spearman_abundance	M_T_cell	M_B7H3_CAR_T	0.8506213238325111
CPM5_both_at_least3_samples	8357	spearman_abundance	M_T_cell	M_BC_CAR_T	0.8000671402822513
CPM5_both_at_least3_samples	8357	spearman_abundance	M_T_cell	M_T_cell	0.8877622493680161
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_B7H3_CAR_T	B_B7H3_CAR_T	0.9370487737403949
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_B7H3_CAR_T	B_BC_CAR_T	0.24240202334888664
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_B7H3_CAR_T	B_T_cell	-0.28071191948346
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_B7H3_CAR_T	E_B7H3_CAR_T	0.028915201724904832
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_B7H3_CAR_T	E_BC_CAR_T	0.6083536215775108
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_B7H3_CAR_T	E_T_cell	-0.30222803068407844
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_B7H3_CAR_T	M_B7H3_CAR_T	-0.46220292243041194
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_B7H3_CAR_T	M_BC_CAR_T	-0.05090483080708279
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_B7H3_CAR_T	M_T_cell	-0.5870662054158524
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	B_B7H3_CAR_T	0.237838314411503
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	B_BC_CAR_T	0.9528162216219479
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	B_T_cell	0.3330365481188919
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	E_B7H3_CAR_T	0.425113406831306
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	E_BC_CAR_T	0.06964890898690312
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	E_T_cell	0.2265407199269264
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	M_B7H3_CAR_T	-0.5281167843073591
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	M_BC_CAR_T	-0.6641343079894538
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_BC_CAR_T	M_T_cell	-0.3776113196905094
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_T_cell	B_B7H3_CAR_T	-0.27479477199575647
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_T_cell	B_BC_CAR_T	0.32358679226120923
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_T_cell	B_T_cell	0.9602393361777821
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_T_cell	E_B7H3_CAR_T	0.13694294294852685
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_T_cell	E_BC_CAR_T	-0.49423499877731997
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_T_cell	E_T_cell	0.542293027309042
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_T_cell	M_B7H3_CAR_T	-0.31237521984221944
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_T_cell	M_BC_CAR_T	-0.5821937222876722
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	B_T_cell	M_T_cell	0.15931086985664267
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	B_B7H3_CAR_T	0.021693903945171032
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	B_BC_CAR_T	0.4191144208017531
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	B_T_cell	0.1506463256516055
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	E_B7H3_CAR_T	0.9527316077950541
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	E_BC_CAR_T	0.35205383224485415
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	E_T_cell	0.611968955397302
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	M_B7H3_CAR_T	-0.6719014171589431
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	M_BC_CAR_T	-0.7115869687988694
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_B7H3_CAR_T	M_T_cell	-0.42519819114315927
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	B_B7H3_CAR_T	0.5989091084260776
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	B_BC_CAR_T	0.07379871911270115
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	B_T_cell	-0.4863753421778138
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	E_B7H3_CAR_T	0.3587366206081038
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	E_BC_CAR_T	0.9672741232814683
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	E_T_cell	-0.14145345791155886
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	M_B7H3_CAR_T	-0.48422855958587036
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	M_BC_CAR_T	-0.04552144215178332
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_BC_CAR_T	M_T_cell	-0.6763599569322337
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_T_cell	B_B7H3_CAR_T	-0.3079786263130787
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_T_cell	B_BC_CAR_T	0.21336401209893371
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_T_cell	B_T_cell	0.5490154149804655
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_T_cell	E_B7H3_CAR_T	0.5888130738000192
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_T_cell	E_BC_CAR_T	-0.15246146036614522
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_T_cell	E_T_cell	0.957512281812912
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_T_cell	M_B7H3_CAR_T	-0.540742045988175
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_T_cell	M_BC_CAR_T	-0.6499798330672542
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	E_T_cell	M_T_cell	-0.1038133880533068
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	B_B7H3_CAR_T	-0.45028554746727734
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	B_BC_CAR_T	-0.5146962869110854
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	B_T_cell	-0.3158594202687447
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	E_B7H3_CAR_T	-0.6512644182631044
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	E_BC_CAR_T	-0.47167235439865607
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	E_T_cell	-0.5397708738416915
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	M_B7H3_CAR_T	0.9773001317756874
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	M_BC_CAR_T	0.6819063294418964
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_B7H3_CAR_T	M_T_cell	0.571831309798883
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	B_B7H3_CAR_T	-0.0570723284999134
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	B_BC_CAR_T	-0.647040154542502
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	B_T_cell	-0.5772533172945139
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	E_B7H3_CAR_T	-0.6890232442269641
