published_symbol	reason
ENSCAFG00000010275	missing_exact_ROS_symbol
ENSCAFG00000010290	missing_exact_ROS_symbol
ENSCAFG00000010331	missing_exact_ROS_symbol
ENSCAFG00000010333	missing_exact_ROS_symbol
ENSCAFG00000010362	missing_exact_ROS_symbol
ENSCAFG00000010412	missing_exact_ROS_symbol
ENSCAFG00000010466	missing_exact_ROS_symbol
ENSCAFG00000010477	missing_exact_ROS_symbol
ENSCAFG00000010494	missing_exact_ROS_symbol
ENSCAFG00000010495	missing_exact_ROS_symbol
ENSCAFG00000010506	missing_exact_ROS_symbol
ENSCAFG00000010507	missing_exact_ROS_symbol
ENSCAFG00000010539	missing_exact_ROS_symbol
ENSCAFG00000010546	missing_exact_ROS_symbol
ENSCAFG00000010555	missing_exact_ROS_symbol
ENSCAFG00000010570	missing_exact_ROS_symbol
ENSCAFG00000010572	missing_exact_ROS_symbol
ENSCAFG00000010580	missing_exact_ROS_symbol
ENSCAFG00000010596	missing_exact_ROS_symbol
ENSCAFG00000010653	missing_exact_ROS_symbol
ENSCAFG00000010666	missing_exact_ROS_symbol
ENSCAFG00000010687	missing_exact_ROS_symbol
ENSCAFG00000010718	missing_exact_ROS_symbol
ENSCAFG00000010721	missing_exact_ROS_symbol
ENSCAFG00000010763	missing_exact_ROS_symbol
ENSCAFG00000010782	missing_exact_ROS_symbol
ENSCAFG00000010789	missing_exact_ROS_symbol
ENSCAFG00000010850	missing_exact_ROS_symbol
ENSCAFG00000010854	missing_exact_ROS_symbol
ENSCAFG00000010865	missing_exact_ROS_symbol
ENSCAFG00000010867	missing_exact_ROS_symbol
ENSCAFG00000010895	missing_exact_ROS_symbol
ENSCAFG00000010899	missing_exact_ROS_symbol
ENSCAFG00000010923	missing_exact_ROS_symbol
ENSCAFG00000010967	missing_exact_ROS_symbol
ENSCAFG00000010990	missing_exact_ROS_symbol
ENSCAFG00000010992	missing_exact_ROS_symbol
ENSCAFG00000011032	missing_exact_ROS_symbol
ENSCAFG00000011053	missing_exact_ROS_symbol
ENSCAFG00000011085	missing_exact_ROS_symbol
ENSCAFG00000011098	missing_exact_ROS_symbol
ENSCAFG00000011110	missing_exact_ROS_symbol
ENSCAFG00000011121	missing_exact_ROS_symbol
ENSCAFG00000011124	missing_exact_ROS_symbol
ENSCAFG00000011131	missing_exact_ROS_symbol
ENSCAFG00000011134	missing_exact_ROS_symbol
ENSCAFG00000011153	missing_exact_ROS_symbol
ENSCAFG00000011195	missing_exact_ROS_symbol
ENSCAFG00000011225	missing_exact_ROS_symbol
ENSCAFG00000011263	missing_exact_ROS_symbol
ENSCAFG00000011325	missing_exact_ROS_symbol
ENSCAFG00000011342	missing_exact_ROS_symbol
ENSCAFG00000011362	missing_exact_ROS_symbol
ENSCAFG00000011367	missing_exact_ROS_symbol
ENSCAFG00000011389	missing_exact_ROS_symbol
ENSCAFG00000011396	missing_exact_ROS_symbol
ENSCAFG00000011417	missing_exact_ROS_symbol
ENSCAFG00000011435	missing_exact_ROS_symbol
ENSCAFG00000011452	missing_exact_ROS_symbol
ENSCAFG00000011517	missing_exact_ROS_symbol
ENSCAFG00000011598	missing_exact_ROS_symbol
ENSCAFG00000011612	missing_exact_ROS_symbol
ENSCAFG00000011630	missing_exact_ROS_symbol
ENSCAFG00000011673	missing_exact_ROS_symbol
ENSCAFG00000011692	missing_exact_ROS_symbol
ENSCAFG00000011754	missing_exact_ROS_symbol
ENSCAFG00000011778	missing_exact_ROS_symbol
ENSCAFG00000011780	missing_exact_ROS_symbol
ENSCAFG00000011783	missing_exact_ROS_symbol
ENSCAFG00000011827	missing_exact_ROS_symbol
ENSCAFG00000011833	missing_exact_ROS_symbol
ENSCAFG00000011845	missing_exact_ROS_symbol
ENSCAFG00000011847	missing_exact_ROS_symbol
ENSCAFG00000011856	missing_exact_ROS_symbol
ENSCAFG00000011915	missing_exact_ROS_symbol
ENSCAFG00000011951	missing_exact_ROS_symbol
ENSCAFG00000011952	missing_exact_ROS_symbol
ENSCAFG00000011968	missing_exact_ROS_symbol
ENSCAFG00000011993	missing_exact_ROS_symbol
ENSCAFG00000012004	missing_exact_ROS_symbol
ENSCAFG00000012035	missing_exact_ROS_symbol
ENSCAFG00000012071	missing_exact_ROS_symbol
ENSCAFG00000012089	missing_exact_ROS_symbol
ENSCAFG00000012123	missing_exact_ROS_symbol
ENSCAFG00000012125	missing_exact_ROS_symbol
ENSCAFG00000012184	missing_exact_ROS_symbol
ENSCAFG00000012185	missing_exact_ROS_symbol
ENSCAFG00000012196	missing_exact_ROS_symbol
ENSCAFG00000012201	missing_exact_ROS_symbol
ENSCAFG00000012222	missing_exact_ROS_symbol
ENSCAFG00000012233	missing_exact_ROS_symbol
ENSCAFG00000012234	missing_exact_ROS_symbol
ENSCAFG00000012274	missing_exact_ROS_symbol
ENSCAFG00000012275	missing_exact_ROS_symbol
ENSCAFG00000012280	missing_exact_ROS_symbol
ENSCAFG00000012283	missing_exact_ROS_symbol
ENSCAFG00000012292	missing_exact_ROS_symbol
ENSCAFG00000012316	missing_exact_ROS_symbol
ENSCAFG00000012398	missing_exact_ROS_symbol
ENSCAFG00000012412	missing_exact_ROS_symbol
ENSCAFG00000012457	missing_exact_ROS_symbol
ENSCAFG00000012482	missing_exact_ROS_symbol
ENSCAFG00000012507	missing_exact_ROS_symbol
ENSCAFG00000012516	missing_exact_ROS_symbol
ENSCAFG00000012558	missing_exact_ROS_symbol
ENSCAFG00000012580	missing_exact_ROS_symbol
ENSCAFG00000012624	missing_exact_ROS_symbol
ENSCAFG00000012627	missing_exact_ROS_symbol
ENSCAFG00000012637	missing_exact_ROS_symbol
ENSCAFG00000012657	missing_exact_ROS_symbol
ENSCAFG00000012690	missing_exact_ROS_symbol
ENSCAFG00000012703	missing_exact_ROS_symbol
ENSCAFG00000012755	missing_exact_ROS_symbol
ENSCAFG00000012763	missing_exact_ROS_symbol
ENSCAFG00000012839	missing_exact_ROS_symbol
ENSCAFG00000012860	missing_exact_ROS_symbol
ENSCAFG00000012879	missing_exact_ROS_symbol
ENSCAFG00000012895	missing_exact_ROS_symbol
ENSCAFG00000012982	missing_exact_ROS_symbol
ENSCAFG00000013015	missing_exact_ROS_symbol
ENSCAFG00000013035	missing_exact_ROS_symbol
ENSCAFG00000013040	missing_exact_ROS_symbol
ENSCAFG00000013084	missing_exact_ROS_symbol
ENSCAFG00000013086	missing_exact_ROS_symbol
ENSCAFG00000013154	missing_exact_ROS_symbol
ENSCAFG00000013158	missing_exact_ROS_symbol
ENSCAFG00000013188	missing_exact_ROS_symbol
ENSCAFG00000013201	missing_exact_ROS_symbol
ENSCAFG00000013213	missing_exact_ROS_symbol
ENSCAFG00000013253	missing_exact_ROS_symbol
ENSCAFG00000013304	missing_exact_ROS_symbol
ENSCAFG00000013321	missing_exact_ROS_symbol
ENSCAFG00000013365	missing_exact_ROS_symbol
ENSCAFG00000013366	missing_exact_ROS_symbol
ENSCAFG00000013391	missing_exact_ROS_symbol
ENSCAFG00000013408	missing_exact_ROS_symbol
ENSCAFG00000013413	missing_exact_ROS_symbol
ENSCAFG00000013419	missing_exact_ROS_symbol
ENSCAFG00000013453	missing_exact_ROS_symbol
ENSCAFG00000013477	missing_exact_ROS_symbol
ENSCAFG00000013484	missing_exact_ROS_symbol
ENSCAFG00000013514	missing_exact_ROS_symbol
ENSCAFG00000013515	missing_exact_ROS_symbol
ENSCAFG00000013528	missing_exact_ROS_symbol
ENSCAFG00000013554	missing_exact_ROS_symbol
ENSCAFG00000013572	missing_exact_ROS_symbol
ENSCAFG00000013585	missing_exact_ROS_symbol
ENSCAFG00000013587	missing_exact_ROS_symbol
ENSCAFG00000013656	missing_exact_ROS_symbol
ENSCAFG00000013668	missing_exact_ROS_symbol
ENSCAFG00000013683	missing_exact_ROS_symbol
ENSCAFG00000013713	missing_exact_ROS_symbol
ENSCAFG00000013724	missing_exact_ROS_symbol
ENSCAFG00000013746	missing_exact_ROS_symbol
ENSCAFG00000013750	missing_exact_ROS_symbol
ENSCAFG00000013760	missing_exact_ROS_symbol
ENSCAFG00000013770	missing_exact_ROS_symbol
ENSCAFG00000013777	missing_exact_ROS_symbol
ENSCAFG00000013779	missing_exact_ROS_symbol
ENSCAFG00000013780	missing_exact_ROS_symbol
ENSCAFG00000013797	missing_exact_ROS_symbol
ENSCAFG00000013811	missing_exact_ROS_symbol
ENSCAFG00000013837	missing_exact_ROS_symbol
ENSCAFG00000013855	missing_exact_ROS_symbol
ENSCAFG00000013864	missing_exact_ROS_symbol
ENSCAFG00000013883	missing_exact_ROS_symbol
ENSCAFG00000013899	missing_exact_ROS_symbol
ENSCAFG00000013905	missing_exact_ROS_symbol
ENSCAFG00000013986	missing_exact_ROS_symbol
ENSCAFG00000014011	missing_exact_ROS_symbol
ENSCAFG00000014021	missing_exact_ROS_symbol
ENSCAFG00000014028	missing_exact_ROS_symbol
ENSCAFG00000014043	missing_exact_ROS_symbol
ENSCAFG00000014051	missing_exact_ROS_symbol
ENSCAFG00000014066	missing_exact_ROS_symbol
ENSCAFG00000014077	missing_exact_ROS_symbol
ENSCAFG00000014120	missing_exact_ROS_symbol
ENSCAFG00000014123	missing_exact_ROS_symbol
ENSCAFG00000014139	missing_exact_ROS_symbol
ENSCAFG00000014143	missing_exact_ROS_symbol
ENSCAFG00000014151	missing_exact_ROS_symbol
ENSCAFG00000014154	missing_exact_ROS_symbol
ENSCAFG00000014195	missing_exact_ROS_symbol
ENSCAFG00000014207	missing_exact_ROS_symbol
ENSCAFG00000014222	missing_exact_ROS_symbol
ENSCAFG00000014234	missing_exact_ROS_symbol
ENSCAFG00000014235	missing_exact_ROS_symbol
ENSCAFG00000014262	missing_exact_ROS_symbol
ENSCAFG00000014268	missing_exact_ROS_symbol
ENSCAFG00000014316	missing_exact_ROS_symbol
ENSCAFG00000014359	missing_exact_ROS_symbol
ENSCAFG00000014370	missing_exact_ROS_symbol
ENSCAFG00000014422	missing_exact_ROS_symbol
ENSCAFG00000014444	missing_exact_ROS_symbol
ENSCAFG00000014466	missing_exact_ROS_symbol
ENSCAFG00000014478	missing_exact_ROS_symbol
ENSCAFG00000014493	missing_exact_ROS_symbol
ENSCAFG00000014612	missing_exact_ROS_symbol
ENSCAFG00000014648	missing_exact_ROS_symbol
ENSCAFG00000014649	missing_exact_ROS_symbol
ENSCAFG00000014657	missing_exact_ROS_symbol
ENSCAFG00000014664	missing_exact_ROS_symbol
ENSCAFG00000014689	missing_exact_ROS_symbol
ENSCAFG00000014751	missing_exact_ROS_symbol
ENSCAFG00000014766	missing_exact_ROS_symbol
ENSCAFG00000014787	missing_exact_ROS_symbol
ENSCAFG00000014790	missing_exact_ROS_symbol
ENSCAFG00000014799	missing_exact_ROS_symbol
ENSCAFG00000014869	missing_exact_ROS_symbol
ENSCAFG00000014885	missing_exact_ROS_symbol
ENSCAFG00000014886	missing_exact_ROS_symbol
ENSCAFG00000014946	missing_exact_ROS_symbol
ENSCAFG00000014950	missing_exact_ROS_symbol
ENSCAFG00000014958	missing_exact_ROS_symbol
ENSCAFG00000014968	missing_exact_ROS_symbol
ENSCAFG00000014970	missing_exact_ROS_symbol
ENSCAFG00000014973	missing_exact_ROS_symbol
ENSCAFG00000014991	missing_exact_ROS_symbol
ENSCAFG00000015023	missing_exact_ROS_symbol
ENSCAFG00000015024	missing_exact_ROS_symbol
ENSCAFG00000015042	missing_exact_ROS_symbol
ENSCAFG00000015055	missing_exact_ROS_symbol
ENSCAFG00000015065	missing_exact_ROS_symbol
ENSCAFG00000015086	missing_exact_ROS_symbol
ENSCAFG00000015122	missing_exact_ROS_symbol
ENSCAFG00000015156	missing_exact_ROS_symbol
ENSCAFG00000015164	missing_exact_ROS_symbol
ENSCAFG00000015166	missing_exact_ROS_symbol
ENSCAFG00000015176	missing_exact_ROS_symbol
ENSCAFG00000015193	missing_exact_ROS_symbol
ENSCAFG00000015206	missing_exact_ROS_symbol
ENSCAFG00000015210	missing_exact_ROS_symbol
ENSCAFG00000015217	missing_exact_ROS_symbol
ENSCAFG00000015284	missing_exact_ROS_symbol
ENSCAFG00000015313	missing_exact_ROS_symbol
ENSCAFG00000015329	missing_exact_ROS_symbol
ENSCAFG00000015330	missing_exact_ROS_symbol
ENSCAFG00000015394	missing_exact_ROS_symbol
ENSCAFG00000015396	missing_exact_ROS_symbol
ENSCAFG00000015433	missing_exact_ROS_symbol
ENSCAFG00000015445	missing_exact_ROS_symbol
ENSCAFG00000015452	missing_exact_ROS_symbol
ENSCAFG00000015459	missing_exact_ROS_symbol
ENSCAFG00000015533	missing_exact_ROS_symbol
ENSCAFG00000015550	missing_exact_ROS_symbol
ENSCAFG00000015602	missing_exact_ROS_symbol
ENSCAFG00000015635	missing_exact_ROS_symbol
ENSCAFG00000015648	missing_exact_ROS_symbol
ENSCAFG00000015686	missing_exact_ROS_symbol
ENSCAFG00000015713	missing_exact_ROS_symbol
ENSCAFG00000015743	missing_exact_ROS_symbol
ENSCAFG00000015773	missing_exact_ROS_symbol
ENSCAFG00000015774	missing_exact_ROS_symbol
ENSCAFG00000015798	missing_exact_ROS_symbol
ENSCAFG00000015834	missing_exact_ROS_symbol
ENSCAFG00000015842	missing_exact_ROS_symbol
ENSCAFG00000015850	missing_exact_ROS_symbol
ENSCAFG00000015882	missing_exact_ROS_symbol
ENSCAFG00000015886	missing_exact_ROS_symbol
ENSCAFG00000015941	missing_exact_ROS_symbol
ENSCAFG00000015959	missing_exact_ROS_symbol
ENSCAFG00000015987	missing_exact_ROS_symbol
ENSCAFG00000016002	missing_exact_ROS_symbol
ENSCAFG00000016013	missing_exact_ROS_symbol
ENSCAFG00000016040	missing_exact_ROS_symbol
ENSCAFG00000016065	missing_exact_ROS_symbol
ENSCAFG00000016084	missing_exact_ROS_symbol
ENSCAFG00000016095	missing_exact_ROS_symbol
ENSCAFG00000016098	missing_exact_ROS_symbol
ENSCAFG00000016099	missing_exact_ROS_symbol
ENSCAFG00000016113	missing_exact_ROS_symbol
ENSCAFG00000016129	missing_exact_ROS_symbol
ENSCAFG00000016140	missing_exact_ROS_symbol
ENSCAFG00000016151	missing_exact_ROS_symbol
ENSCAFG00000016181	missing_exact_ROS_symbol
ENSCAFG00000016209	missing_exact_ROS_symbol
ENSCAFG00000016250	missing_exact_ROS_symbol
ENSCAFG00000016252	missing_exact_ROS_symbol
ENSCAFG00000016268	missing_exact_ROS_symbol
ENSCAFG00000016270	missing_exact_ROS_symbol
ENSCAFG00000016278	missing_exact_ROS_symbol
ENSCAFG00000016285	missing_exact_ROS_symbol
ENSCAFG00000016319	missing_exact_ROS_symbol
ENSCAFG00000016333	missing_exact_ROS_symbol
ENSCAFG00000016350	missing_exact_ROS_symbol
ENSCAFG00000016356	missing_exact_ROS_symbol
ENSCAFG00000016421	missing_exact_ROS_symbol
ENSCAFG00000016467	missing_exact_ROS_symbol
ENSCAFG00000016482	missing_exact_ROS_symbol
ENSCAFG00000016495	missing_exact_ROS_symbol
ENSCAFG00000016496	missing_exact_ROS_symbol
ENSCAFG00000016500	missing_exact_ROS_symbol
ENSCAFG00000016517	missing_exact_ROS_symbol
ENSCAFG00000016551	missing_exact_ROS_symbol
ENSCAFG00000016564	missing_exact_ROS_symbol
ENSCAFG00000016577	missing_exact_ROS_symbol
ENSCAFG00000016617	missing_exact_ROS_symbol
ENSCAFG00000016636	missing_exact_ROS_symbol
ENSCAFG00000016639	missing_exact_ROS_symbol
ENSCAFG00000016640	missing_exact_ROS_symbol
ENSCAFG00000016642	missing_exact_ROS_symbol
ENSCAFG00000016645	missing_exact_ROS_symbol
ENSCAFG00000016649	missing_exact_ROS_symbol
ENSCAFG00000016654	missing_exact_ROS_symbol
ENSCAFG00000016658	missing_exact_ROS_symbol
ENSCAFG00000016660	missing_exact_ROS_symbol
ENSCAFG00000016664	missing_exact_ROS_symbol
ENSCAFG00000016729	missing_exact_ROS_symbol
ENSCAFG00000016775	missing_exact_ROS_symbol
ENSCAFG00000016776	missing_exact_ROS_symbol
ENSCAFG00000016869	missing_exact_ROS_symbol
ENSCAFG00000016874	missing_exact_ROS_symbol
ENSCAFG00000016908	missing_exact_ROS_symbol
ENSCAFG00000016914	missing_exact_ROS_symbol
ENSCAFG00000016929	missing_exact_ROS_symbol
ENSCAFG00000016971	missing_exact_ROS_symbol
ENSCAFG00000017001	missing_exact_ROS_symbol
ENSCAFG00000017072	missing_exact_ROS_symbol
ENSCAFG00000017103	missing_exact_ROS_symbol
ENSCAFG00000017118	missing_exact_ROS_symbol
ENSCAFG00000017143	missing_exact_ROS_symbol
ENSCAFG00000017221	missing_exact_ROS_symbol
ENSCAFG00000017228	missing_exact_ROS_symbol
ENSCAFG00000017236	missing_exact_ROS_symbol
ENSCAFG00000017239	missing_exact_ROS_symbol
ENSCAFG00000017241	missing_exact_ROS_symbol
ENSCAFG00000017257	missing_exact_ROS_symbol
ENSCAFG00000017258	missing_exact_ROS_symbol
ENSCAFG00000017264	missing_exact_ROS_symbol
ENSCAFG00000017274	missing_exact_ROS_symbol
ENSCAFG00000017286	missing_exact_ROS_symbol
ENSCAFG00000017317	missing_exact_ROS_symbol
ENSCAFG00000017325	missing_exact_ROS_symbol
ENSCAFG00000017339	missing_exact_ROS_symbol
ENSCAFG00000017391	missing_exact_ROS_symbol
ENSCAFG00000017412	missing_exact_ROS_symbol
ENSCAFG00000017457	missing_exact_ROS_symbol
ENSCAFG00000017459	missing_exact_ROS_symbol
ENSCAFG00000017465	missing_exact_ROS_symbol
ENSCAFG00000017475	missing_exact_ROS_symbol
ENSCAFG00000017486	missing_exact_ROS_symbol
ENSCAFG00000017495	missing_exact_ROS_symbol
ENSCAFG00000017503	missing_exact_ROS_symbol
ENSCAFG00000017506	missing_exact_ROS_symbol
ENSCAFG00000017509	missing_exact_ROS_symbol
ENSCAFG00000017518	missing_exact_ROS_symbol
ENSCAFG00000017563	missing_exact_ROS_symbol
ENSCAFG00000017604	missing_exact_ROS_symbol
ENSCAFG00000017655	missing_exact_ROS_symbol
ENSCAFG00000017667	missing_exact_ROS_symbol
ENSCAFG00000017688	missing_exact_ROS_symbol
ENSCAFG00000017708	missing_exact_ROS_symbol
ENSCAFG00000017738	missing_exact_ROS_symbol
ENSCAFG00000017739	missing_exact_ROS_symbol
ENSCAFG00000017742	missing_exact_ROS_symbol
ENSCAFG00000017763	missing_exact_ROS_symbol
ENSCAFG00000017792	missing_exact_ROS_symbol
ENSCAFG00000017823	missing_exact_ROS_symbol
ENSCAFG00000017824	missing_exact_ROS_symbol
ENSCAFG00000017861	missing_exact_ROS_symbol
ENSCAFG00000017868	missing_exact_ROS_symbol
ENSCAFG00000017901	missing_exact_ROS_symbol
ENSCAFG00000017909	missing_exact_ROS_symbol
ENSCAFG00000017969	missing_exact_ROS_symbol
ENSCAFG00000017995	missing_exact_ROS_symbol
ENSCAFG00000018000	missing_exact_ROS_symbol
ENSCAFG00000018044	missing_exact_ROS_symbol
ENSCAFG00000018136	missing_exact_ROS_symbol
ENSCAFG00000018144	missing_exact_ROS_symbol
ENSCAFG00000018145	missing_exact_ROS_symbol
ENSCAFG00000018181	missing_exact_ROS_symbol
ENSCAFG00000018189	missing_exact_ROS_symbol
ENSCAFG00000018196	missing_exact_ROS_symbol
ENSCAFG00000018225	missing_exact_ROS_symbol
ENSCAFG00000018270	missing_exact_ROS_symbol
ENSCAFG00000018277	missing_exact_ROS_symbol
ENSCAFG00000018285	missing_exact_ROS_symbol
ENSCAFG00000018333	missing_exact_ROS_symbol
ENSCAFG00000018353	missing_exact_ROS_symbol
ENSCAFG00000018374	missing_exact_ROS_symbol
ENSCAFG00000018380	missing_exact_ROS_symbol
ENSCAFG00000018385	missing_exact_ROS_symbol
ENSCAFG00000018403	missing_exact_ROS_symbol
ENSCAFG00000018430	missing_exact_ROS_symbol
ENSCAFG00000018434	missing_exact_ROS_symbol
ENSCAFG00000018448	missing_exact_ROS_symbol
ENSCAFG00000018454	missing_exact_ROS_symbol
ENSCAFG00000018497	missing_exact_ROS_symbol
ENSCAFG00000018512	missing_exact_ROS_symbol
ENSCAFG00000018628	missing_exact_ROS_symbol
ENSCAFG00000018632	missing_exact_ROS_symbol
ENSCAFG00000018633	missing_exact_ROS_symbol
ENSCAFG00000018651	missing_exact_ROS_symbol
ENSCAFG00000018652	missing_exact_ROS_symbol
ENSCAFG00000018660	missing_exact_ROS_symbol
ENSCAFG00000018680	missing_exact_ROS_symbol
ENSCAFG00000018701	missing_exact_ROS_symbol
ENSCAFG00000018717	missing_exact_ROS_symbol
ENSCAFG00000018740	missing_exact_ROS_symbol
ENSCAFG00000018753	missing_exact_ROS_symbol
ENSCAFG00000018773	missing_exact_ROS_symbol
ENSCAFG00000018784	missing_exact_ROS_symbol
ENSCAFG00000018956	missing_exact_ROS_symbol
ENSCAFG00000018974	missing_exact_ROS_symbol
ENSCAFG00000019017	missing_exact_ROS_symbol
ENSCAFG00000019031	missing_exact_ROS_symbol
ENSCAFG00000019044	missing_exact_ROS_symbol
ENSCAFG00000019092	missing_exact_ROS_symbol
ENSCAFG00000019108	missing_exact_ROS_symbol
ENSCAFG00000019110	missing_exact_ROS_symbol
ENSCAFG00000019111	missing_exact_ROS_symbol
ENSCAFG00000019141	missing_exact_ROS_symbol
ENSCAFG00000019170	missing_exact_ROS_symbol
ENSCAFG00000019198	missing_exact_ROS_symbol
ENSCAFG00000019220	missing_exact_ROS_symbol
ENSCAFG00000019232	missing_exact_ROS_symbol
ENSCAFG00000019273	missing_exact_ROS_symbol
ENSCAFG00000019285	missing_exact_ROS_symbol
ENSCAFG00000019307	missing_exact_ROS_symbol
ENSCAFG00000019344	missing_exact_ROS_symbol
ENSCAFG00000019360	missing_exact_ROS_symbol
ENSCAFG00000019365	missing_exact_ROS_symbol
ENSCAFG00000019401	missing_exact_ROS_symbol
ENSCAFG00000019461	missing_exact_ROS_symbol
ENSCAFG00000019472	missing_exact_ROS_symbol
ENSCAFG00000019501	missing_exact_ROS_symbol
ENSCAFG00000019510	missing_exact_ROS_symbol
ENSCAFG00000019511	missing_exact_ROS_symbol
ENSCAFG00000019517	missing_exact_ROS_symbol
ENSCAFG00000019519	missing_exact_ROS_symbol
ENSCAFG00000019588	missing_exact_ROS_symbol
ENSCAFG00000019593	missing_exact_ROS_symbol
ENSCAFG00000019635	missing_exact_ROS_symbol
ENSCAFG00000019758	missing_exact_ROS_symbol
ENSCAFG00000019801	missing_exact_ROS_symbol
ENSCAFG00000019809	missing_exact_ROS_symbol
ENSCAFG00000019812	missing_exact_ROS_symbol
ENSCAFG00000019869	missing_exact_ROS_symbol
ENSCAFG00000019909	missing_exact_ROS_symbol
ENSCAFG00000019914	missing_exact_ROS_symbol
ENSCAFG00000019944	missing_exact_ROS_symbol
ENSCAFG00000020044	missing_exact_ROS_symbol
ENSCAFG00000020055	missing_exact_ROS_symbol
ENSCAFG00000020060	missing_exact_ROS_symbol
ENSCAFG00000020072	missing_exact_ROS_symbol
ENSCAFG00000020075	missing_exact_ROS_symbol
ENSCAFG00000020158	missing_exact_ROS_symbol
ENSCAFG00000020192	missing_exact_ROS_symbol
ENSCAFG00000020220	missing_exact_ROS_symbol
ENSCAFG00000020269	missing_exact_ROS_symbol
ENSCAFG00000020278	missing_exact_ROS_symbol
ENSCAFG00000020283	missing_exact_ROS_symbol
ENSCAFG00000020317	missing_exact_ROS_symbol
ENSCAFG00000020325	missing_exact_ROS_symbol
ENSCAFG00000020361	missing_exact_ROS_symbol
ENSCAFG00000020381	missing_exact_ROS_symbol
ENSCAFG00000023039	missing_exact_ROS_symbol
ENSCAFG00000023111	missing_exact_ROS_symbol
ENSCAFG00000023132	missing_exact_ROS_symbol
ENSCAFG00000023144	missing_exact_ROS_symbol
ENSCAFG00000023152	missing_exact_ROS_symbol
ENSCAFG00000023205	missing_exact_ROS_symbol
ENSCAFG00000023219	missing_exact_ROS_symbol
ENSCAFG00000023283	missing_exact_ROS_symbol
ENSCAFG00000023289	missing_exact_ROS_symbol
ENSCAFG00000023298	missing_exact_ROS_symbol
ENSCAFG00000023331	missing_exact_ROS_symbol
ENSCAFG00000023355	missing_exact_ROS_symbol
ENSCAFG00000023356	missing_exact_ROS_symbol
ENSCAFG00000023369	missing_exact_ROS_symbol
ENSCAFG00000023394	missing_exact_ROS_symbol
ENSCAFG00000023407	missing_exact_ROS_symbol
ENSCAFG00000023408	missing_exact_ROS_symbol
ENSCAFG00000023418	missing_exact_ROS_symbol
ENSCAFG00000023429	missing_exact_ROS_symbol
ENSCAFG00000023478	missing_exact_ROS_symbol
ENSCAFG00000023499	missing_exact_ROS_symbol
ENSCAFG00000023531	missing_exact_ROS_symbol
ENSCAFG00000023536	missing_exact_ROS_symbol
ENSCAFG00000023541	missing_exact_ROS_symbol
ENSCAFG00000023585	missing_exact_ROS_symbol
ENSCAFG00000023594	missing_exact_ROS_symbol
ENSCAFG00000023602	missing_exact_ROS_symbol
ENSCAFG00000023617	missing_exact_ROS_symbol
ENSCAFG00000023653	missing_exact_ROS_symbol
ENSCAFG00000023661	missing_exact_ROS_symbol
ENSCAFG00000023676	missing_exact_ROS_symbol
ENSCAFG00000023721	missing_exact_ROS_symbol
ENSCAFG00000023724	missing_exact_ROS_symbol
ENSCAFG00000023735	missing_exact_ROS_symbol
ENSCAFG00000023751	missing_exact_ROS_symbol
ENSCAFG00000023754	missing_exact_ROS_symbol
ENSCAFG00000023772	missing_exact_ROS_symbol
ENSCAFG00000023788	missing_exact_ROS_symbol
ENSCAFG00000023807	missing_exact_ROS_symbol
ENSCAFG00000023809	missing_exact_ROS_symbol
ENSCAFG00000023820	missing_exact_ROS_symbol
ENSCAFG00000023832	missing_exact_ROS_symbol
ENSCAFG00000023887	missing_exact_ROS_symbol
ENSCAFG00000023920	missing_exact_ROS_symbol
ENSCAFG00000023972	missing_exact_ROS_symbol
ENSCAFG00000023977	missing_exact_ROS_symbol
ENSCAFG00000023978	missing_exact_ROS_symbol
ENSCAFG00000023983	missing_exact_ROS_symbol
ENSCAFG00000023990	missing_exact_ROS_symbol
ENSCAFG00000024014	missing_exact_ROS_symbol
ENSCAFG00000024028	missing_exact_ROS_symbol
ENSCAFG00000024041	missing_exact_ROS_symbol
ENSCAFG00000024043	missing_exact_ROS_symbol
ENSCAFG00000024084	missing_exact_ROS_symbol
ENSCAFG00000024128	missing_exact_ROS_symbol
ENSCAFG00000024130	missing_exact_ROS_symbol
ENSCAFG00000024146	missing_exact_ROS_symbol
ENSCAFG00000024183	missing_exact_ROS_symbol
ENSCAFG00000024191	missing_exact_ROS_symbol
ENSCAFG00000024198	missing_exact_ROS_symbol
ENSCAFG00000024215	missing_exact_ROS_symbol
ENSCAFG00000024219	missing_exact_ROS_symbol
ENSCAFG00000024255	missing_exact_ROS_symbol
ENSCAFG00000024259	missing_exact_ROS_symbol
ENSCAFG00000024261	missing_exact_ROS_symbol
ENSCAFG00000024271	missing_exact_ROS_symbol
ENSCAFG00000024291	missing_exact_ROS_symbol
ENSCAFG00000024295	missing_exact_ROS_symbol
ENSCAFG00000024322	missing_exact_ROS_symbol
ENSCAFG00000024323	missing_exact_ROS_symbol
ENSCAFG00000024324	missing_exact_ROS_symbol
ENSCAFG00000024332	missing_exact_ROS_symbol
ENSCAFG00000024337	missing_exact_ROS_symbol
ENSCAFG00000024369	missing_exact_ROS_symbol
ENSCAFG00000024379	missing_exact_ROS_symbol
ENSCAFG00000024399	missing_exact_ROS_symbol
ENSCAFG00000024406	missing_exact_ROS_symbol
ENSCAFG00000024412	missing_exact_ROS_symbol
ENSCAFG00000024413	missing_exact_ROS_symbol
ENSCAFG00000024415	missing_exact_ROS_symbol
ENSCAFG00000024425	missing_exact_ROS_symbol
ENSCAFG00000024433	missing_exact_ROS_symbol
