symbol	ROS_gene_id
NUP188	gene-NUP188
NUP205	gene-NUP205
NUP210	gene-NUP210
NUP210L	gene-NUP210L
NUP214	gene-NUP214
NUP35	gene-NUP35
NUP37	gene-NUP37
NUP43	gene-NUP43
NUP50	gene-NUP50
NUP54	gene-NUP54
NUP58	gene-NUP58
NUP85	gene-NUP85
NUP88	gene-NUP88
NUP93	gene-NUP93
NUP98	gene-NUP98
NUPR1	gene-NUPR1
NUPR2	gene-NUPR2
NUS1	gene-NUS1
NUSAP1	gene-NUSAP1
NVL	gene-NVL
NXF1	gene-NXF1
NXN	gene-NXN
NXPH3	gene-NXPH3
NXPH4	gene-NXPH4
NXT2	gene-NXT2
NYAP1	gene-NYAP1
NYAP2	gene-NYAP2
NYX	gene-NYX
OAF	gene-OAF
OARD1	gene-OARD1
OAS1	gene-OAS1
OAS2	gene-OAS2
OAS3	gene-OAS3
OASL	gene-OASL
OAT	gene-OAT
OAZ1	gene-OAZ1
OAZ2	gene-OAZ2
OAZ3	gene-OAZ3
OBI1	gene-OBI1
OBSL1	gene-OBSL1
OCA2	gene-OCA2
OCEL1	gene-OCEL1
OCIAD1	gene-OCIAD1
OCIAD2	gene-OCIAD2
OCLN	gene-OCLN
OCM	gene-OCM
OCRL	gene-OCRL
ODAD1	gene-ODAD1
ODAD3	gene-ODAD3
ODAD4	gene-ODAD4
ODC1	gene-ODC1
ODF2	gene-ODF2
ODF2L	gene-ODF2L
ODF3B	gene-ODF3B
ODR4	gene-ODR4
OFD1	gene-OFD1
OGA	gene-OGA
OGDH	gene-OGDH
OGFOD1	gene-OGFOD1
OGFOD2	gene-OGFOD2
OGFOD3	gene-OGFOD3
OGFRL1	gene-OGFRL1
OGG1	gene-OGG1
OGT	gene-OGT
OIP5	gene-OIP5
OIT3	gene-OIT3
OLA1	gene-OLA1
OLFM1	gene-OLFM1
OLFM2	gene-OLFM2
OLFML2B	gene-OLFML2B
OLFML3	gene-OLFML3
OLIG2	gene-OLIG2
OLIG3	gene-OLIG3
OLR1	gene-OLR1
OMA1	gene-OMA1
OMG	gene-OMG
ONECUT1	gene-ONECUT1
ONECUT2	gene-ONECUT2
OOEP	gene-OOEP
OPA1	gene-OPA1
OPA3	gene-OPA3
OPN3	gene-OPN3
OPRD1	gene-OPRD1
OPRL1	gene-OPRL1
OPTN	gene-OPTN
OR10H2	gene-OR10H2
OR10V4	gene-OR10V4
OR13D3	gene-OR13D3
OR1F15	gene-OR1F15
OR2AE1	gene-OR2AE1
OR4A47C	gene-OR4A47C
OR4D9D	gene-OR4D9D
OR4S7	gene-OR4S7
OR52D3	gene-OR52D3
OR52H7	gene-OR52H7
OR52H9	gene-OR52H9
OR52I1	gene-OR52I1
OR52U1	gene-OR52U1
OR55B1	gene-OR55B1
OR6AE1	gene-OR6AE1
OR6W1	gene-OR6W1
ORAI1	gene-ORAI1
ORAI2	gene-ORAI2
ORC1	gene-ORC1
ORC2	gene-ORC2
ORC3	gene-ORC3
ORC4	gene-ORC4
ORC5	gene-ORC5
ORC6	gene-ORC6
ORMDL1	gene-ORMDL1
ORMDL3	gene-ORMDL3
OS9	gene-OS9
OSBP	gene-OSBP
OSBP2	gene-OSBP2
OSBPL10	gene-OSBPL10
OSBPL11	gene-OSBPL11
OSBPL1A	gene-OSBPL1A
OSBPL3	gene-OSBPL3
OSBPL5	gene-OSBPL5
OSBPL6	gene-OSBPL6
OSBPL7	gene-OSBPL7
OSBPL8	gene-OSBPL8
OSBPL9	gene-OSBPL9
OSCP1	gene-OSCP1
OSER1	gene-OSER1
OSGEP	gene-OSGEP
OSGEPL1	gene-OSGEPL1
OSGIN1	gene-OSGIN1
OSGIN2	gene-OSGIN2
OSM	gene-OSM
OSMR	gene-OSMR
OSR1	gene-OSR1
OSR2	gene-OSR2
OSTC	gene-OSTC
OSTF1	gene-OSTF1
OSTM1	gene-OSTM1
OTOA	gene-OTOA
OTOG	gene-OTOG
OTOL1	gene-OTOL1
OTUB2	gene-OTUB2
OTUD3	gene-OTUD3
OTUD4	gene-OTUD4
OTUD5	gene-OTUD5
OTUD6B	gene-OTUD6B
OTUD7A	gene-OTUD7A
OTUD7B	gene-OTUD7B
OTULIN	gene-OTULIN
OTULINL	gene-OTULINL
OTX1	gene-OTX1
OVCA2	gene-OVCA2
OVGP1	gene-OVGP1
OXA1L	gene-OXA1L
OXCT1	gene-OXCT1
OXER1	gene-OXER1
OXLD1	gene-OXLD1
OXNAD1	gene-OXNAD1
OXR1	gene-OXR1
OXSM	gene-OXSM
OXSR1	gene-OXSR1
OXTR	gene-OXTR
P2RX1	gene-P2RX1
P2RX2	gene-P2RX2
P2RX3	gene-P2RX3
P2RX4	gene-P2RX4
P2RX7	gene-P2RX7
P2RY1	gene-P2RY1
P2RY10	gene-P2RY10
P2RY11	gene-P2RY11
P2RY14	gene-P2RY14
P2RY2	gene-P2RY2
P2RY6	gene-P2RY6
P3H1	gene-P3H1
P3H4	gene-P3H4
P4HA1	gene-P4HA1
P4HA2	gene-P4HA2
P4HA3	gene-P4HA3
P4HB	gene-P4HB
P4HTM	gene-P4HTM
PA2G4	gene-PA2G4
PAAF1	gene-PAAF1
PABIR2	gene-PABIR2
PABPC1	gene-PABPC1
PABPC1L	gene-PABPC1L
PABPC4	gene-PABPC4
PABPN1	gene-PABPN1
PACC1	gene-PACC1
PACRGL	gene-PACRGL
PACS1	gene-PACS1
PACS2	gene-PACS2
PACSIN1	gene-PACSIN1
PACSIN2	gene-PACSIN2
PACSIN3	gene-PACSIN3
PADI2	gene-PADI2
PADI3	gene-PADI3
PAF1	gene-PAF1
PAFAH1B1	gene-PAFAH1B1
PAFAH1B2	gene-PAFAH1B2
PAFAH1B3	gene-PAFAH1B3
PAFAH2	gene-PAFAH2
PAG1	gene-PAG1
PAIP2	gene-PAIP2
PAIP2B	gene-PAIP2B
PAK1	gene-PAK1
PAK1IP1	gene-PAK1IP1
PAK2	gene-PAK2
PAK3	gene-PAK3
PAK4	gene-PAK4
PAK6	gene-PAK6
PALB2	gene-PALB2
PALD1	gene-PALD1
PALLD	gene-PALLD
PALM	gene-PALM
PALM2AKAP2	gene-PALM2AKAP2
PALM3	gene-PALM3
PAMR1	gene-PAMR1
PAN2	gene-PAN2
PAN3	gene-PAN3
PANK2	gene-PANK2
PANK3	gene-PANK3
PANK4	gene-PANK4
PANX1	gene-PANX1
PANX2	gene-PANX2
PAPLN	gene-PAPLN
PAPOLA	gene-PAPOLA
PAPOLG	gene-PAPOLG
PAPSS1	gene-PAPSS1
PAQR3	gene-PAQR3
PAQR4	gene-PAQR4
PAQR6	gene-PAQR6
PAQR7	gene-PAQR7
PAQR8	gene-PAQR8
PAQR9	gene-PAQR9
PARD3	gene-PARD3
PARD3B	gene-PARD3B
PARD6A	gene-PARD6A
PARD6G	gene-PARD6G
PARG	gene-PARG
PARK7	gene-PARK7
PARL	gene-PARL
PARN	gene-PARN
PARP1	gene-PARP1
PARP11	gene-PARP11
PARP12	gene-PARP12
PARP14	gene-PARP14
PARP15	gene-PARP15
PARP2	gene-PARP2
PARP3	gene-PARP3
PARP4	gene-PARP4
PARP8	gene-PARP8
PARP9	gene-PARP9
PARPBP	gene-PARPBP
PARS2	gene-PARS2
PARVB	gene-PARVB
PARVG	gene-PARVG
PASK	gene-PASK
PATJ	gene-PATJ
PATL1	gene-PATL1
PATL2	gene-PATL2
PATZ1	gene-PATZ1
PAX5	gene-PAX5
PAX8	gene-PAX8
PAX9	gene-PAX9
PAXBP1	gene-PAXBP1
PAXIP1	gene-PAXIP1
PAXX	gene-PAXX
PBK	gene-PBK
PBLD	gene-PBLD
PBRM1	gene-PBRM1
PBX1	gene-PBX1
PBX2	gene-PBX2
PBX3	gene-PBX3
PBX4	gene-PBX4
PBXIP1	gene-PBXIP1
PC	gene-PC
PCBD1	gene-PCBD1
PCBD2	gene-PCBD2
PCBP3	gene-PCBP3
PCBP4	gene-PCBP4
PCCA	gene-PCCA
PCCB	gene-PCCB
PCDH1	gene-PCDH1
PCDH10	gene-PCDH10
PCDH17	gene-PCDH17
PCDH18	gene-PCDH18
PCDH19	gene-PCDH19
PCDH20	gene-PCDH20
PCDH9	gene-PCDH9
PCDHA13	gene-PCDHA13
PCED1A	gene-PCED1A
PCF11	gene-PCF11
PCGF1	gene-PCGF1
PCGF2	gene-PCGF2
PCGF3	gene-PCGF3
PCGF5	gene-PCGF5
PCGF6	gene-PCGF6
PCID2	gene-PCID2
PCIF1	gene-PCIF1
PCK2	gene-PCK2
PCLO	gene-PCLO
PCM1	gene-PCM1
PCMT1	gene-PCMT1
PCMTD1	gene-PCMTD1
PCMTD2	gene-PCMTD2
PCNA	gene-PCNA
PCNP	gene-PCNP
PCNT	gene-PCNT
PCNX1	gene-PCNX1
PCNX2	gene-PCNX2
PCNX3	gene-PCNX3
PCNX4	gene-PCNX4
PCOLCE	gene-PCOLCE
PCP4L1	gene-PCP4L1
PCSK1N	gene-PCSK1N
PCSK4	gene-PCSK4
PCSK5	gene-PCSK5
PCSK6	gene-PCSK6
PCSK7	gene-PCSK7
PCYOX1	gene-PCYOX1
PCYOX1L	gene-PCYOX1L
PCYT1A	gene-PCYT1A
PCYT2	gene-PCYT2
PDAP1	gene-PDAP1
PDC	gene-PDC
PDCD1	gene-PDCD1
PDCD10	gene-PDCD10
PDCD11	gene-PDCD11
PDCD1LG2	gene-PDCD1LG2
PDCD2	gene-PDCD2
PDCD2L	gene-PDCD2L
PDCD4	gene-PDCD4
PDCD5	gene-PDCD5
PDCD6	gene-PDCD6
PDCD6IP	gene-PDCD6IP
PDCD7	gene-PDCD7
PDCL	gene-PDCL
PDCL3	gene-PDCL3
PDE10A	gene-PDE10A
PDE11A	gene-PDE11A
PDE12	gene-PDE12
PDE1A	gene-PDE1A
PDE1B	gene-PDE1B
PDE1C	gene-PDE1C
PDE2A	gene-PDE2A
PDE3A	gene-PDE3A
PDE3B	gene-PDE3B
PDE4A	gene-PDE4A
PDE4B	gene-PDE4B
PDE4C	gene-PDE4C
PDE4D	gene-PDE4D
PDE5A	gene-PDE5A
PDE6A	gene-PDE6A
PDE6D	gene-PDE6D
PDE6H	gene-PDE6H
PDE7A	gene-PDE7A
PDE7B	gene-PDE7B
PDE8A	gene-PDE8A
PDGFA	gene-PDGFA
PDGFB	gene-PDGFB
PDGFC	gene-PDGFC
PDGFRB	gene-PDGFRB
PDGFRL	gene-PDGFRL
PDHA1	gene-PDHA1
PDHX	gene-PDHX
PDIA2	gene-PDIA2
PDIA3	gene-PDIA3
PDIA4	gene-PDIA4
PDIA5	gene-PDIA5
PDIA6	gene-PDIA6
PDIK1L	gene-PDIK1L
PDK1	gene-PDK1
PDK2	gene-PDK2
PDK3	gene-PDK3
PDK4	gene-PDK4
PDLIM1	gene-PDLIM1
PDLIM2	gene-PDLIM2
PDLIM3	gene-PDLIM3
PDLIM4	gene-PDLIM4
PDLIM5	gene-PDLIM5
PDP1	gene-PDP1
PDP2	gene-PDP2
PDPK1	gene-PDPK1
PDPR	gene-PDPR
PDRG1	gene-PDRG1
PDS5A	gene-PDS5A
PDS5B	gene-PDS5B
PDSS1	gene-PDSS1
PDSS2	gene-PDSS2
PDXDC1	gene-PDXDC1
PDXK	gene-PDXK
PDXP	gene-PDXP
PDZD11	gene-PDZD11
PDZD2	gene-PDZD2
PDZD3	gene-PDZD3
PDZD4	gene-PDZD4
PDZD7	gene-PDZD7
PDZD8	gene-PDZD8
PDZK1IP1	gene-PDZK1IP1
PDZRN3	gene-PDZRN3
PDZRN4	gene-PDZRN4
PEA15	gene-PEA15
PEAK1	gene-PEAK1
PEAK3	gene-PEAK3
PEAR1	gene-PEAR1
PEBP1	gene-PEBP1
PECAM1	gene-PECAM1
PECR	gene-PECR
PEF1	gene-PEF1
PEG10	gene-PEG10
PEG3	gene-PEG3
PELI1	gene-PELI1
PELI3	gene-PELI3
PELP1	gene-PELP1
PEMT	gene-PEMT
PEPD	gene-PEPD
PER1	gene-PER1
PER2	gene-PER2
PER3	gene-PER3
PERP	gene-PERP
PES1	gene-PES1
PEX1	gene-PEX1
PEX10	gene-PEX10
PEX11A	gene-PEX11A
PEX11B	gene-PEX11B
PEX11G	gene-PEX11G
PEX12	gene-PEX12
PEX14	gene-PEX14
PEX16	gene-PEX16
PEX19	gene-PEX19
PEX26	gene-PEX26
PEX3	gene-PEX3
PEX5	gene-PEX5
PEX6	gene-PEX6
PEX7	gene-PEX7
PFAS	gene-PFAS
PFDN1	gene-PFDN1
PFDN2	gene-PFDN2
PFDN5	gene-PFDN5
PFDN6	gene-PFDN6
PFKFB2	gene-PFKFB2
PFKFB3	gene-PFKFB3
PFKFB4	gene-PFKFB4
PFKL	gene-PFKL
PFKM	gene-PFKM
PFKP	gene-PFKP
PFN1	gene-PFN1
PFN2	gene-PFN2
PGA	gene-PGA
PGAM2	gene-PGAM2
PGAM5	gene-PGAM5
PGAP1	gene-PGAP1
PGAP2	gene-PGAP2
PGAP3	gene-PGAP3
PGAP4	gene-PGAP4
PGAP6	gene-PGAP6
PGBD1	gene-PGBD1
PGBD2	gene-PGBD2
PGBD5	gene-PGBD5
PGD	gene-PGD
PGF	gene-PGF
PGGHG	gene-PGGHG
PGK1	gene-PGK1
PGLS	gene-PGLS
PGLYRP2	gene-PGLYRP2
PGM1	gene-PGM1
PGM2	gene-PGM2
PGM2L1	gene-PGM2L1
PGM3	gene-PGM3
PGM5	gene-PGM5
PGPEP1	gene-PGPEP1
PGPEP1L	gene-PGPEP1L
PGRMC1	gene-PGRMC1
PGRMC2	gene-PGRMC2
PGS1	gene-PGS1
PHACTR2	gene-PHACTR2
PHACTR4	gene-PHACTR4
PHAX	gene-PHAX
PHB	gene-PHB
PHB2	gene-PHB2
PHC1	gene-PHC1
PHC2	gene-PHC2
PHC3	gene-PHC3
PHEX	gene-PHEX
PHF1	gene-PHF1
PHF10	gene-PHF10
PHF12	gene-PHF12
PHF13	gene-PHF13
PHF14	gene-PHF14
PHF2	gene-PHF2
PHF20	gene-PHF20
PHF20L1	gene-PHF20L1
PHF21A	gene-PHF21A
PHF21B	gene-PHF21B
PHF23	gene-PHF23
PHF3	gene-PHF3
PHF5A	gene-PHF5A
PHF6	gene-PHF6
PHF7	gene-PHF7
PHIP	gene-PHIP
PHKA1	gene-PHKA1
PHKA2	gene-PHKA2
PHKB	gene-PHKB
PHKG1	gene-PHKG1
PHKG2	gene-PHKG2
PHLDB1	gene-PHLDB1
PHLDB3	gene-PHLDB3
PHLPP1	gene-PHLPP1
PHLPP2	gene-PHLPP2
PHOSPHO1	gene-PHOSPHO1
PHOSPHO2	gene-PHOSPHO2
PHOX2A	gene-PHOX2A
PHPT1	gene-PHPT1
PHRF1	gene-PHRF1
PHTF1	gene-PHTF1
PHTF2	gene-PHTF2
PHYHD1	gene-PHYHD1
PHYKPL	gene-PHYKPL
PI16	gene-PI16
PI3	gene-PI3
PI4K2A	gene-PI4K2A
PI4K2B	gene-PI4K2B
PI4KA	gene-PI4KA
PI4KB	gene-PI4KB
PIANP	gene-PIANP
PIAS1	gene-PIAS1
PIAS2	gene-PIAS2
PIAS3	gene-PIAS3
PIAS4	gene-PIAS4
PIBF1	gene-PIBF1
PICALM	gene-PICALM
PICK1	gene-PICK1
PIDD1	gene-PIDD1
PIEZO1	gene-PIEZO1
PIEZO2	gene-PIEZO2
PIF1	gene-PIF1
PIGB	gene-PIGB
PIGC	gene-PIGC
PIGF	gene-PIGF
PIGG	gene-PIGG
PIGH	gene-PIGH
PIGK	gene-PIGK
PIGL	gene-PIGL
PIGN	gene-PIGN
PIGO	gene-PIGO
PIGQ	gene-PIGQ
PIGR	gene-PIGR
PIGS	gene-PIGS
PIGT	gene-PIGT
PIGU	gene-PIGU
PIGV	gene-PIGV
PIGW	gene-PIGW
PIGX	gene-PIGX
PIH1D1	gene-PIH1D1
PIH1D2	gene-PIH1D2
PIK3AP1	gene-PIK3AP1
PIK3C2A	gene-PIK3C2A
PIK3C2B	gene-PIK3C2B
PIK3C3	gene-PIK3C3
PIK3CA	gene-PIK3CA
PIK3CB	gene-PIK3CB
PIK3CD	gene-PIK3CD
PIK3CG	gene-PIK3CG
PIK3IP1	gene-PIK3IP1
PIK3R1	gene-PIK3R1
PIK3R2	gene-PIK3R2
PIK3R4	gene-PIK3R4
PIK3R5	gene-PIK3R5
PIK3R6	gene-PIK3R6
PIKFYVE	gene-PIKFYVE
PIM1	gene-PIM1
PIM2	gene-PIM2
PIMREG	gene-PIMREG
PIN1	gene-PIN1
PINK1	gene-PINK1
PINX1	gene-PINX1
PIP4K2A	gene-PIP4K2A
PIP4K2B	gene-PIP4K2B
PIP4K2C	gene-PIP4K2C
PIP4P2	gene-PIP4P2
PIP5K1A	gene-PIP5K1A
PIP5K1B	gene-PIP5K1B
PIP5K1C	gene-PIP5K1C
PIP5KL1	gene-PIP5KL1
PIPOX	gene-PIPOX
PIR	gene-PIR
PISD	gene-PISD
PITHD1	gene-PITHD1
PITPNA	gene-PITPNA
PITPNB	gene-PITPNB
PITPNC1	gene-PITPNC1
PITPNM1	gene-PITPNM1
PITPNM2	gene-PITPNM2
PITPNM3	gene-PITPNM3
PITRM1	gene-PITRM1
PITX1	gene-PITX1
PITX2	gene-PITX2
PITX3	gene-PITX3
PIWIL4	gene-PIWIL4
PJA2	gene-PJA2
PKD1L3	gene-PKD1L3
PKD2	gene-PKD2
PKDCC	gene-PKDCC
PKDREJ	gene-PKDREJ
PKHD1	gene-PKHD1
PKIB	gene-PKIB
PKIG	gene-PKIG
PKLR	gene-PKLR
PKMYT1	gene-PKMYT1
PKN1	gene-PKN1
PKN2	gene-PKN2
PKN3	gene-PKN3
PKNOX1	gene-PKNOX1
PKNOX2	gene-PKNOX2
PKP1	gene-PKP1
PKP2	gene-PKP2
PKP3	gene-PKP3
PKP4	gene-PKP4
PLA1A	gene-PLA1A
PLA2G12A	gene-PLA2G12A
PLA2G15	gene-PLA2G15
PLA2G4F	gene-PLA2G4F
PLA2G5	gene-PLA2G5
PLA2G6	gene-PLA2G6
PLA2G7	gene-PLA2G7
PLAA	gene-PLAA
PLAAT1	gene-PLAAT1
PLAAT3	gene-PLAAT3
PLAAT4	gene-PLAAT4
PLAAT5	gene-PLAAT5
PLAC8A	gene-PLAC8A
PLAG1	gene-PLAG1
PLAGL1	gene-PLAGL1
PLAGL2	gene-PLAGL2
PLAU	gene-PLAU
PLAUR	gene-PLAUR
PLB1	gene-PLB1
PLBD1	gene-PLBD1
PLBD2	gene-PLBD2
PLCB1	gene-PLCB1
PLCB2	gene-PLCB2
PLCB3	gene-PLCB3
PLCB4	gene-PLCB4
PLCD1	gene-PLCD1
PLCD3	gene-PLCD3
PLCD4	gene-PLCD4
PLCE1	gene-PLCE1
PLCG1	gene-PLCG1
PLCG2	gene-PLCG2
PLCH1	gene-PLCH1
PLCH2	gene-PLCH2
PLCL1	gene-PLCL1
PLCL2	gene-PLCL2
PLCXD2	gene-PLCXD2
PLCXD3	gene-PLCXD3
PLD1	gene-PLD1
PLD2	gene-PLD2
PLD3	gene-PLD3
PLEC	gene-PLEC
PLEK	gene-PLEK
PLEK2	gene-PLEK2
PLEKHA1	gene-PLEKHA1
PLEKHA2	gene-PLEKHA2
PLEKHA3	gene-PLEKHA3
PLEKHA4	gene-PLEKHA4
PLEKHA5	gene-PLEKHA5
PLEKHA6	gene-PLEKHA6
PLEKHA7	gene-PLEKHA7
PLEKHA8	gene-PLEKHA8
PLEKHB1	gene-PLEKHB1
PLEKHB2	gene-PLEKHB2
PLEKHD1	gene-PLEKHD1
PLEKHF1	gene-PLEKHF1
PLEKHG1	gene-PLEKHG1
PLEKHG2	gene-PLEKHG2
PLEKHG3	gene-PLEKHG3
PLEKHG4	gene-PLEKHG4
PLEKHG5	gene-PLEKHG5
PLEKHG6	gene-PLEKHG6
PLEKHH1	gene-PLEKHH1
PLEKHH2	gene-PLEKHH2
PLEKHH3	gene-PLEKHH3
PLEKHM2	gene-PLEKHM2
PLEKHM3	gene-PLEKHM3
PLEKHN1	gene-PLEKHN1
PLEKHO1	gene-PLEKHO1
PLEKHO2	gene-PLEKHO2
PLEKHS1	gene-PLEKHS1
PLGRKT	gene-PLGRKT
PLIN1	gene-PLIN1
PLIN2	gene-PLIN2
PLIN3	gene-PLIN3
PLIN4	gene-PLIN4
PLK1	gene-PLK1
PLK2	gene-PLK2
PLK3	gene-PLK3
PLK4	gene-PLK4
PLLP	gene-PLLP
PLOD1	gene-PLOD1
PLOD2	gene-PLOD2
PLOD3	gene-PLOD3
PLPBP	gene-PLPBP
PLPP1	gene-PLPP1
PLPP2	gene-PLPP2
PLPP3	gene-PLPP3
PLPP5	gene-PLPP5
PLPP6	gene-PLPP6
PLPP7	gene-PLPP7
PLPPR2	gene-PLPPR2
PLPPR3	gene-PLPPR3
PLRG1	gene-PLRG1
PLS1	gene-PLS1
PLS3	gene-PLS3
PLSCR1	gene-PLSCR1
PLSCR3	gene-PLSCR3
PLSCR4	gene-PLSCR4
PLTP	gene-PLTP
PLXDC2	gene-PLXDC2
PLXNA1	gene-PLXNA1
PLXNA3	gene-PLXNA3
PLXNA4	gene-PLXNA4
PLXNB1	gene-PLXNB1
PLXNB2	gene-PLXNB2
PLXNB3	gene-PLXNB3
PLXNC1	gene-PLXNC1
PLXND1	gene-PLXND1
PM20D1	gene-PM20D1
PM20D2	gene-PM20D2
PMCH	gene-PMCH
PMEL	gene-PMEL
PMEPA1	gene-PMEPA1
PML	gene-PML
PMM1	gene-PMM1
PMM2	gene-PMM2
PMPCA	gene-PMPCA
PMPCB	gene-PMPCB
PMS1	gene-PMS1
PMS2	gene-PMS2
PMVK	gene-PMVK
PNISR	gene-PNISR
PNKD	gene-PNKD
PNKP	gene-PNKP
PNLDC1	gene-PNLDC1
PNMA1	gene-PNMA1
PNMA2	gene-PNMA2
PNMA6A	gene-PNMA6A
PNN	gene-PNN
PNO1	gene-PNO1
PNP	gene-PNP
PNPLA2	gene-PNPLA2
PNPLA3	gene-PNPLA3
PNPLA4	gene-PNPLA4
PNPLA5	gene-PNPLA5
PNPLA6	gene-PNPLA6
PNPLA7	gene-PNPLA7
PNPLA8	gene-PNPLA8
PNPO	gene-PNPO
PNPT1	gene-PNPT1
POC1A	gene-POC1A
POC1B	gene-POC1B
POC5	gene-POC5
PODN	gene-PODN
PODNL1	gene-PODNL1
PODXL	gene-PODXL
PODXL2	gene-PODXL2
POFUT1	gene-POFUT1
POFUT2	gene-POFUT2
POGK	gene-POGK
POGLUT1	gene-POGLUT1
POGLUT2	gene-POGLUT2
POGLUT3	gene-POGLUT3
POGZ	gene-POGZ
POLA1	gene-POLA1
POLA2	gene-POLA2
POLB	gene-POLB
POLD1	gene-POLD1
POLD2	gene-POLD2
POLD3	gene-POLD3
POLDIP2	gene-POLDIP2
POLDIP3	gene-POLDIP3
POLE	gene-POLE
POLE2	gene-POLE2
POLE3	gene-POLE3
POLG	gene-POLG
POLG2	gene-POLG2
POLH	gene-POLH
POLI	gene-POLI
POLK	gene-POLK
POLL	gene-POLL
POLM	gene-POLM
POLN	gene-POLN
POLQ	gene-POLQ
POLR1A	gene-POLR1A
POLR1B	gene-POLR1B
POLR1C	gene-POLR1C
POLR1D	gene-POLR1D
POLR1E	gene-POLR1E
POLR1F	gene-POLR1F
POLR1G	gene-POLR1G
POLR1H	gene-POLR1H
POLR2A	gene-POLR2A
POLR2B	gene-POLR2B
POLR2C	gene-POLR2C
POLR2D	gene-POLR2D
POLR2E	gene-POLR2E
POLR2F	gene-POLR2F
POLR2G	gene-POLR2G
POLR2H	gene-POLR2H
POLR2I	gene-POLR2I
POLR2K	gene-POLR2K
POLR3A	gene-POLR3A
POLR3B	gene-POLR3B
POLR3C	gene-POLR3C
POLR3D	gene-POLR3D
POLR3E	gene-POLR3E
POLR3G	gene-POLR3G
POLR3GL	gene-POLR3GL
POLR3H	gene-POLR3H
POLR3K	gene-POLR3K
POLRMT	gene-POLRMT
POMGNT1	gene-POMGNT1
POMGNT2	gene-POMGNT2
POMK	gene-POMK
POMT1	gene-POMT1
POMT2	gene-POMT2
PON2	gene-PON2
POP1	gene-POP1
POP4	gene-POP4
POP5	gene-POP5
POP7	gene-POP7
POPDC2	gene-POPDC2
POR	gene-POR
PORCN	gene-PORCN
POSTN	gene-POSTN
POT1	gene-POT1
POU1F1	gene-POU1F1
POU2AF1	gene-POU2AF1
POU2F1	gene-POU2F1
POU2F2	gene-POU2F2
POU3F1	gene-POU3F1
POU3F3	gene-POU3F3
POU4F3	gene-POU4F3
POU6F1	gene-POU6F1
PP2D1	gene-PP2D1
PPA1	gene-PPA1
PPA2	gene-PPA2
PPAN	gene-PPAN
PPARA	gene-PPARA
PPARD	gene-PPARD
PPARG	gene-PPARG
PPARGC1B	gene-PPARGC1B
PPAT	gene-PPAT
PPCDC	gene-PPCDC
PPCS	gene-PPCS
PPEF1	gene-PPEF1
PPFIA1	gene-PPFIA1
PPFIA2	gene-PPFIA2
PPFIA3	gene-PPFIA3
PPFIA4	gene-PPFIA4
PPFIBP1	gene-PPFIBP1
PPFIBP2	gene-PPFIBP2
PPHLN1	gene-PPHLN1
PPIC	gene-PPIC
PPID	gene-PPID
PPIE	gene-PPIE
PPIG	gene-PPIG
PPIH	gene-PPIH
PPIL1	gene-PPIL1
PPIL2	gene-PPIL2
PPIL4	gene-PPIL4
PPIL6	gene-PPIL6
PPIP5K1	gene-PPIP5K1
PPIP5K2	gene-PPIP5K2
PPL	gene-PPL
PPM1A	gene-PPM1A
PPM1B	gene-PPM1B
PPM1D	gene-PPM1D
PPM1E	gene-PPM1E
PPM1F	gene-PPM1F
PPM1G	gene-PPM1G
PPM1H	gene-PPM1H
PPM1J	gene-PPM1J
PPM1K	gene-PPM1K
PPM1L	gene-PPM1L
PPM1M	gene-PPM1M
PPM1N	gene-PPM1N
PPME1	gene-PPME1
PPOX	gene-PPOX
PPP1CA	gene-PPP1CA
PPP1CB	gene-PPP1CB
PPP1CC	gene-PPP1CC
PPP1R10	gene-PPP1R10
PPP1R11	gene-PPP1R11
PPP1R12A	gene-PPP1R12A
PPP1R12B	gene-PPP1R12B
PPP1R12C	gene-PPP1R12C
PPP1R13B	gene-PPP1R13B
PPP1R13L	gene-PPP1R13L
PPP1R14B	gene-PPP1R14B
PPP1R15A	gene-PPP1R15A
PPP1R15B	gene-PPP1R15B
PPP1R16B	gene-PPP1R16B
PPP1R18	gene-PPP1R18
PPP1R1A	gene-PPP1R1A
PPP1R1B	gene-PPP1R1B
PPP1R2	gene-PPP1R2
PPP1R21	gene-PPP1R21
PPP1R26	gene-PPP1R26
PPP1R27	gene-PPP1R27
PPP1R35	gene-PPP1R35
PPP1R37	gene-PPP1R37
PPP1R3B	gene-PPP1R3B
PPP1R3C	gene-PPP1R3C
PPP1R3D	gene-PPP1R3D
PPP1R3E	gene-PPP1R3E
PPP1R3F	gene-PPP1R3F
PPP1R7	gene-PPP1R7
PPP1R8	gene-PPP1R8
PPP1R9B	gene-PPP1R9B
PPP2CA	gene-PPP2CA
PPP2CB	gene-PPP2CB
PPP2R1A	gene-PPP2R1A
PPP2R1B	gene-PPP2R1B
PPP2R2A	gene-PPP2R2A
PPP2R2B	gene-PPP2R2B
PPP2R2D	gene-PPP2R2D
PPP2R3A	gene-PPP2R3A
PPP2R3B	gene-PPP2R3B
PPP2R3C	gene-PPP2R3C
PPP2R5A	gene-PPP2R5A
PPP2R5B	gene-PPP2R5B
PPP2R5C	gene-PPP2R5C
PPP2R5D	gene-PPP2R5D
PPP2R5E	gene-PPP2R5E
PPP3CA	gene-PPP3CA
PPP3CB	gene-PPP3CB
PPP3CC	gene-PPP3CC
PPP3R1	gene-PPP3R1
PPP4C	gene-PPP4C
