run	cluster	gene	detected_fraction	mean_UMI
res1.0_seed0	6	CD8A	0.0	0.0
res1.0_seed0	6	CD8B	0.007792207792207792	0.007792207792207792
res1.0_seed0	6	LYZ	0.012987012987012988	0.012987012987012988
res1.0_seed0	6	LST1	0.09350649350649351	0.0987012987012987
res1.0_seed0	6	CSF1R	0.11168831168831168	0.15584415584415584
res1.0_seed0	6	MS4A1	0.0	0.0
res1.0_seed0	6	CD79A	0.0	0.0
res1.0_seed0	6	NKG7	0.007792207792207792	0.007792207792207792
res1.0_seed0	6	MKI67	0.046753246753246755	0.05194805194805195
res1.0_seed0	7	CD3D	0.012096774193548387	0.012096774193548387
res1.0_seed0	7	CD3E	0.024193548387096774	0.03225806451612903
res1.0_seed0	7	CD3G	0.004032258064516129	0.004032258064516129
res1.0_seed0	7	CD247	0.012096774193548387	0.016129032258064516
res1.0_seed0	7	LCK	0.016129032258064516	0.020161290322580645
res1.0_seed0	7	CD2	0.036290322580645164	0.04032258064516129
res1.0_seed0	7	CD4	0.004032258064516129	0.004032258064516129
res1.0_seed0	7	CD8A	0.0	0.0
res1.0_seed0	7	CD8B	0.020161290322580645	0.020161290322580645
res1.0_seed0	7	LYZ	0.004032258064516129	0.004032258064516129
res1.0_seed0	7	LST1	0.05241935483870968	0.07258064516129033
res1.0_seed0	7	CSF1R	0.8991935483870968	5.838709677419355
res1.0_seed0	7	MS4A1	0.0	0.0
res1.0_seed0	7	CD79A	0.0	0.0
res1.0_seed0	7	NKG7	0.008064516129032258	0.008064516129032258
res1.0_seed0	7	MKI67	0.04838709677419355	0.06048387096774194
res1.0_seed0	8	CD3D	0.25477707006369427	0.36942675159235666
res1.0_seed0	8	CD3E	0.5987261146496815	1.356687898089172
res1.0_seed0	8	CD3G	0.33121019108280253	0.4968152866242038
res1.0_seed0	8	CD247	0.35668789808917195	0.5159235668789809
res1.0_seed0	8	LCK	0.24203821656050956	0.28662420382165604
res1.0_seed0	8	CD2	0.29936305732484075	0.4140127388535032
res1.0_seed0	8	CD4	0.07006369426751592	0.08917197452229299
res1.0_seed0	8	CD8A	0.012738853503184714	0.012738853503184714
res1.0_seed0	8	CD8B	0.050955414012738856	0.06369426751592357
res1.0_seed0	8	LYZ	0.0	0.0
res1.0_seed0	8	LST1	0.07006369426751592	0.08280254777070063
res1.0_seed0	8	CSF1R	0.11464968152866242	0.14012738853503184
res1.0_seed0	8	MS4A1	0.0	0.0
res1.0_seed0	8	CD79A	0.05732484076433121	0.05732484076433121
res1.0_seed0	8	NKG7	0.08917197452229299	0.1337579617834395
res1.0_seed0	8	MKI67	0.08280254777070063	0.21019108280254778
res1.0_seed0	9	CD3D	0.003125	0.003125
res1.0_seed0	9	CD3E	0.015625	0.015625
res1.0_seed0	9	CD3G	0.003125	0.003125
res1.0_seed0	9	CD247	0.003125	0.003125
res1.0_seed0	9	LCK	0.0	0.0
res1.0_seed0	9	CD2	0.009375	0.009375
res1.0_seed0	9	CD4	0.00625	0.00625
res1.0_seed0	9	CD8A	0.0	0.0
res1.0_seed0	9	CD8B	0.003125	0.003125
res1.0_seed0	9	LYZ	0.0	0.0
res1.0_seed0	9	LST1	0.04375	0.046875
res1.0_seed0	9	CSF1R	0.090625	0.09375
res1.0_seed0	9	MS4A1	0.0	0.0
res1.0_seed0	9	CD79A	0.0	0.0
res1.0_seed0	9	NKG7	0.0	0.0
res1.0_seed0	9	MKI67	0.06875	0.128125
res1.0_seed0	10	CD3D	0.01834862385321101	0.01834862385321101
res1.0_seed0	10	CD3E	0.10091743119266056	0.13761467889908258
res1.0_seed0	10	CD3G	0.0	0.0
res1.0_seed0	10	CD247	0.027522935779816515	0.027522935779816515
res1.0_seed0	10	LCK	0.06422018348623854	0.06422018348623854
res1.0_seed0	10	CD2	0.05504587155963303	0.06422018348623854
res1.0_seed0	10	CD4	0.0	0.0
res1.0_seed0	10	CD8A	0.009174311926605505	0.009174311926605505
res1.0_seed0	10	CD8B	0.05504587155963303	0.06422018348623854
res1.0_seed0	10	LYZ	0.027522935779816515	0.027522935779816515
res1.0_seed0	10	LST1	0.24770642201834864	0.3119266055045872
res1.0_seed0	10	CSF1R	0.3577981651376147	0.8073394495412844
res1.0_seed0	10	MS4A1	0.0	0.0
res1.0_seed0	10	CD79A	0.009174311926605505	0.009174311926605505
res1.0_seed0	10	NKG7	0.05504587155963303	0.05504587155963303
res1.0_seed0	10	MKI67	0.22018348623853212	0.5137614678899083
res1.0_seed0	11	CD3D	0.013333333333333334	0.015555555555555555
res1.0_seed0	11	CD3E	0.02	0.03333333333333333
res1.0_seed0	11	CD3G	0.011111111111111112	0.011111111111111112
res1.0_seed0	11	CD247	0.028888888888888888	0.03333333333333333
res1.0_seed0	11	LCK	0.015555555555555555	0.02
res1.0_seed0	11	CD2	0.03333333333333333	0.042222222222222223
res1.0_seed0	11	CD4	0.015555555555555555	0.015555555555555555
res1.0_seed0	11	CD8A	0.0044444444444444444	0.0044444444444444444
res1.0_seed0	11	CD8B	0.013333333333333334	0.013333333333333334
res1.0_seed0	11	LYZ	0.0044444444444444444	0.0044444444444444444
res1.0_seed0	11	LST1	0.1	0.1111111111111111
res1.0_seed0	11	CSF1R	0.18666666666666668	0.2777777777777778
res1.0_seed0	11	MS4A1	0.0022222222222222222	0.0022222222222222222
res1.0_seed0	11	CD79A	0.0022222222222222222	0.0022222222222222222
res1.0_seed0	11	NKG7	0.0044444444444444444	0.0044444444444444444
res1.0_seed0	11	MKI67	0.04666666666666667	0.057777777777777775
res1.0_seed0	12	CD3D	0.009230769230769232	0.009230769230769232
res1.0_seed0	12	CD3E	0.003076923076923077	0.003076923076923077
res1.0_seed0	12	CD3G	0.021538461538461538	0.021538461538461538
res1.0_seed0	12	CD247	0.012307692307692308	0.021538461538461538
res1.0_seed0	12	LCK	0.009230769230769232	0.009230769230769232
res1.0_seed0	12	CD2	0.03076923076923077	0.033846153846153845
res1.0_seed0	12	CD4	0.009230769230769232	0.009230769230769232
res1.0_seed0	12	CD8A	0.0	0.0
res1.0_seed0	12	CD8B	0.012307692307692308	0.012307692307692308
res1.0_seed0	12	LYZ	0.006153846153846154	0.009230769230769232
res1.0_seed0	12	LST1	0.11692307692307692	0.12615384615384614
res1.0_seed0	12	CSF1R	0.1723076923076923	0.24
res1.0_seed0	12	MS4A1	0.0	0.0
res1.0_seed0	12	CD79A	0.003076923076923077	0.003076923076923077
res1.0_seed0	12	NKG7	0.003076923076923077	0.003076923076923077
res1.0_seed0	12	MKI67	0.08	0.12
res1.0_seed0	13	CD3D	0.061224489795918366	0.061224489795918366
res1.0_seed0	13	CD3E	0.061224489795918366	0.08163265306122448
res1.0_seed0	13	CD3G	0.013605442176870748	0.013605442176870748
res1.0_seed0	13	CD247	0.027210884353741496	0.027210884353741496
res1.0_seed0	13	LCK	0.02040816326530612	0.02040816326530612
res1.0_seed0	13	CD2	0.034013605442176874	0.04081632653061224
res1.0_seed0	13	CD4	0.0	0.0
res1.0_seed0	13	CD8A	0.0	0.0
res1.0_seed0	13	CD8B	0.027210884353741496	0.027210884353741496
res1.0_seed0	13	LYZ	0.0	0.0
res1.0_seed0	13	LST1	0.14965986394557823	0.1836734693877551
res1.0_seed0	13	CSF1R	0.21768707482993196	0.2925170068027211
res1.0_seed0	13	MS4A1	0.0	0.0
res1.0_seed0	13	CD79A	0.0	0.0
res1.0_seed0	13	NKG7	0.013605442176870748	0.02040816326530612
res1.0_seed0	13	MKI67	0.19727891156462585	0.3333333333333333
res1.0_seed0	14	CD3D	0.0228310502283105	0.0228310502283105
res1.0_seed0	14	CD3E	0.1141552511415525	0.1735159817351598
res1.0_seed0	14	CD3G	0.0365296803652968	0.0365296803652968
res1.0_seed0	14	CD247	0.0684931506849315	0.0821917808219178
res1.0_seed0	14	LCK	0.0365296803652968	0.045662100456621
res1.0_seed0	14	CD2	0.1232876712328767	0.1278538812785388
res1.0_seed0	14	CD4	0.0091324200913242	0.0091324200913242
res1.0_seed0	14	CD8A	0.0	0.0
res1.0_seed0	14	CD8B	0.0776255707762557	0.0867579908675799
res1.0_seed0	14	LYZ	0.0958904109589041	0.1187214611872146
res1.0_seed0	14	LST1	0.2922374429223744	0.4018264840182648
res1.0_seed0	14	CSF1R	0.8949771689497716	4.680365296803653
res1.0_seed0	14	MS4A1	0.0	0.0
res1.0_seed0	14	CD79A	0.0136986301369863	0.0182648401826484
res1.0_seed0	14	NKG7	0.0091324200913242	0.0091324200913242
res1.0_seed0	14	MKI67	0.2328767123287671	0.6529680365296804
res1.0_seed0	15	CD3D	0.0	0.0
res1.0_seed0	15	CD3E	0.0	0.0
res1.0_seed0	15	CD3G	0.0	0.0
res1.0_seed0	15	CD247	0.08333333333333333	0.08333333333333333
res1.0_seed0	15	LCK	0.0	0.0
res1.0_seed0	15	CD2	0.0	0.0
res1.0_seed0	15	CD4	0.0	0.0
res1.0_seed0	15	CD8A	0.0	0.0
res1.0_seed0	15	CD8B	0.16666666666666666	0.3333333333333333
res1.0_seed0	15	LYZ	0.0	0.0
res1.0_seed0	15	LST1	0.16666666666666666	0.16666666666666666
res1.0_seed0	15	CSF1R	0.16666666666666666	0.16666666666666666
res1.0_seed0	15	MS4A1	0.0	0.0
res1.0_seed0	15	CD79A	0.0	0.0
res1.0_seed0	15	NKG7	0.0	0.0
res1.0_seed0	15	MKI67	0.0	0.0
res1.0_seed0	16	CD3D	0.0	0.0
res1.0_seed0	16	CD3E	0.11764705882352941	0.17647058823529413
res1.0_seed0	16	CD3G	0.17647058823529413	0.17647058823529413
res1.0_seed0	16	CD247	0.058823529411764705	0.17647058823529413
res1.0_seed0	16	LCK	0.0	0.0
res1.0_seed0	16	CD2	0.0	0.0
res1.0_seed0	16	CD4	0.0	0.0
res1.0_seed0	16	CD8A	0.0	0.0
res1.0_seed0	16	CD8B	0.0	0.0
res1.0_seed0	16	LYZ	0.0	0.0
res1.0_seed0	16	LST1	0.058823529411764705	0.17647058823529413
res1.0_seed0	16	CSF1R	0.17647058823529413	1.0
res1.0_seed0	16	MS4A1	0.0	0.0
res1.0_seed0	16	CD79A	0.0	0.0
res1.0_seed0	16	NKG7	0.0	0.0
res1.0_seed0	16	MKI67	0.0	0.0
res1.0_seed42	0	CD3D	0.00792393026941363	0.009508716323296355
res1.0_seed42	0	CD3E	0.022187004754358162	0.022187004754358162
res1.0_seed42	0	CD3G	0.017432646592709985	0.017432646592709985
res1.0_seed42	0	CD247	0.017432646592709985	0.02377179080824089
res1.0_seed42	0	LCK	0.00792393026941363	0.00792393026941363
res1.0_seed42	0	CD2	0.02377179080824089	0.025356576862123614
res1.0_seed42	0	CD4	0.004754358161648178	0.004754358161648178
res1.0_seed42	0	CD8A	0.0	0.0
res1.0_seed42	0	CD8B	0.014263074484944533	0.01584786053882726
res1.0_seed42	0	LYZ	0.00792393026941363	0.00792393026941363
res1.0_seed42	0	LST1	0.098256735340729	0.1109350237717908
res1.0_seed42	0	CSF1R	0.1473851030110935	0.196513470681458
res1.0_seed42	0	MS4A1	0.001584786053882726	0.001584786053882726
res1.0_seed42	0	CD79A	0.001584786053882726	0.001584786053882726
res1.0_seed42	0	NKG7	0.001584786053882726	0.001584786053882726
res1.0_seed42	0	MKI67	0.0491283676703645	0.058637083993660855
res1.0_seed42	1	CD3D	0.005076142131979695	0.005076142131979695
res1.0_seed42	1	CD3E	0.015228426395939087	0.015228426395939087
res1.0_seed42	1	CD3G	0.005076142131979695	0.005076142131979695
res1.0_seed42	1	CD247	0.0	0.0
res1.0_seed42	1	LCK	0.015228426395939087	0.015228426395939087
res1.0_seed42	1	CD2	0.02030456852791878	0.02030456852791878
res1.0_seed42	1	CD4	0.0	0.0
res1.0_seed42	1	CD8A	0.0	0.0
res1.0_seed42	1	CD8B	0.01015228426395939	0.01015228426395939
res1.0_seed42	1	LYZ	0.005076142131979695	0.005076142131979695
res1.0_seed42	1	LST1	0.050761421319796954	0.06091370558375635
res1.0_seed42	1	CSF1R	0.1065989847715736	0.15228426395939088
res1.0_seed42	1	MS4A1	0.0	0.0
res1.0_seed42	1	CD79A	0.0	0.0
res1.0_seed42	1	NKG7	0.005076142131979695	0.005076142131979695
res1.0_seed42	1	MKI67	0.015228426395939087	0.015228426395939087
res1.0_seed42	2	CD3D	0.00931098696461825	0.010242085661080074
res1.0_seed42	2	CD3E	0.01675977653631285	0.017690875232774673
res1.0_seed42	2	CD3G	0.0074487895716946	0.008379888268156424
res1.0_seed42	2	CD247	0.0111731843575419	0.0111731843575419
res1.0_seed42	2	LCK	0.00186219739292365	0.00186219739292365
res1.0_seed42	2	CD2	0.025139664804469275	0.0260707635009311
res1.0_seed42	2	CD4	0.002793296089385475	0.002793296089385475
res1.0_seed42	2	CD8A	0.0	0.0
res1.0_seed42	2	CD8B	0.0074487895716946	0.0074487895716946
res1.0_seed42	2	LYZ	0.00558659217877095	0.00558659217877095
res1.0_seed42	2	LST1	0.06517690875232775	0.07076350093109869
res1.0_seed42	2	CSF1R	0.1750465549348231	0.25605214152700184
res1.0_seed42	2	MS4A1	0.0	0.0
res1.0_seed42	2	CD79A	0.00186219739292365	0.00186219739292365
res1.0_seed42	2	NKG7	0.00186219739292365	0.00186219739292365
res1.0_seed42	2	MKI67	0.04562383612662942	0.061452513966480445
res1.0_seed42	3	CD3D	0.0070921985815602835	0.0070921985815602835
res1.0_seed42	3	CD3E	0.011347517730496455	0.018439716312056736
res1.0_seed42	3	CD3G	0.00851063829787234	0.00851063829787234
res1.0_seed42	3	CD247	0.011347517730496455	0.015602836879432624
res1.0_seed42	3	LCK	0.014184397163120567	0.014184397163120567
res1.0_seed42	3	CD2	0.009929078014184398	0.011347517730496455
res1.0_seed42	3	CD4	0.0028368794326241137	0.0028368794326241137
res1.0_seed42	3	CD8A	0.0014184397163120568	0.0014184397163120568
res1.0_seed42	3	CD8B	0.011347517730496455	0.014184397163120567
res1.0_seed42	3	LYZ	0.02127659574468085	0.024113475177304965
res1.0_seed42	3	LST1	0.04964539007092199	0.05531914893617021
res1.0_seed42	3	CSF1R	0.10921985815602837	0.15602836879432624
res1.0_seed42	3	MS4A1	0.0	0.0
res1.0_seed42	3	CD79A	0.0014184397163120568	0.0014184397163120568
res1.0_seed42	3	NKG7	0.0070921985815602835	0.00851063829787234
res1.0_seed42	3	MKI67	0.06524822695035461	0.23120567375886525
res1.0_seed42	4	CD3D	0.014925373134328358	0.017057569296375266
res1.0_seed42	4	CD3E	0.031982942430703626	0.04477611940298507
res1.0_seed42	4	CD3G	0.019189765458422176	0.021321961620469083
res1.0_seed42	4	CD247	0.010660980810234541	0.010660980810234541
res1.0_seed42	4	LCK	0.014925373134328358	0.014925373134328358
res1.0_seed42	4	CD2	0.07462686567164178	0.08742004264392324
res1.0_seed42	4	CD4	0.006396588486140725	0.006396588486140725
res1.0_seed42	4	CD8A	0.0042643923240938165	0.0042643923240938165
res1.0_seed42	4	CD8B	0.01279317697228145	0.01279317697228145
res1.0_seed42	4	LYZ	0.07462686567164178	0.1257995735607676
res1.0_seed42	4	LST1	0.2515991471215352	0.3091684434968017
res1.0_seed42	4	CSF1R	0.579957356076759	1.6396588486140724
res1.0_seed42	4	MS4A1	0.0	0.0
res1.0_seed42	4	CD79A	0.0021321961620469083	0.0021321961620469083
res1.0_seed42	4	NKG7	0.0021321961620469083	0.0021321961620469083
res1.0_seed42	4	MKI67	0.08528784648187633	0.17057569296375266
res1.0_seed42	5	CD3D	0.007009345794392523	0.009345794392523364
res1.0_seed42	5	CD3E	0.014018691588785047	0.014018691588785047
res1.0_seed42	5	CD3G	0.007009345794392523	0.007009345794392523
res1.0_seed42	5	CD247	0.011682242990654205	0.016355140186915886
res1.0_seed42	5	LCK	0.004672897196261682	0.004672897196261682
res1.0_seed42	5	CD2	0.007009345794392523	0.007009345794392523
res1.0_seed42	5	CD4	0.0	0.0
res1.0_seed42	5	CD8A	0.0	0.0
res1.0_seed42	5	CD8B	0.009345794392523364	0.009345794392523364
res1.0_seed42	5	LYZ	0.011682242990654205	0.011682242990654205
res1.0_seed42	5	LST1	0.09579439252336448	0.10046728971962617
res1.0_seed42	5	CSF1R	0.11214953271028037	0.1542056074766355
res1.0_seed42	5	MS4A1	0.002336448598130841	0.002336448598130841
res1.0_seed42	5	CD79A	0.0	0.0
res1.0_seed42	5	NKG7	0.007009345794392523	0.007009345794392523
res1.0_seed42	5	MKI67	0.04439252336448598	0.053738317757009345
res1.0_seed42	6	CD3D	0.02689486552567237	0.029339853300733496
res1.0_seed42	6	CD3E	0.05378973105134474	0.10513447432762836
res1.0_seed42	6	CD3G	0.02689486552567237	0.03667481662591687
res1.0_seed42	6	CD247	0.05134474327628362	0.08801955990220049
res1.0_seed42	6	LCK	0.02444987775061125	0.029339853300733496
res1.0_seed42	6	CD2	0.0488997555012225	0.05623471882640587
res1.0_seed42	6	CD4	0.012224938875305624	0.012224938875305624
res1.0_seed42	6	CD8A	0.0	0.0
res1.0_seed42	6	CD8B	0.03178484107579462	0.03178484107579462
res1.0_seed42	6	LYZ	0.014669926650366748	0.017114914425427872
res1.0_seed42	6	LST1	0.13691931540342298	0.15647921760391198
res1.0_seed42	6	CSF1R	0.2078239608801956	0.26894865525672373
res1.0_seed42	6	MS4A1	0.0	0.0
res1.0_seed42	6	CD79A	0.009779951100244499	0.009779951100244499
res1.0_seed42	6	NKG7	0.007334963325183374	0.007334963325183374
res1.0_seed42	6	MKI67	0.08312958435207823	0.1100244498777506
res1.0_seed42	7	CD3D	0.02575107296137339	0.03862660944206009
res1.0_seed42	7	CD3E	0.04291845493562232	0.055793991416309016
res1.0_seed42	7	CD3G	0.017167381974248927	0.02145922746781116
res1.0_seed42	7	CD247	0.06866952789699571	0.08583690987124463
res1.0_seed42	7	LCK	0.004291845493562232	0.004291845493562232
res1.0_seed42	7	CD2	0.02145922746781116	0.02145922746781116
res1.0_seed42	7	CD4	0.004291845493562232	0.004291845493562232
res1.0_seed42	7	CD8A	0.0	0.0
res1.0_seed42	7	CD8B	0.02575107296137339	0.02575107296137339
res1.0_seed42	7	LYZ	0.012875536480686695	0.012875536480686695
res1.0_seed42	7	LST1	0.14163090128755365	0.16738197424892703
res1.0_seed42	7	CSF1R	0.2832618025751073	0.51931330472103
res1.0_seed42	7	MS4A1	0.0	0.0
res1.0_seed42	7	CD79A	0.004291845493562232	0.004291845493562232
res1.0_seed42	7	NKG7	0.004291845493562232	0.004291845493562232
res1.0_seed42	7	MKI67	0.6824034334763949	2.128755364806867
res1.0_seed42	8	CD3D	0.012096774193548387	0.012096774193548387
res1.0_seed42	8	CD3E	0.024193548387096774	0.03225806451612903
res1.0_seed42	8	CD3G	0.004032258064516129	0.004032258064516129
res1.0_seed42	8	CD247	0.012096774193548387	0.016129032258064516
res1.0_seed42	8	LCK	0.016129032258064516	0.020161290322580645
res1.0_seed42	8	CD2	0.036290322580645164	0.04032258064516129
res1.0_seed42	8	CD4	0.004032258064516129	0.004032258064516129
res1.0_seed42	8	CD8A	0.0	0.0
res1.0_seed42	8	CD8B	0.020161290322580645	0.020161290322580645
res1.0_seed42	8	LYZ	0.004032258064516129	0.004032258064516129
res1.0_seed42	8	LST1	0.05241935483870968	0.07258064516129033
res1.0_seed42	8	CSF1R	0.8991935483870968	5.838709677419355
res1.0_seed42	8	MS4A1	0.0	0.0
res1.0_seed42	8	CD79A	0.0	0.0
res1.0_seed42	8	NKG7	0.008064516129032258	0.008064516129032258
res1.0_seed42	8	MKI67	0.04838709677419355	0.06048387096774194
res1.0_seed42	9	CD3D	0.25477707006369427	0.36942675159235666
res1.0_seed42	9	CD3E	0.5987261146496815	1.356687898089172
res1.0_seed42	9	CD3G	0.33121019108280253	0.4968152866242038
res1.0_seed42	9	CD247	0.35668789808917195	0.5159235668789809
res1.0_seed42	9	LCK	0.24203821656050956	0.28662420382165604
res1.0_seed42	9	CD2	0.29936305732484075	0.4140127388535032
res1.0_seed42	9	CD4	0.07006369426751592	0.08917197452229299
res1.0_seed42	9	CD8A	0.012738853503184714	0.012738853503184714
res1.0_seed42	9	CD8B	0.050955414012738856	0.06369426751592357
res1.0_seed42	9	LYZ	0.0	0.0
res1.0_seed42	9	LST1	0.07006369426751592	0.08280254777070063
res1.0_seed42	9	CSF1R	0.11464968152866242	0.14012738853503184
res1.0_seed42	9	MS4A1	0.0	0.0
res1.0_seed42	9	CD79A	0.05732484076433121	0.05732484076433121
res1.0_seed42	9	NKG7	0.08917197452229299	0.1337579617834395
res1.0_seed42	9	MKI67	0.08280254777070063	0.21019108280254778
res1.0_seed42	10	CD3D	0.018518518518518517	0.018518518518518517
res1.0_seed42	10	CD3E	0.10185185185185185	0.1388888888888889
res1.0_seed42	10	CD3G	0.0	0.0
res1.0_seed42	10	CD247	0.027777777777777776	0.027777777777777776
res1.0_seed42	10	LCK	0.06481481481481481	0.06481481481481481
res1.0_seed42	10	CD2	0.05555555555555555	0.06481481481481481
res1.0_seed42	10	CD4	0.0	0.0
res1.0_seed42	10	CD8A	0.009259259259259259	0.009259259259259259
res1.0_seed42	10	CD8B	0.05555555555555555	0.06481481481481481
res1.0_seed42	10	LYZ	0.027777777777777776	0.027777777777777776
res1.0_seed42	10	LST1	0.23148148148148148	0.28703703703703703
res1.0_seed42	10	CSF1R	0.35185185185185186	0.7685185185185185
res1.0_seed42	10	MS4A1	0.0	0.0
res1.0_seed42	10	CD79A	0.009259259259259259	0.009259259259259259
res1.0_seed42	10	NKG7	0.05555555555555555	0.05555555555555555
res1.0_seed42	10	MKI67	0.21296296296296297	0.5092592592592593
res1.0_seed42	11	CD3D	0.012254901960784314	0.014705882352941176
res1.0_seed42	11	CD3E	0.02696078431372549	0.041666666666666664
res1.0_seed42	11	CD3G	0.012254901960784314	0.012254901960784314
res1.0_seed42	11	CD247	0.03431372549019608	0.0392156862745098
res1.0_seed42	11	LCK	0.01715686274509804	0.022058823529411766
res1.0_seed42	11	CD2	0.0392156862745098	0.049019607843137254
res1.0_seed42	11	CD4	0.01715686274509804	0.01715686274509804
res1.0_seed42	11	CD8A	0.004901960784313725	0.004901960784313725
res1.0_seed42	11	CD8B	0.012254901960784314	0.012254901960784314
res1.0_seed42	11	LYZ	0.004901960784313725	0.004901960784313725
res1.0_seed42	11	LST1	0.11519607843137254	0.12990196078431374
res1.0_seed42	11	CSF1R	0.2181372549019608	0.3431372549019608
res1.0_seed42	11	MS4A1	0.0	0.0
res1.0_seed42	11	CD79A	0.0024509803921568627	0.0024509803921568627
res1.0_seed42	11	NKG7	0.004901960784313725	0.004901960784313725
res1.0_seed42	11	MKI67	0.049019607843137254	0.06372549019607843
res1.0_seed42	12	CD3D	0.0030581039755351682	0.0030581039755351682
res1.0_seed42	12	CD3E	0.009174311926605505	0.009174311926605505
res1.0_seed42	12	CD3G	0.01529051987767584	0.01529051987767584
res1.0_seed42	12	CD247	0.0061162079510703364	0.012232415902140673
res1.0_seed42	12	LCK	0.009174311926605505	0.009174311926605505
res1.0_seed42	12	CD2	0.03058103975535168	0.03363914373088685
res1.0_seed42	12	CD4	0.009174311926605505	0.009174311926605505
res1.0_seed42	12	CD8A	0.0	0.0
res1.0_seed42	12	CD8B	0.012232415902140673	0.012232415902140673
res1.0_seed42	12	LYZ	0.0061162079510703364	0.009174311926605505
res1.0_seed42	12	LST1	0.09785932721712538	0.10091743119266056
res1.0_seed42	12	CSF1R	0.1620795107033639	0.19571865443425077
res1.0_seed42	12	MS4A1	0.0	0.0
res1.0_seed42	12	CD79A	0.0030581039755351682	0.0030581039755351682
res1.0_seed42	12	NKG7	0.0030581039755351682	0.0030581039755351682
res1.0_seed42	12	MKI67	0.07033639143730887	0.09174311926605505
res1.0_seed42	13	CD3D	0.06164383561643835	0.06164383561643835
res1.0_seed42	13	CD3E	0.0547945205479452	0.06164383561643835
res1.0_seed42	13	CD3G	0.0136986301369863	0.0136986301369863
res1.0_seed42	13	CD247	0.0273972602739726	0.0273972602739726
res1.0_seed42	13	LCK	0.02054794520547945	0.02054794520547945
res1.0_seed42	13	CD2	0.03424657534246575	0.0410958904109589
res1.0_seed42	13	CD4	0.00684931506849315	0.00684931506849315
res1.0_seed42	13	CD8A	0.0	0.0
res1.0_seed42	13	CD8B	0.02054794520547945	0.02054794520547945
res1.0_seed42	13	LYZ	0.0	0.0
res1.0_seed42	13	LST1	0.15753424657534246	0.1917808219178082
res1.0_seed42	13	CSF1R	0.2054794520547945	0.2808219178082192
res1.0_seed42	13	MS4A1	0.0	0.0
res1.0_seed42	13	CD79A	0.0	0.0
res1.0_seed42	13	NKG7	0.0136986301369863	0.02054794520547945
res1.0_seed42	13	MKI67	0.18493150684931506	0.2876712328767123
res1.0_seed42	14	CD3D	0.039285714285714285	0.04285714285714286
res1.0_seed42	14	CD3E	0.09285714285714286	0.1392857142857143
res1.0_seed42	14	CD3G	0.03571428571428571	0.03571428571428571
res1.0_seed42	14	CD247	0.075	0.08928571428571429
res1.0_seed42	14	LCK	0.02857142857142857	0.03571428571428571
res1.0_seed42	14	CD2	0.11071428571428571	0.11428571428571428
res1.0_seed42	14	CD4	0.007142857142857143	0.007142857142857143
res1.0_seed42	14	CD8A	0.0	0.0
res1.0_seed42	14	CD8B	0.07142857142857142	0.07857142857142857
res1.0_seed42	14	LYZ	0.08214285714285714	0.1
res1.0_seed42	14	LST1	0.3	0.4142857142857143
res1.0_seed42	14	CSF1R	0.8321428571428572	4.007142857142857
res1.0_seed42	14	MS4A1	0.0	0.0
res1.0_seed42	14	CD79A	0.010714285714285714	0.014285714285714285
res1.0_seed42	14	NKG7	0.010714285714285714	0.010714285714285714
res1.0_seed42	14	MKI67	0.2357142857142857	0.5428571428571428
res1.0_seed42	15	CD3D	0.0	0.0
res1.0_seed42	15	CD3E	0.0	0.0
res1.0_seed42	15	CD3G	0.0	0.0
res1.0_seed42	15	CD247	0.08333333333333333	0.08333333333333333
res1.0_seed42	15	LCK	0.0	0.0
res1.0_seed42	15	CD2	0.0	0.0
res1.0_seed42	15	CD4	0.0	0.0
res1.0_seed42	15	CD8A	0.0	0.0
res1.0_seed42	15	CD8B	0.16666666666666666	0.3333333333333333
res1.0_seed42	15	LYZ	0.0	0.0
res1.0_seed42	15	LST1	0.16666666666666666	0.16666666666666666
res1.0_seed42	15	CSF1R	0.16666666666666666	0.16666666666666666
res1.0_seed42	15	MS4A1	0.0	0.0
res1.0_seed42	15	CD79A	0.0	0.0
res1.0_seed42	15	NKG7	0.0	0.0
res1.0_seed42	15	MKI67	0.0	0.0
res1.0_seed42	16	CD3D	0.0	0.0
res1.0_seed42	16	CD3E	0.11764705882352941	0.17647058823529413
res1.0_seed42	16	CD3G	0.17647058823529413	0.17647058823529413
res1.0_seed42	16	CD247	0.058823529411764705	0.17647058823529413
res1.0_seed42	16	LCK	0.0	0.0
res1.0_seed42	16	CD2	0.0	0.0
res1.0_seed42	16	CD4	0.0	0.0
res1.0_seed42	16	CD8A	0.0	0.0
res1.0_seed42	16	CD8B	0.0	0.0
res1.0_seed42	16	LYZ	0.0	0.0
res1.0_seed42	16	LST1	0.058823529411764705	0.17647058823529413
res1.0_seed42	16	CSF1R	0.17647058823529413	1.0
res1.0_seed42	16	MS4A1	0.0	0.0
res1.0_seed42	16	CD79A	0.0	0.0
res1.0_seed42	16	NKG7	0.0	0.0
res1.0_seed42	16	MKI67	0.0	0.0
