gene	sample	reported_donor	mapping_status	raw_count	CPM	observation
SMG7	B_BC_CAR_T	B	exact_unique	10998	196.5059919586918	positive_assigned_pairs
SMG7	B_T_cell	B	exact_unique	8491	175.09087620642015	positive_assigned_pairs
SMG7	E_B7H3_CAR_T	E	exact_unique	9220	186.21785121484527	positive_assigned_pairs
SMG7	E_BC_CAR_T	E	exact_unique	7744	195.902490951779	positive_assigned_pairs
SMG7	E_T_cell	E	exact_unique	6253	168.11330228968274	positive_assigned_pairs
SMG7	M_B7H3_CAR_T	M	exact_unique	9190	193.1682709407175	positive_assigned_pairs
SMG7	M_BC_CAR_T	M	exact_unique	9202	204.14235044426474	positive_assigned_pairs
SMG7	M_T_cell	M	exact_unique	8013	177.89494270186609	positive_assigned_pairs
TBCK	B_B7H3_CAR_T	B	exact_unique	1138	19.979447854791058	positive_assigned_pairs
TBCK	B_BC_CAR_T	B	exact_unique	1187	21.208639066645496	positive_assigned_pairs
TBCK	B_T_cell	B	exact_unique	1149	23.693253652240816	positive_assigned_pairs
TBCK	E_B7H3_CAR_T	E	exact_unique	900	18.177447515548888	positive_assigned_pairs
TBCK	E_BC_CAR_T	E	exact_unique	741	18.745318413645176	positive_assigned_pairs
TBCK	E_T_cell	E	exact_unique	751	20.190802817775747	positive_assigned_pairs
TBCK	M_B7H3_CAR_T	M	exact_unique	904	19.001536118651646	positive_assigned_pairs
TBCK	M_BC_CAR_T	M	exact_unique	920	20.409798131789127	positive_assigned_pairs
TBCK	M_T_cell	M	exact_unique	937	20.80214168372002	positive_assigned_pairs
TET2	B_B7H3_CAR_T	B	exact_unique	3445	60.48259917377434	positive_assigned_pairs
TET2	B_BC_CAR_T	B	exact_unique	3494	62.428799409317065	positive_assigned_pairs
TET2	B_T_cell	B	exact_unique	2944	60.70751849625497	positive_assigned_pairs
TET2	E_B7H3_CAR_T	E	exact_unique	3318	67.0141898406569	positive_assigned_pairs
TET2	E_BC_CAR_T	E	exact_unique	2527	63.92634228243098	positive_assigned_pairs
TET2	E_T_cell	E	exact_unique	2371	63.744864821499725	positive_assigned_pairs
TET2	M_B7H3_CAR_T	M	exact_unique	3075	64.63464996112147	positive_assigned_pairs
TET2	M_BC_CAR_T	M	exact_unique	2515	55.794176414619194	positive_assigned_pairs
TET2	M_T_cell	M	exact_unique	2913	64.67090578940919	positive_assigned_pairs
TNFRSF1A	B_B7H3_CAR_T	B	exact_unique	835	14.65978818870873	positive_assigned_pairs
TNFRSF1A	B_BC_CAR_T	B	exact_unique	1338	23.90662095296687	positive_assigned_pairs
TNFRSF1A	B_T_cell	B	exact_unique	1149	23.693253652240816	positive_assigned_pairs
TNFRSF1A	E_B7H3_CAR_T	E	exact_unique	1233	24.903103096301976	positive_assigned_pairs
TNFRSF1A	E_BC_CAR_T	E	exact_unique	772	19.529535513271355	positive_assigned_pairs
TNFRSF1A	E_T_cell	E	exact_unique	932	25.057028263870833	positive_assigned_pairs
TNFRSF1A	M_B7H3_CAR_T	M	exact_unique	337	7.0835372477716865	positive_assigned_pairs
TNFRSF1A	M_BC_CAR_T	M	exact_unique	276	6.122939439536738	positive_assigned_pairs
TNFRSF1A	M_T_cell	M	exact_unique	678	15.052136671891327	positive_assigned_pairs
TSEN15	B_B7H3_CAR_T	B	exact_unique	2746	48.21051301340619	positive_assigned_pairs
TSEN15	B_BC_CAR_T	B	exact_unique	2219	39.647826528126664	positive_assigned_pairs
TSEN15	B_T_cell	B	exact_unique	2108	43.468562836313005	positive_assigned_pairs
TSEN15	E_B7H3_CAR_T	E	exact_unique	2243	45.30223864152906	positive_assigned_pairs
TSEN15	E_BC_CAR_T	E	exact_unique	1756	44.422104094954015	positive_assigned_pairs
TSEN15	E_T_cell	E	exact_unique	1642	44.14553691982393	positive_assigned_pairs
TSEN15	M_B7H3_CAR_T	M	exact_unique	1766	37.120257506127	positive_assigned_pairs
TSEN15	M_BC_CAR_T	M	exact_unique	1915	42.48343850258281	positive_assigned_pairs
TSEN15	M_T_cell	M	exact_unique	1875	41.6264841589915	positive_assigned_pairs
VWF	B_B7H3_CAR_T	B	exact_unique	0	0.0	zero_assigned_pairs
VWF	B_BC_CAR_T	B	exact_unique	0	0.0	zero_assigned_pairs
VWF	B_T_cell	B	exact_unique	8	0.16496608287025807	positive_assigned_pairs
VWF	E_B7H3_CAR_T	E	exact_unique	0	0.0	zero_assigned_pairs
VWF	E_BC_CAR_T	E	exact_unique	5	0.12648662897196475	positive_assigned_pairs
VWF	E_T_cell	E	exact_unique	0	0.0	zero_assigned_pairs
VWF	M_B7H3_CAR_T	M	exact_unique	4	0.08407759344536127	positive_assigned_pairs
VWF	M_BC_CAR_T	M	exact_unique	5	0.11092281593363656	positive_assigned_pairs
VWF	M_T_cell	M	exact_unique	4	0.08880316620584854	positive_assigned_pairs
