gene	comparison	reported_donor	numerator_CPM	denominator_CPM	log2_ratio	status
PPA2	dual_vs_control	M	49.27191483772136	48.95274537097401	0.009375768295110045	descriptive_both_positive
PPA2	dual_vs_single	B	52.1728947553537	58.63915275483492	-0.16856377698293826	descriptive_both_positive
PPA2	dual_vs_single	E	57.247848272711245	57.157973854448166	0.002266692407654258	descriptive_both_positive
PPA2	dual_vs_single	M	49.27191483772136	38.88588696847958	0.34151889336418695	descriptive_both_positive
RGL1	single_vs_control	B	2.2999188655339444	1.2784871422445	0.8471453165143418	descriptive_both_positive
RGL1	single_vs_control	E	1.1512383426514297	0.18819656421362213	2.612874352731505	descriptive_both_positive
RGL1	single_vs_control	M	5.864412142813948	3.196913983410547	0.8753065703590069	descriptive_both_positive
RGL1	dual_vs_control	B	1.5544663848341684	1.2784871422445	0.2819817674367164	descriptive_both_positive
RGL1	dual_vs_control	E	2.3526512988785444	0.18819656421362213	3.6439753105348007	descriptive_both_positive
RGL1	dual_vs_control	M	5.191187785694191	3.196913983410547	0.6993847493341043	descriptive_both_positive
RGL1	dual_vs_single	B	1.5544663848341684	2.2999188655339444	-0.5651635490776254	descriptive_both_positive
RGL1	dual_vs_single	E	2.3526512988785444	1.1512383426514297	1.031100957803296	descriptive_both_positive
RGL1	dual_vs_single	M	5.191187785694191	5.864412142813948	-0.17592182102490259	descriptive_both_positive
SMG7	single_vs_control	B	226.74390952954877	175.09087620642015	0.3729598911910148	descriptive_both_positive
SMG7	single_vs_control	E	186.21785121484527	168.11330228968274	0.1475574940299335	descriptive_both_positive
SMG7	single_vs_control	M	193.1682709407175	177.89494270186609	0.11883264479226249	descriptive_both_positive
SMG7	dual_vs_control	B	196.5059919586918	175.09087620642015	0.16646939605779118	descriptive_both_positive
SMG7	dual_vs_control	E	195.902490951779	168.11330228968274	0.2207018568478338	descriptive_both_positive
SMG7	dual_vs_control	M	204.14235044426474	177.89494270186609	0.1985500109399911	descriptive_both_positive
SMG7	dual_vs_single	B	196.5059919586918	226.74390952954877	-0.20649049513322368	descriptive_both_positive
SMG7	dual_vs_single	E	195.902490951779	186.21785121484527	0.07314436281790052	descriptive_both_positive
SMG7	dual_vs_single	M	204.14235044426474	193.1682709407175	0.0797173661477287	descriptive_both_positive
TBCK	single_vs_control	B	19.979447854791058	23.693253652240816	-0.24595961497576468	descriptive_both_positive
TBCK	single_vs_control	E	18.177447515548888	20.190802817775747	-0.1515486456728676	descriptive_both_positive
TBCK	single_vs_control	M	19.001536118651646	20.80214168372002	-0.13061601527186728	descriptive_both_positive
TBCK	dual_vs_control	B	21.208639066645496	23.693253652240816	-0.159824281029343	descriptive_both_positive
TBCK	dual_vs_control	E	18.745318413645176	20.190802817775747	-0.10716794372406449	descriptive_both_positive
TBCK	dual_vs_control	M	20.409798131789127	20.80214168372002	-0.02747015552179939	descriptive_both_positive
TBCK	dual_vs_single	B	21.208639066645496	19.979447854791058	0.08613533394642169	descriptive_both_positive
TBCK	dual_vs_single	E	18.745318413645176	18.177447515548888	0.044380701948803204	descriptive_both_positive
TBCK	dual_vs_single	M	20.409798131789127	19.001536118651646	0.10314585975006788	descriptive_both_positive
TET2	single_vs_control	B	60.48259917377434	60.70751849625497	-0.005355063101592413	descriptive_both_positive
TET2	single_vs_control	E	67.0141898406569	63.744864821499725	0.07215748409822262	descriptive_both_positive
TET2	single_vs_control	M	64.63464996112147	64.67090578940919	-0.0008090310542519856	descriptive_both_positive
TET2	dual_vs_control	B	62.428799409317065	60.70751849625497	0.040336518834610015	descriptive_both_positive
TET2	dual_vs_control	E	63.92634228243098	63.744864821499725	0.004101422947140499	descriptive_both_positive
TET2	dual_vs_control	M	55.794176414619194	64.67090578940919	-0.21300227025444649	descriptive_both_positive
TET2	dual_vs_single	B	62.428799409317065	60.48259917377434	0.0456915819362027	descriptive_both_positive
TET2	dual_vs_single	E	63.92634228243098	67.0141898406569	-0.06805606115108181	descriptive_both_positive
TET2	dual_vs_single	M	55.794176414619194	64.63464996112147	-0.21219323920019448	descriptive_both_positive
TNFRSF1A	single_vs_control	B	14.65978818870873	23.693253652240816	-0.692612069920932	descriptive_both_positive
TNFRSF1A	single_vs_control	E	24.903103096301976	25.057028263870833	-0.008889799627074011	descriptive_both_positive
TNFRSF1A	single_vs_control	M	7.0835372477716865	15.052136671891327	-1.0874264219823537	descriptive_both_positive
TNFRSF1A	dual_vs_control	B	23.90662095296687	23.693253652240816	0.012933899970211146	descriptive_both_positive
TNFRSF1A	dual_vs_control	E	19.529535513271355	25.057028263870833	-0.35955768590182646	descriptive_both_positive
TNFRSF1A	dual_vs_control	M	6.122939439536738	15.052136671891327	-1.2976719751651626	descriptive_both_positive
TNFRSF1A	dual_vs_single	B	23.90662095296687	14.65978818870873	0.7055459698911433	descriptive_both_positive
TNFRSF1A	dual_vs_single	E	19.529535513271355	24.903103096301976	-0.3506678862747525	descriptive_both_positive
TNFRSF1A	dual_vs_single	M	6.122939439536738	7.0835372477716865	-0.210245553182809	descriptive_both_positive
TSEN15	single_vs_control	B	48.21051301340619	43.468562836313005	0.14937538387365273	descriptive_both_positive
TSEN15	single_vs_control	E	45.30223864152906	44.14553691982393	0.03731475393283462	descriptive_both_positive
TSEN15	single_vs_control	M	37.120257506127	41.6264841589915	-0.16529499265000785	descriptive_both_positive
TSEN15	dual_vs_control	B	39.647826528126664	43.468562836313005	-0.13273061746533985	descriptive_both_positive
TSEN15	dual_vs_control	E	44.422104094954015	44.14553691982393	0.009010139241926967	descriptive_both_positive
TSEN15	dual_vs_control	M	42.48343850258281	41.6264841589915	0.029398827734726133	descriptive_both_positive
TSEN15	dual_vs_single	B	39.647826528126664	48.21051301340619	-0.28210600133899244	descriptive_both_positive
TSEN15	dual_vs_single	E	44.422104094954015	45.30223864152906	-0.028304614690907885	descriptive_both_positive
TSEN15	dual_vs_single	M	42.48343850258281	37.120257506127	0.19469382038473423	descriptive_both_positive
VWF	single_vs_control	B	0.0	0.16496608287025807		zero_no_ratio
VWF	single_vs_control	E	0.0	0.0		zero_no_ratio
VWF	single_vs_control	M	0.08407759344536127	0.08880316620584854	-0.07888974002786817	descriptive_both_positive
VWF	dual_vs_control	B	0.0	0.16496608287025807		zero_no_ratio
VWF	dual_vs_control	E	0.12648662897196475	0.0		zero_no_ratio
VWF	dual_vs_control	M	0.11092281593363656	0.08880316620584854	0.3208731260803746	descriptive_both_positive
VWF	dual_vs_single	B	0.0	0.0		zero_no_ratio
VWF	dual_vs_single	E	0.12648662897196475	0.0		zero_no_ratio
VWF	dual_vs_single	M	0.11092281593363656	0.08407759344536127	0.3997628661082428	descriptive_both_positive
