sampleName	Breed/Type	Category	BIOSAMID	runID	sampleName2	sampleName3	sampleName4	Source	AlignmentCenter	Note	inVCF	inAnalyzedSNV	inAnalyzedCNV	effectiveAutosomalMeanCoverage	Sex
ACKR000001	Cocker Spaniel	Breed_Dogs	SAMN15625691	SRR12330404	FAM007075	12451		NHGRI	Michigan		YES	TRUE	TRUE	18.91	Female
ACKR000002	Cocker Spaniel	Breed_Dogs	SAMN15625692	SRR12330403	FAM007076	12452		NHGRI	Michigan		YES	TRUE	TRUE	18.4	Male
ACKR000003	Cocker Spaniel	Breed_Dogs	SAMN15625693	SRR12330292	FAM007077	12453		NHGRI	Michigan		YES	TRUE	TRUE	26.3	Female
AESK000001	American Eskimo Dog	Breed_Dogs	SAMN15625694	SRR12330181	FAM007058	8380		NHGRI	Michigan		YES	TRUE	TRUE	21.81	Male
AESK000002	American Eskimo Dog	Breed_Dogs	SAMN15625695	SRR12330084	FAM007068	10805		NHGRI	Michigan		YES	TRUE	TRUE	17.62	Female
AESK000003	American Eskimo Dog	Breed_Dogs	SAMN15625696	SRR12330073	FAM007069	10809		NHGRI	Michigan		YES	TRUE	TRUE	18.11	Female
AESK000004	American Eskimo Dog	Breed_Dogs	SAMN15625697	SRR12330062	FAM007301	15300		NHGRI	Uppsala		YES	TRUE	TRUE	18.78	Male
AESK000005	American Eskimo Dog	Breed_Dogs	SAMN15625698	SRR12330051	FAM007302	15301		NHGRI	Uppsala		YES	TRUE	TRUE	17.45	Male
AESK000006	American Eskimo Dog	Breed_Dogs	SAMN15625699	SRR12330040	FAM007303	15304		NHGRI	Uppsala		YES	TRUE	TRUE	17.61	Male
AFFN000001	Affenpinscher	Breed_Dogs	SAMN15625700	SRR12330029	FAM007292	33500		NHGRI	Michigan		YES	TRUE	TRUE	14.36	Female
AFFN000002	Affenpinscher	Breed_Dogs	SAMN15625701	SRR12330402	FAM007298	34310		NHGRI	Uppsala		NO	FALSE	FALSE	10.1	Male
AFFN000003	Affenpinscher	Breed_Dogs	SAMN15625702	SRR12330391	FAM007299	34314		NHGRI	Uppsala		YES	TRUE	TRUE	18.1	Female
AFFN000004	Affenpinscher	Breed_Dogs	SAMN20151343	SRR15100282	AFP021	FAM005191		Helsinki	Helsinki		YES	TRUE	TRUE	21.23	Female
AFFN000005	Affenpinscher	Breed_Dogs	SAMN20151344	SRR15100281	AFP023	FAM005192		Helsinki	Helsinki		YES	TRUE	TRUE	18.43	Male
AFFN000006	Affenpinscher	Breed_Dogs	SAMN20151345	SRR15100220	AFP025	FAM005193		Helsinki	Helsinki		YES	TRUE	TRUE	20.09	Male
AFGH000001	Afghan Hound	Breed_Dogs	SAMN29845568	SRR20326624	FAM004108	YP170308-001		RIT	Michigan		YES	TRUE	TRUE	19.65	Female
AFOX000001	American Foxhound	Breed_Dogs	SAMN15625703	SRR12330380	FAM007304	34454		NHGRI	Uppsala		YES	TRUE	TRUE	17.77	Male
AFOX000002	American Foxhound	Breed_Dogs	SAMN21035041	SRR16048740	AMK001A1	FAM006662		Helsinki	Helsinki		YES	TRUE	TRUE	19.18	Male
AFOX000003	American Foxhound	Breed_Dogs	SAMN21035042	SRR16048739	AMK002A1	FAM006663		Helsinki	Helsinki		YES	TRUE	TRUE	16.67	Female
AFOX000004	American Foxhound	Breed_Dogs	SAMN21035043	SRR16048460	AMK003A1	FAM006664		Helsinki	Helsinki		YES	TRUE	TRUE	19.21	Male
AFOX000005	American Foxhound	Breed_Dogs	SAMN21035044	SRR16048714	AMK004A1	FAM006665		Helsinki	Helsinki		YES	TRUE	TRUE	19.41	Female
AFOX000006	American Foxhound	Breed_Dogs	SAMN21035045	SRR16048547	AMK005A1	FAM006666		Helsinki	Helsinki		YES	TRUE	TRUE	19.23	Male
AFOX000007	American Foxhound	Breed_Dogs	SAMN21035046	SRR16048879	AMK006A1	FAM006667		Helsinki	Helsinki		YES	TRUE	TRUE	22.12	Male
AHRT000001	American Hairless Terrier	Breed_Dogs	SAMN15625704	SRR12330369	FAM007305	1118		NHGRI	Uppsala		YES	TRUE	TRUE	19.36	Male
AHRT000002	American Hairless Terrier	Breed_Dogs	SAMN15625705	SRR12330358	FAM007306	1121		NHGRI	Uppsala		YES	TRUE	TRUE	15.93	Female
AHRT000003	American Hairless Terrier	Breed_Dogs	SAMN15625706	SRR12330347	FAM007307	1124		NHGRI	Uppsala		YES	TRUE	TRUE	16.1	Female
AHRT000004	American Hairless Terrier	Breed_Dogs	SAMN20151348	SRR15100187	AKT061	FAM005196		Helsinki	Helsinki		YES	TRUE	TRUE	19.75	Female
AHRT000005	American Hairless Terrier	Breed_Dogs	SAMN20151349	SRR15100176	AKT062	FAM005197		Helsinki	Helsinki		YES	TRUE	TRUE	18	Male
AIRT000001	Airedale Terrier	Breed_Dogs	SAMN20151361	SRR15100222	AT242	FAM005209		Helsinki	Helsinki		YES	TRUE	TRUE	23.39	Male
AKBH000001	Akbash	Breed_Dogs	SAMN29845569	SRR20326623	FAM004015	ZTD16061324		RIT	Michigan	Bolvadin / Afyonkarahisar	YES	TRUE	TRUE	20.17	Female
AKBH000002	Akbash	Breed_Dogs	SAMN29845570	SRR20326622	FAM004033	ZTD16061326		RIT	Michigan		YES	TRUE	TRUE	19.69	Female
AKBH000003	Akbash	Breed_Dogs	SAMN29845571	SRR20326621	FAM004046	ZTD16061325		RIT	Michigan	Sivrihisar/Eskisehir	YES	TRUE	TRUE	20.34	Male
AKIN000001	Japanese Akita	Breed_Dogs	SAMN21036191	SRR15734646	AI003	FAM005466		Bern	Bern		YES	TRUE	TRUE	21.02	Female
AKIN000002	Japanese Akita	Breed_Dogs	SAMN21036192	SRR15734868	AI005	FAM005467		Bern	Bern		YES	TRUE	TRUE	17.82	Female
AKIT000001	American Akita	Breed_Dogs	SAMN15625707	SRR12330336	FAM007300	12758		NHGRI	Uppsala		YES	TRUE	TRUE	18.2	Female
AKIT000002	Japanese Akita	Breed_Dogs	SAMN20151346	SRR15100209	AKI132	FAM005194		Helsinki	Helsinki		YES	TRUE	TRUE	18.55	Male
AKIT000003	Japanese Akita	Breed_Dogs	SAMN20151347	SRR15100198	AKI142	FAM005195		Helsinki	Helsinki		YES	TRUE	TRUE	21.94	Female
AKIT000004	American Akita	Breed_Dogs	SAMN20151350	SRR15100165	AMA090	FAM005198		Helsinki	Helsinki		YES	TRUE	TRUE	18.25	Male
AKIT000005	American Akita	Breed_Dogs	SAMN20151351	SRR15100154	AMA091	FAM005199		Helsinki	Helsinki		YES	TRUE	TRUE	19.31	Male
AKIT000006	American Akita	Breed_Dogs	SAMN20151352	SRR15100143	AMA104	FAM005200		Helsinki	Helsinki		YES	TRUE	TRUE	21.78	Male
AKIT000007	American Akita	Breed_Dogs	SAMN20151353	SRR15100280	AMA136	FAM005201		Helsinki	Helsinki		YES	TRUE	TRUE	21.76	Male
AKIT000008	American Akita	Breed_Dogs	SAMN20151354	SRR15100269	AMA163	FAM005202		Helsinki	Helsinki		YES	TRUE	TRUE	19.06	Female
AKIT000009	American Akita	Breed_Dogs	SAMN21036183	SRR15734676	AE001	FAM005383		Bern	Bern		YES	TRUE	TRUE	21.29	Female
ALDB000001	Alpine Dachsbracke	Breed_Dogs	SAMN21036179	SRR15734805	AD001	FAM005547		Bern	Bern		YES	TRUE	TRUE	19.31	Male
ALDB000002	Alpine Dachsbracke	Breed_Dogs	SAMN21036180	SRR15734709	AD004	FAM005548		Bern	Bern		YES	TRUE	TRUE	17.08	Male
ALDB000003	Alpine Dachsbracke	Breed_Dogs	SAMN21036181	SRR15734698	AD010	FAM005549		Bern	Bern		YES	TRUE	TRUE	16.96	Female
ALDB000004	Alpine Dachsbracke	Breed_Dogs	SAMN21036182	SRR15734687	AD026	FAM005550		Bern	Bern		YES	TRUE	TRUE	16.71	Female
ALDB000005	Alpine Dachsbracke	Breed_Dogs	SAMN21035047	SRR16048868	AAK001A1	FAM006653		Helsinki	Helsinki		YES	TRUE	TRUE	17.59	Female
ALDB000006	Alpine Dachsbracke	Breed_Dogs	SAMN21035048	SRR16048857	AAK002A1	FAM006654		Helsinki	Helsinki		YES	TRUE	TRUE	20.94	Male
ALDB000007	Alpine Dachsbracke	Breed_Dogs	SAMN21035049	SRR16048818	AAK005A1	FAM006655		Helsinki	Helsinki		YES	TRUE	TRUE	18.9	Female
AMAL000001	Alaskan Malamute	Breed_Dogs	SAMN15625708	SRR12330325	FAM007241	30099		NHGRI	Michigan		YES	TRUE	TRUE	18.19	Female
AMAL000002	Alaskan Malamute	Breed_Dogs	SAMN19522718	SRR14750533	FAM006565	2-ADN7471		Rennes	Michigan		YES	TRUE	TRUE	17.99	Female
AMAL000003	Alaskan Malamute	Breed_Dogs	SAMN21036196	SRR15734816	AM006	FAM005471		Bern	Bern		YES	TRUE	TRUE	19.75	Male
AMBD000001	American Bulldog	Breed_Dogs	SAMN21036184	SRR15734665	AG001	FAM005384		Bern	Bern		YES	TRUE	TRUE	19.43	Female
AMBD000002	American Bulldog	Breed_Dogs	SAMN21035050	SRR16048807	ABI002A1	FAM006656		Helsinki	Helsinki		YES	TRUE	TRUE	17.01	Female
AMBD000003	American Bulldog	Breed_Dogs	SAMN21035051	SRR16048738	ABI005A1	FAM006657		Helsinki	Helsinki		YES	TRUE	TRUE	17.67	Female
AMBD000004	American Bulldog	Breed_Dogs	SAMN21035052	SRR16048642	ABI006A1	FAM006658		Helsinki	Helsinki		NO	FALSE	FALSE	18.95	Male
AMBD000005	American Bulldog	Breed_Dogs	SAMN21035053	SRR16048631	ABI007A1	FAM006659		Helsinki	Helsinki		YES	TRUE	TRUE	17.85	Male
AMBD000006	American Bulldog	Breed_Dogs	SAMN21035054	SRR16048592	ABI009A1	FAM006660		Helsinki	Helsinki		NO	FALSE	FALSE	17.95	Female
AMBD000007	American Bulldog	Breed_Dogs	SAMN21035055	SRR16048581	ABI012A1	FAM006661		Helsinki	Helsinki		YES	TRUE	TRUE	18.16	Male
AMST000001	American Staffordshire Terrier	Breed_Dogs	SAMN15625709	SRR12330314	FAM007308	24030		NHGRI	Uppsala		YES	TRUE	TRUE	17.46	Female
AMST000002	American Staffordshire Terrier	Breed_Dogs	SAMN15625710	SRR12330303	FAM007219	24262		NHGRI	Michigan		YES	TRUE	TRUE	18.61	Male
AMST000003	American Staffordshire Terrier	Breed_Dogs	SAMN15625711	SRR12330291	FAM007239	29583		NHGRI	Michigan		YES	TRUE	TRUE	20.41	Male
AMST000004	American Staffordshire Terrier	Breed_Dogs	SAMN21036206	SRR15734771	AS003	FAM005390		Bern	Bern		NO	FALSE	FALSE	17.63	Male
AMST000005	American Staffordshire Terrier	Breed_Dogs	SAMN21036207	SRR15734757	AS004	FAM005391		Bern	Bern		YES	TRUE	TRUE	18.96	Male
AMST000006	American Staffordshire Terrier	Breed_Dogs	SAMN20151360	SRR15100223	AST173	FAM005208		Helsinki	Helsinki		YES	TRUE	TRUE	20.68	Male
AMWS000001	American Water Spaniel	Breed_Dogs	SAMN15625712	SRR12330280	FAM007035	987		NHGRI	Michigan		YES	TRUE	TRUE	19.38	Male
AMWS000002	American Water Spaniel	Breed_Dogs	SAMN15625713	SRR12330269	FAM007036	988		NHGRI	Michigan		YES	TRUE	TRUE	19.94	Male
AMWS000003	American Water Spaniel	Breed_Dogs	SAMN15625714	SRR12330258	FAM007132	29580		NHGRI	Michigan		YES	TRUE	TRUE	17.48	Female
AMWS000004	American Water Spaniel	Breed_Dogs	SAMN21035056	SRR16048570	AVS002A1	FAM006671		Helsinki	Helsinki		YES	TRUE	TRUE	17.61	Female
AMWS000005	American Water Spaniel	Breed_Dogs	SAMN21035057	SRR16048504	AVS003A1	FAM006672		Helsinki	Helsinki		YES	TRUE	TRUE	20.24	Male
AMWS000006	American Water Spaniel	Breed_Dogs	SAMN21035058	SRR16048493	AVS001A1	FAM006815		Helsinki	Helsinki		YES	TRUE	TRUE	20.77	Female
ANAT000001	Anatolian Shepherd Dog	Breed_Dogs	SAMN15625715	SRR12330247	FAM007309	7584		NHGRI	Uppsala		YES	TRUE	TRUE	16.82	Male
ANAT000002	Anatolian Shepherd Dog	Breed_Dogs	SAMN29845305	SRR20326498	FAM004084	YPi2998		KIZ	Michigan	Turkey	NO	FALSE	FALSE	20.29	Male
ANAT000003	Anatolian Shepherd Dog	Breed_Dogs	SAMN21036208	SRR15734746	AT001	FAM005392		Bern	Bern		YES	TRUE	TRUE	19.66	Female
ANAT000004	Anatolian Shepherd Dog	Breed_Dogs	SAMN20151362	SRR15100221	ATP001	FAM005210		Helsinki	Helsinki		YES	TRUE	TRUE	21.62	Male
ANAT000005	Anatolian Shepherd Dog	Breed_Dogs	SAMN19522719	SRR14750392	FAM005924	2-ADN11820		Rennes	Michigan		YES	TRUE	TRUE	17.25	Male
ANAT000006	Anatolian Shepherd Dog	Breed_Dogs	SAMN19522720	SRR14750403	FAM005931	2-ADN12241		Rennes	Michigan		YES	TRUE	TRUE	16.83	Female
ANAT000007	Anatolian Shepherd Dog	Breed_Dogs	SAMN19522721	SRR14750414	FAM006586	2-ADN8782		Rennes	Michigan		YES	TRUE	TRUE	20.54	Male
ANFH000001	Anglo-Francais hound	Mixed/Other	SAMN19522722	SRR14750423	FAM005978	3-ADN1954		Rennes	Michigan		YES	TRUE	TRUE	17.88	Female
ANFH000002	Anglo-Francais hound	Mixed/Other	SAMN19522723	SRR14750434	FAM006518	3-ADN4034		Rennes	Michigan		YES	TRUE	TRUE	16.96	Female
ANFH000003	Anglo-Francais hound	Mixed/Other	SAMN19522724	SRR14750293	FAM005898	3-ADN10402		Rennes	Michigan		YES	TRUE	TRUE	19.08	Male
ANFH000004	Anglo-Francais hound	Mixed/Other	SAMN19522725	SRR14750304	FAM006584	3-ADN865		Rennes	Michigan		YES	TRUE	TRUE	19.84	Male
APPZ000001	Appenzeller Sennenhund	Breed_Dogs	SAMN21036197	SRR15734804	AP001	FAM005551		Bern	Bern		YES	TRUE	TRUE	17.03	Male
APPZ000002	Appenzeller Sennenhund	Breed_Dogs	SAMN21036198	SRR15734793	AP002	FAM005552		Bern	Bern		YES	TRUE	TRUE	18.5	Male
APPZ000003	Appenzeller Sennenhund	Breed_Dogs	SAMN21036202	SRR15734782	AP027	FAM005553		Bern	Bern		YES	TRUE	TRUE	19.83	Female
APPZ000004	Appenzeller Sennenhund	Breed_Dogs	SAMN20151356	SRR15100247	APZ032	FAM005204		Helsinki	Helsinki		YES	TRUE	TRUE	18.01	Female
APPZ000005	Appenzeller Sennenhund	Breed_Dogs	SAMN20151357	SRR15100236	APZ040	FAM005205		Helsinki	Helsinki		YES	TRUE	TRUE	18.05	Male
APPZ000006	Appenzeller Sennenhund	Breed_Dogs	SAMN20151358	SRR15100225	APZ041	FAM005206		Helsinki	Helsinki		YES	TRUE	TRUE	17.39	Female
APPZ000007	Appenzeller Sennenhund	Breed_Dogs	SAMN19522726	SRR14750315	FAM005932	2-ADN12281		Rennes	Michigan		YES	TRUE	TRUE	21.39	Male
APPZ000008	Appenzeller Sennenhund	Breed_Dogs	SAMN19522727	SRR14750446	FAM006543	2-ADN5442		Rennes	Michigan		YES	TRUE	TRUE	18.72	Female
APPZ000009	Appenzeller Sennenhund	Breed_Dogs	SAMN21036199	SRR16288924	AP003	FAM004600		Bern	Uppsala		YES	TRUE	TRUE	18.26	Female
APPZ000010	Appenzeller Sennenhund	Breed_Dogs	SAMN21036200	SRR16288923	AP019	FAM004601		Bern	Uppsala		YES	TRUE	TRUE	17.18	Female
APPZ000011	Appenzeller Sennenhund	Breed_Dogs	SAMN21036201	SRR16289012	AP025	FAM004602		Bern	Uppsala		YES	TRUE	TRUE	17.43	Male
APPZ000012	Appenzeller Sennenhund	Breed_Dogs	SAMN21036203	SRR16289001	AP030	FAM004603		Bern	Uppsala		YES	TRUE	TRUE	17.88	Female
APPZ000013	Appenzeller Sennenhund	Breed_Dogs	SAMN21036204	SRR16288990	AP035	FAM004604		Bern	Uppsala		YES	TRUE	TRUE	18.86	Male
APPZ000014	Appenzeller Sennenhund	Breed_Dogs	SAMN21036205	SRR16288979	AP042	FAM004605		Bern	Uppsala		YES	TRUE	TRUE	17.71	Female
ARHO000001	Artois Hound	Breed_Dogs	SAMN19522728	SRR14750457	FAM005997	3-ADN3134		Rennes	Michigan		YES	TRUE	TRUE	18.29	Female
ARHO000002	Artois Hound	Breed_Dogs	SAMN19522729	SRR14750468	FAM005998	3-ADN3138		Rennes	Michigan		YES	TRUE	TRUE	18.19	Female
ARIE000001	Ariegeois	Breed_Dogs	SAMN19522730	SRR14750327	FAM006535	3-ADN4909		Rennes	Michigan		YES	TRUE	TRUE	19.86	Male
ARIP000001	Ariege Pointer	Breed_Dogs	SAMN19522731	SRR14750338	FAM005892	2-ADN10050		Rennes	Michigan		YES	TRUE	TRUE	17.96	Female
ARIP000002	Ariege Pointer	Breed_Dogs	SAMN19522732	SRR14750350	FAM005994	2-ADN2720		Rennes	Michigan		YES	TRUE	TRUE	18.57	Male
ARIP000003	Ariege Pointer	Breed_Dogs	SAMN19522733	SRR14750481	FAM006551	2-ADN6341		Rennes	Michigan		YES	TRUE	TRUE	21.12	Female
ARIP000004	Ariege Pointer	Breed_Dogs	SAMN19522734	SRR14750492	FAM006552	2-ADN6342		Rennes	Michigan		YES	TRUE	TRUE	19.22	Male
ARIP000005	Ariege Pointer	Breed_Dogs	SAMN19522735	SRR14750503	FAM006553	2-ADN6343		Rennes	Michigan		YES	TRUE	TRUE	19.69	Female
ARIP000006	Ariege Pointer	Breed_Dogs	SAMN19522736	SRR14750362	FAM006554	2-ADN6344		Rennes	Michigan		YES	TRUE	TRUE	24.21	Male
ASKT000001	Silky Terrier	Breed_Dogs	SAMN21035059	SRR16048482	SIT060A1	FAM005812		Helsinki	Helsinki		YES	TRUE	TRUE	20.75	Male
ASKT000002	Silky Terrier	Breed_Dogs	SAMN21035060	SRR16048471	SIT099A1	FAM005813		Helsinki	Helsinki		YES	TRUE	TRUE	18.44	Male
ASKT000003	Silky Terrier	Breed_Dogs	SAMN21035061	SRR16048459	SIT101A1	FAM005814		Helsinki	Helsinki		YES	TRUE	TRUE	18.06	Female
AUCD000001	Australian Cattle Dog	Breed_Dogs	SAMN15625716	SRR12330236	FAM007030	887		NHGRI	Michigan		YES	TRUE	TRUE	18.52	Male
AUCD000002	Australian Cattle Dog	Breed_Dogs	SAMN15625717	SRR12330225	FAM007062	9994		NHGRI	Michigan		YES	TRUE	TRUE	18.64	Male
AUCD000003	Australian Cattle Dog	Breed_Dogs	SAMN15625718	SRR12330214	FAM007107	25269		NHGRI	Michigan		YES	TRUE	TRUE	17.81	Female
AUCD000004	Australian Cattle Dog	Breed_Dogs	SAMN21036177	SRR15734768	AC140	FAM005545		Bern	Bern		YES	TRUE	TRUE	17.93	Male
AUCD000005	Australian Cattle Dog	Breed_Dogs	SAMN21036178	SRR15734767	AC182	FAM005546		Bern	Bern		NO	FALSE	FALSE	18.47	Female
AUPO000001	Auvergne Pointer	Breed_Dogs	SAMN19522737	SRR14750373	FAM005913	3-ADN11260		Rennes	Michigan		YES	TRUE	TRUE	18.37	Male
AUPO000002	Auvergne Pointer	Breed_Dogs	SAMN19522738	SRR14750376	FAM005916	3-ADN11402		Rennes	Michigan		YES	TRUE	TRUE	17.22	Female
AUPO000003	Auvergne Pointer	Breed_Dogs	SAMN19522739	SRR14750377	FAM005951	4-ADN13052_1		Rennes	Michigan		YES	TRUE	TRUE	20.6	Male
AUPO000004	Auvergne Pointer	Breed_Dogs	SAMN19522740	SRR14750378	FAM006574	3-ADN8149		Rennes	Michigan		YES	TRUE	TRUE	17.78	Female
AUPO000005	Auvergne Pointer	Breed_Dogs	SAMN19522741	SRR14750379	FAM006610	4-ADNPR3658_1		Rennes	Michigan		YES	TRUE	TRUE	20.55	Male
AUPO000006	Auvergne Pointer	Breed_Dogs	SAMN19522742	SRR14750381	FAM006616	3-ADNPR4232_1		Rennes	Michigan		YES	TRUE	TRUE	19.95	Male
AUSK000001	Australian Kelpie	Breed_Dogs	SAMN21036193	SRR15734857	AK003	FAM005468		Bern	Bern		YES	TRUE	TRUE	19.46	Female
AUSK000002	Australian Kelpie	Breed_Dogs	SAMN21036194	SRR15734846	AK004	FAM005469		Bern	Bern		YES	TRUE	TRUE	18.99	Male
AUSK000003	Australian Kelpie	Breed_Dogs	SAMN21036195	SRR15734835	AK020	FAM005470		Bern	Bern		YES	TRUE	TRUE	17.38	Female
AUSK000004	Australian Kelpie	Breed_Dogs	SAMN20151363	SRR15100219	AUK077	FAM005211		Helsinki	Helsinki		YES	TRUE	TRUE	20.82	Female
AUSK000005	Australian Kelpie	Breed_Dogs	SAMN20151364	SRR15100218	AUK124	FAM005212		Helsinki	Helsinki		YES	TRUE	TRUE	19.94	Male
AUSK000006	Australian Kelpie	Breed_Dogs	SAMN20151365	SRR15100217	AUK177	FAM005213		Helsinki	Helsinki		YES	TRUE	TRUE	21.4	Female
AUSS000001	Australian Shepherd	Breed_Dogs	SAMN15625719	SRR12330203	FAM007130	29479		NHGRI	Michigan		YES	TRUE	TRUE	20.25	Male
AUSS000002	Australian Shepherd	Breed_Dogs	SAMN21036209	SRR15734713	AU094	FAM005554		Bern	Bern		YES	TRUE	TRUE	17.67	Female
AUSS000003	Australian Shepherd	Breed_Dogs	SAMN20151355	SRR15100258	APK393	FAM005203		Helsinki	Helsinki		YES	TRUE	TRUE	21.7	Male
AUST000001	Australian Terrier	Breed_Dogs	SAMN15625720	SRR12330192	FAM007310	8663		NHGRI	Uppsala		YES	TRUE	TRUE	16.34	Female
AUST000002	Australian Terrier	Breed_Dogs	SAMN15625721	SRR12330180	FAM007247	30508		NHGRI	Michigan		YES	TRUE	TRUE	22.02	Male
AUST000003	Australian Terrier	Breed_Dogs	SAMN20151366	SRR15100216	AUT225	FAM005214		Helsinki	Helsinki		YES	TRUE	TRUE	21.93	Female
AUST000004	Australian Terrier	Breed_Dogs	SAMN20151367	SRR15100215	AUT309	FAM005215		Helsinki	Helsinki		YES	TRUE	TRUE	22.63	Male
AUST000005	Australian Terrier	Breed_Dogs	SAMN20151368	SRR15100214	AUT427	FAM005216		Helsinki	Helsinki		YES	TRUE	TRUE	18.22	Male
AZWK000001	Azawakh	Breed_Dogs	SAMN29845306	SRR20326497	FAM004085	YPi2999		KIZ	Michigan	Niger	YES	FALSE	FALSE	20.74	Male
BAND000001	Bandog	Mixed/Other	SAMN29845195	SRR20326576	FAM009501	4299		Cornell	Uppsala		YES	TRUE	TRUE	18.98	Male
BANO000001	Basset Artesien Normand	Breed_Dogs	SAMN19522743	SRR14750382	FAM005915	3-ADN1137		Rennes	Michigan		YES	TRUE	TRUE	23.16	Male
BANO000002	Basset Artesien Normand	Breed_Dogs	SAMN19522744	SRR14750383	FAM005979	3-ADN2075		Rennes	Michigan		YES	TRUE	TRUE	18.45	Female
BANO000003	Basset Artesien Normand	Breed_Dogs	SAMN19522745	SRR14750384	FAM005984	2-ADN2257		Rennes	Michigan		YES	TRUE	TRUE	17.87	Male
BANO000004	Basset Artesien Normand	Breed_Dogs	SAMN19522746	SRR14750385	FAM006529	3-ADN4432		Rennes	Michigan		YES	TRUE	TRUE	20.36	Male
BANO000005	Basset Artesien Normand	Breed_Dogs	SAMN21035062	SRR16048840	BAN001A1	FAM006673		Helsinki	Helsinki		YES	TRUE	TRUE	17.46	Female
BANO000006	Basset Artesien Normand	Breed_Dogs	SAMN21035063	SRR16048829	BAN002A1	FAM006674		Helsinki	Helsinki		YES	TRUE	TRUE	16.95	Female
BASS000001	Basset Hound	Breed_Dogs	SAMN15625722	SRR12330169	FAM007067	10376		NHGRI	Michigan		YES	TRUE	TRUE	19.22	Female
BASS000002	Basset Hound	Breed_Dogs	SAMN15625723	SRR12330158	FAM007081	12885		NHGRI	Michigan		YES	TRUE	TRUE	21.96	Male
BASS000003	Basset Hound	Breed_Dogs	SAMN15625724	SRR12330147	FAM007084	13196		NHGRI	Michigan		YES	TRUE	TRUE	17.92	Female
BASS000004	Basset Hound	Breed_Dogs	SAMN21036226	SRR15734701	BH001	FAM005394		Bern	Bern		YES	TRUE	TRUE	17.89	Male
BASS000005	Basset Hound	Breed_Dogs	SAMN20151384	SRR15100196	BH047	FAM005232		Helsinki	Helsinki		YES	TRUE	TRUE	17.89	Male
BASS000006	Basset Hound	Breed_Dogs	SAMN20151385	SRR15100195	BH083	FAM005233		Helsinki	Helsinki		YES	TRUE	TRUE	17.1	Male
BASS000007	Basset Hound	Breed_Dogs	SAMN19522747	SRR14750386	FAM006597	2-ADN9413		Rennes	Michigan		YES	TRUE	TRUE	20.91	Female
BBLS000001	White Swiss Shepherd Dog	Breed_Dogs	SAMN21036213	SRR15734710	BB005	FAM005472		Bern	Bern		YES	TRUE	TRUE	18.34	Female
BBLS000002	White Swiss Shepherd Dog	Breed_Dogs	SAMN21036214	SRR15734708	BB037	FAM005473		Bern	Bern		YES	TRUE	TRUE	18.78	Male
BBLS000003	White Swiss Shepherd Dog	Breed_Dogs	SAMN21036215	SRR15734707	BB042	FAM005474		Bern	Bern		YES	TRUE	TRUE	19.21	Female
BEAU000001	Beauceron	Breed_Dogs	SAMN15625725	SRR12330136	FAM007133	29598		NHGRI	Michigan		YES	TRUE	TRUE	17.73	Female
BEAU000002	Belgian Tervuren	Breed_Dogs	SAMN15625726	SRR12330125	FAM007163	33058		NHGRI	Michigan		YES	TRUE	TRUE	17.51	Male
BEAU000003	Beauceron	Breed_Dogs	SAMN21036221	SRR15734706	BF001	FAM005393		Bern	Bern		YES	TRUE	TRUE	18.74	Male
BEAU000004	Beauceron	Breed_Dogs	SAMN20151377	SRR15100204	BE100	FAM005225		Helsinki	Helsinki		YES	TRUE	TRUE	18.26	Female
BEAU000005	German shepherd mix	Mixed/Other	SAMN19522748	SRR14750387	FAM005895	2-ADN10277		Rennes	Michigan		YES	TRUE	TRUE	17.09	Male
BEAU000006	Beauceron	Breed_Dogs	SAMN19522749	SRR14750388	FAM005914	2-ADN11263		Rennes	Michigan		YES	TRUE	TRUE	17.1	Female
BEAU000007	German shepherd mix	Mixed/Other	SAMN19522750	SRR14750509	FAM006622	2-ADNPR4615		Rennes	Michigan		YES	TRUE	TRUE	19.47	Male
BEDT000001	Bedlington Terrier	Breed_Dogs	SAMN15625727	SRR12330114	FAM007234	27328		NHGRI	Michigan		YES	TRUE	TRUE	18.59	Male
BEDT000002	Bedlington Terrier	Breed_Dogs	SAMN15625728	SRR12330104	FAM007311	28914		NHGRI	Uppsala		NO	FALSE	FALSE	10.75	Male
BEDT000003	Bedlington Terrier	Breed_Dogs	SAMN15625729	SRR12330093	FAM007312	31124		NHGRI	Uppsala		YES	TRUE	TRUE	16.43	Male
BEDT000004	Bedlington Terrier	Breed_Dogs	SAMN15625730	SRR12330085	FAM007287	33486		NHGRI	Michigan		YES	TRUE	TRUE	18.67	Male
BEDT000005	Bedlington Terrier	Breed_Dogs	SAMN15625731	SRR12330083	FAM007294	33606		NHGRI	Michigan		YES	TRUE	TRUE	20.37	Male
BEDT000006	Bedlington Terrier	Breed_Dogs	SAMN20151423	SRR15100153	BT117	FAM005271		Helsinki	Helsinki		YES	TRUE	TRUE	21.7	Male
BEDT000007	Bedlington Terrier	Breed_Dogs	SAMN20151424	SRR15100152	BT118	FAM005272		Helsinki	Helsinki		YES	TRUE	TRUE	17.9	Male
BEDT000008	Bedlington Terrier	Breed_Dogs	SAMN20151425	SRR15100151	BT122	FAM005273		Helsinki	Helsinki		YES	TRUE	TRUE	17.35	Male
BELS000001	Belgian Sheepdog	Breed_Dogs	SAMN15625732	SRR12330082	FAM007143	30647		NHGRI	Michigan		YES	TRUE	TRUE	20.22	Male
