sampleName	Breed/Type	Category	BIOSAMID	runID	sampleName2	sampleName3	sampleName4	Source	AlignmentCenter	Note	inVCF	inAnalyzedSNV	inAnalyzedCNV	effectiveAutosomalMeanCoverage	Sex
TYFX000004	Toy Fox Terrier	Breed_Dogs	SAMN15626033	SRR12330133	FAM007421	9014		NHGRI	Uppsala		YES	TRUE	TRUE	18.26	Female
TYFX000005	Toy Fox Terrier	Breed_Dogs	SAMN15626034	SRR12330132	FAM007201	13139		NHGRI	Michigan		YES	TRUE	TRUE	21	Female
TYFX000006	Toy Fox Terrier	Breed_Dogs	SAMN15626035	SRR12330131	FAM007203	13287		NHGRI	Michigan		YES	TRUE	TRUE	22.44	Female
TYFX000007	Toy Fox Terrier	Breed_Dogs	SAMN15626036	SRR12330130	FAM007204	13289		NHGRI	Michigan		YES	TRUE	TRUE	17.6	Female
TYFX000008	Toy Fox Terrier	Breed_Dogs	SAMN21035476	SRR16048451	ATF001A1	FAM006668		Helsinki	Helsinki		YES	TRUE	TRUE	19.17	Male
TYFX000009	Toy Fox Terrier	Breed_Dogs	SAMN21035477	SRR16048450	ATF002A1	FAM006669		Helsinki	Helsinki		YES	TRUE	TRUE	20.19	Male
TYFX000010	Toy Fox Terrier	Breed_Dogs	SAMN21035478	SRR16048449	ATF003A1	FAM006670		Helsinki	Helsinki		YES	TRUE	TRUE	17.2	Male
VILLAF000001	Afghanistan	Village_Dogs	SAMN29845227	SRR20326651	FAM004120	8257		Cornell	Uppsala	Afghanistan	YES	TRUE	TRUE	19.02	Female
VILLAF000002	Afghanistan	Village_Dogs	SAMN29845228	SRR20326640	FAM004121	8264		Cornell	Uppsala	Afghanistan	YES	TRUE	TRUE	21.95	Female
VILLAF000003	Afghanistan	Village_Dogs	SAMN29845229	SRR20326308	FAM004122	8316		Cornell	Uppsala	Afghanistan	YES	TRUE	TRUE	20.29	Male
VILLAK000001	Alaska	Village_Dogs	SAMN29845230	SRR20326297	FAM007429	8277		Cornell	Uppsala	Alaska	YES	TRUE	TRUE	21.91	Male
VILLAK000002	Alaska	Village_Dogs	SAMN29845231	SRR20326286	FAM007430	8278		Cornell	Uppsala	Alaska	YES	TRUE	TRUE	22.23	Female
VILLAK000003	Alaska	Village_Dogs	SAMN29845232	SRR20326628	FAM007431	8279		Cornell	Uppsala	Alaska	YES	TRUE	TRUE	19.9	Male
VILLAZ000001	Azerbaijan	Village_Dogs	SAMN29845595	SRR20326432	FAM004001	ZTD16061298		RIT	Michigan	Baku	YES	TRUE	TRUE	19.77	Male
VILLAZ000002	Azerbaijan	Village_Dogs	SAMN29845596	SRR20326431	FAM004002	ZTD16061299		RIT	Michigan	Baku	YES	TRUE	TRUE	19.84	Male
VILLAZ000003	Azerbaijan	Village_Dogs	SAMN29845597	SRR20326430	FAM004003	ZTD16061300		RIT	Michigan	Baku	YES	TRUE	TRUE	19.66	Male
VILLAZ000004	Azerbaijan	Village_Dogs	SAMN29845598	SRR20326429	FAM004007	ZTD16061307		RIT	Michigan	Baku	YES	TRUE	TRUE	17.97	Female
VILLAZ000005	Azerbaijan	Village_Dogs	SAMN29845599	SRR20326428	FAM004008	ZTD16061713		RIT	Michigan	Baku	YES	TRUE	TRUE	24.17	Male
VILLAZ000006	Azerbaijan	Village_Dogs	SAMN29845600	SRR20326427	FAM004009	ZTD16061303		RIT	Michigan	Baku	YES	TRUE	TRUE	18.86	Female
VILLAZ000007	Azerbaijan	Village_Dogs	SAMN29845601	SRR20326426	FAM004010	ZTD16061304		RIT	Michigan	Baku	YES	TRUE	TRUE	19.13	Female
VILLBG000001	Bulgaria	Village_Dogs	SAMN29845233	SRR20326617	FAM007837	BUL7		Cornell	Uppsala	Bulgaria	YES	TRUE	TRUE	15.93	Female
VILLBG000002	Bulgaria	Village_Dogs	SAMN29845234	SRR20326606	FAM007838	BUL10		Cornell	Uppsala	Bulgaria	YES	TRUE	TRUE	14.48	Female
VILLBG000003	Bulgaria	Village_Dogs	SAMN29845235	SRR20326433	FAM007839	BUL11		Cornell	Uppsala	Bulgaria	NO	FALSE	FALSE	9.34	Female
VILLBZ000001	Belize	Village_Dogs	SAMN29845236	SRR20326422	FAM008004	8233		Cornell	Uppsala	Belize	YES	TRUE	TRUE	20.4	Male
VILLBZ000002	Belize	Village_Dogs	SAMN29845237	SRR20326539	FAM008005	8234		Cornell	Uppsala	Belize	YES	TRUE	TRUE	17.45	Male
VILLBZ000003	Belize	Village_Dogs	SAMN29845238	SRR20326528	FAM008006	8235		Cornell	Uppsala	Belize	YES	TRUE	TRUE	19.61	Male
VILLCG000001	Congo	Village_Dogs	SAMN29845239	SRR20326517	FAM006045	DRC5		Cornell	Uppsala	Congo	YES	TRUE	TRUE	20.6	Male
VILLCG000002	Congo	Village_Dogs	SAMN29845240	SRR20326283	FAM006046	DRC3		Cornell	Uppsala	Congo	YES	TRUE	TRUE	17.77	Male
VILLCG000003	Congo	Village_Dogs	SAMN29845241	SRR20326282	FAM006047	DRC10		Cornell	Uppsala	Congo	YES	TRUE	TRUE	16.83	Female
VILLCG000004	Congo	Village_Dogs	SAMN29845242	SRR20326281	FAM006048	DRC34		Cornell	Uppsala	Congo	YES	TRUE	TRUE	23.35	Male
VILLCG000005	Congo	Village_Dogs	SAMN29845243	SRR20326280	FAM006049	DRC42		Cornell	Uppsala	Congo	YES	TRUE	TRUE	17.5	Male
VILLCG000006	Congo	Village_Dogs	SAMN29845244	SRR20326279	FAM006050	DRC43		Cornell	Uppsala	Congo	YES	TRUE	TRUE	18.85	Female
VILLCG000007	Congo	Village_Dogs	SAMN29845245	SRR20326277	FAM006051	DRC113		Cornell	Uppsala	Congo	YES	TRUE	TRUE	18.08	Female
VILLCG000008	Congo	Village_Dogs	SAMN29845246	SRR20326276	FAM006052	DRC117		Cornell	Uppsala	Congo	YES	TRUE	TRUE	18.6	Male
VILLCG000009	Congo	Village_Dogs	SAMN29845247	SRR20326275	FAM006053	DRC132		Cornell	Uppsala	Congo	YES	TRUE	TRUE	18.25	Female
VILLCG000010	Congo	Village_Dogs	SAMN29845602	SRR20326425	FAM006019	yp160817-011		RIT	Michigan		YES	TRUE	TRUE	19.27	Female
VILLCG000011	Congo	Village_Dogs	SAMN29845603	SRR20326424	FAM006020	yp160817-012		RIT	Michigan		YES	TRUE	TRUE	20.73	Female
VILLCG000012	Congo	Village_Dogs	SAMN29845604	SRR20326423	FAM006021	yp160817-013		RIT	Michigan		YES	TRUE	TRUE	18.95	Female
VILLCG000013	Congo	Village_Dogs	SAMN29845605	SRR20326421	FAM006022	yp160817-014		RIT	Michigan		YES	TRUE	TRUE	20.57	Female
VILLCG000014	Congo	Village_Dogs	SAMN29845606	SRR20326420	FAM006023	yp160817-015		RIT	Michigan		YES	TRUE	TRUE	19.29	Female
VILLCG000015	Congo	Village_Dogs	SAMN29845607	SRR20326419	FAM006024	yp160817-016		RIT	Michigan		YES	TRUE	TRUE	20.46	Male
VILLCG000016	Congo	Village_Dogs	SAMN29845608	SRR20326418	FAM006025	yp160817-017		RIT	Michigan		YES	TRUE	TRUE	19.92	Female
VILLCN000001	China	Village_Dogs	SAMN29845360	SRR20326246	FAM000189	YP170214-001		KIZ	Michigan	Hunan China	YES	TRUE	FALSE	19.71	Female
VILLCN000002	China	Village_Dogs	SAMN29845361	SRR20326245	FAM000190	YP170214-002		KIZ	Michigan	Hunan China	YES	TRUE	TRUE	18.3	Male
VILLCN000003	China	Village_Dogs	SAMN29845362	SRR20326244	FAM000191	YP170214-003		KIZ	Michigan	Hunan China	YES	TRUE	TRUE	20.9	Male
VILLCN000004	China	Village_Dogs	SAMN29845363	SRR20326243	FAM000192	YP170214-005		KIZ	Michigan	Hubei China	YES	TRUE	TRUE	19.95	Male
VILLCN000005	China	Village_Dogs	SAMN29845364	SRR20326242	FAM000193	YP170214-006		KIZ	Michigan	Hubei China	YES	TRUE	TRUE	21.67	Male
VILLCN000006	China	Village_Dogs	SAMN29845365	SRR20326689	FAM000194	YP170214-007		KIZ	Michigan	Hubei China	YES	TRUE	TRUE	18.89	Male
VILLCN000007	China	Village_Dogs	SAMN29845366	SRR20326688	FAM000195	YPi3803		KIZ	Michigan	Hubei China	YES	TRUE	TRUE	16.17	Male
VILLCN000008	China	Village_Dogs	SAMN29845367	SRR20326687	FAM000196	YPi3720		KIZ	Michigan	Hubei China	YES	TRUE	TRUE	18	Female
VILLCN000009	China	Village_Dogs	SAMN29845368	SRR20326686	FAM000197	YPi3602		KIZ	Michigan	Hubei China	YES	TRUE	TRUE	16.23	Female
VILLCN000010	China	Village_Dogs	SAMN29845369	SRR20326685	FAM000001	YPi2610		KIZ	Michigan	Anqing Anhui	YES	FALSE	FALSE	19.47	Female
VILLCN000011	China	Village_Dogs	SAMN29845370	SRR20326684	FAM000002	YPi2611		KIZ	Michigan	Anqing Anhui	YES	TRUE	FALSE	21.63	Male
VILLCN000012	China	Village_Dogs	SAMN29845371	SRR20326683	FAM000003	YPi2574		KIZ	Michigan	Anqing Anhui	YES	TRUE	FALSE	24.87	Female
VILLCN000013	China	Village_Dogs	SAMN29845372	SRR20326682	FAM000004	YPi2575		KIZ	Michigan	Anqing Anhui	YES	TRUE	FALSE	26.54	Male
VILLCN000014	China	Village_Dogs	SAMN29845373	SRR20326681	FAM000005	YPi2576		KIZ	Michigan	Anqing Anhui	YES	TRUE	FALSE	20.35	Male
VILLCN000015	China	Village_Dogs	SAMN29845374	SRR20326680	FAM000006	YPi2729		KIZ	Michigan	Huainan Anhui	YES	FALSE	FALSE	21.89	Female
VILLCN000016	China	Village_Dogs	SAMN29845375	SRR20326678	FAM000007	YPi2731		KIZ	Michigan	Huainan Anhui	YES	TRUE	FALSE	21.3	Male
VILLCN000017	China	Village_Dogs	SAMN29845376	SRR20326677	FAM000009	YPi2772		KIZ	Michigan	Huangshan City Anhui	YES	FALSE	FALSE	18.72	Female
VILLCN000018	China	Village_Dogs	SAMN29845377	SRR20326676	FAM000010	YPi2616		KIZ	Michigan	Huangshan City Anhui	YES	TRUE	FALSE	20.85	Female
VILLCN000019	China	Village_Dogs	SAMN29845378	SRR20326675	FAM000011	YPi2657		KIZ	Michigan	Huangshan City Anhui	YES	TRUE	FALSE	21.5	Male
VILLCN000020	China	Village_Dogs	SAMN29845379	SRR20326674	FAM000012	YPi2771		KIZ	Michigan	Huangshan City Anhui	YES	TRUE	TRUE	20.1	Female
VILLCN000021	China	Village_Dogs	SAMN29845380	SRR20326673	FAM000013	YPi3474		KIZ	Michigan	Sanming Fujian	YES	TRUE	TRUE	18.99	Male
VILLCN000022	China	Village_Dogs	SAMN29845381	SRR20326672	FAM000014	YPi3475		KIZ	Michigan	Sanming Fujian	YES	FALSE	FALSE	21.89	Male
VILLCN000023	China	Village_Dogs	SAMN29845382	SRR20326671	FAM000015	YPi3477		KIZ	Michigan	Sanming Fujian	YES	TRUE	TRUE	20.38	Female
VILLCN000024	China	Village_Dogs	SAMN29845383	SRR20326670	FAM000017	YPi3482		KIZ	Michigan	Sanming Fujian	YES	FALSE	FALSE	21.09	Male
VILLCN000025	China	Village_Dogs	SAMN29845384	SRR20326572	FAM000018	YPi3476		KIZ	Michigan	Sanming Fujian	YES	TRUE	FALSE	20.77	Female
VILLCN000026	China	Village_Dogs	SAMN29845385	SRR20326570	FAM000019	YPi3479		KIZ	Michigan	Sanming Fujian	YES	TRUE	FALSE	20.09	Male
VILLCN000027	China	Village_Dogs	SAMN29845386	SRR20326569	FAM000020	YPi3451		KIZ	Michigan	Sanming Fujian	YES	TRUE	FALSE	19.95	Female
VILLCN000028	China	Village_Dogs	SAMN29845387	SRR20326568	FAM000021	YPi3452		KIZ	Michigan	Sanming Fujian	YES	TRUE	TRUE	21.48	Male
VILLCN000029	China	Village_Dogs	SAMN29845388	SRR20326567	FAM000022	YPi3453		KIZ	Michigan	Sanming Fujian	YES	FALSE	FALSE	20.75	Female
VILLCN000030	China	Village_Dogs	SAMN29845389	SRR20326566	FAM000023	YPi3455		KIZ	Michigan	Sanming Fujian	YES	TRUE	FALSE	20.74	Female
VILLCN000031	China	Village_Dogs	SAMN29845390	SRR20326565	FAM000024	YPi3456		KIZ	Michigan	Sanming Fujian	YES	TRUE	FALSE	20.93	Female
VILLCN000032	China	Village_Dogs	SAMN29845391	SRR20326564	FAM000025	YPi3457		KIZ	Michigan	Sanming Fujian	YES	TRUE	TRUE	19.52	Male
VILLCN000033	China	Village_Dogs	SAMN29845392	SRR20326563	FAM000026	YPi3458		KIZ	Michigan	Sanming Fujian	YES	FALSE	FALSE	19.66	Female
VILLCN000034	China	Village_Dogs	SAMN29845393	SRR20326562	FAM000027	YP10348		KIZ	Michigan	Tianshui Gansu	YES	TRUE	TRUE	18.66	Male
VILLCN000035	China	Village_Dogs	SAMN29845394	SRR20326561	FAM000028	YP10349		KIZ	Michigan	Tianshui Gansu	YES	TRUE	TRUE	18.55	Female
VILLCN000036	China	Village_Dogs	SAMN29845395	SRR20326558	FAM000029	YP10352		KIZ	Michigan	Tianshui Gansu	YES	TRUE	TRUE	17.12	Female
VILLCN000037	China	Village_Dogs	SAMN29845396	SRR20326557	FAM000030	YP10354		KIZ	Michigan	Tianshui Gansu	YES	TRUE	TRUE	19.7	Female
VILLCN000038	China	Village_Dogs	SAMN29845397	SRR20326556	FAM000031	YP10355		KIZ	Michigan	Tianshui Gansu	YES	TRUE	TRUE	22.27	Female
VILLCN000039	China	Village_Dogs	SAMN29845398	SRR20326555	FAM000032	YP10356		KIZ	Michigan	Tianshui Gansu	YES	TRUE	TRUE	17.98	Female
VILLCN000040	China	Village_Dogs	SAMN29845399	SRR20326554	FAM000033	YP10358		KIZ	Michigan	Tianshui Gansu	YES	TRUE	TRUE	18.25	Female
VILLCN000041	China	Village_Dogs	SAMN29845400	SRR20326553	FAM000034	YP10359		KIZ	Michigan	Tianshui Gansu	NO	FALSE	FALSE	17.81	Female
VILLCN000042	China	Village_Dogs	SAMN29845401	SRR20326552	FAM000035	YP10362		KIZ	Michigan	Tianshui Gansu	YES	TRUE	TRUE	19.79	Female
VILLCN000043	China	Village_Dogs	SAMN29845402	SRR20326551	FAM000036	YPi3442		KIZ	Michigan	Mei Zhou City Guangdong	YES	FALSE	FALSE	21.92	Female
VILLCN000044	China	Village_Dogs	SAMN29845403	SRR20326550	FAM000037	YPi3443		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	FALSE	19.44	Female
VILLCN000045	China	Village_Dogs	SAMN29845404	SRR20326549	FAM000038	YPi3428		KIZ	Michigan	Mei Zhou City Guangdong	YES	FALSE	FALSE	21.67	Female
VILLCN000046	China	Village_Dogs	SAMN29845405	SRR20326547	FAM000039	YPi3397		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	TRUE	20.03	Female
VILLCN000047	China	Village_Dogs	SAMN29845406	SRR20326546	FAM000041	YPi3398		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	FALSE	20.71	Male
VILLCN000048	China	Village_Dogs	SAMN29845407	SRR20326545	FAM000042	YPi3400		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	FALSE	20.41	Male
VILLCN000049	China	Village_Dogs	SAMN29845408	SRR20326544	FAM000043	YPi3401		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	FALSE	20.68	Male
VILLCN000050	China	Village_Dogs	SAMN29845409	SRR20326543	FAM000044	YPi3402		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	FALSE	20.95	Female
VILLCN000051	China	Village_Dogs	SAMN29845410	SRR20326542	FAM000045	YPi3427		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	TRUE	21.47	Female
VILLCN000052	China	Village_Dogs	SAMN29845411	SRR20326541	FAM000046	YPi3419		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	FALSE	19.53	Female
VILLCN000053	China	Village_Dogs	SAMN29845412	SRR20326380	FAM000047	YPi3422		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	FALSE	20.48	Female
VILLCN000054	China	Village_Dogs	SAMN29845413	SRR20326379	FAM000048	YPi3424		KIZ	Michigan	Mei Zhou City Guangdong	YES	TRUE	FALSE	19.86	Female
VILLCN000055	China	Village_Dogs	SAMN29845414	SRR20326378	FAM000049	YPi3620		KIZ	Michigan	Hechi City Guangxi	YES	TRUE	TRUE	20.19	Male
VILLCN000056	China	Village_Dogs	SAMN29845415	SRR20326376	FAM000050	YPi3254		KIZ	Michigan	Laibin Guangxi	YES	TRUE	TRUE	20.31	Male
VILLCN000057	China	Village_Dogs	SAMN29845416	SRR20326375	FAM000051	YPi3255		KIZ	Michigan	Laibin Guangxi	YES	TRUE	TRUE	19.13	Male
VILLCN000058	China	Village_Dogs	SAMN29845417	SRR20326374	FAM000053	YPi3257		KIZ	Michigan	Laibin Guangxi	YES	TRUE	TRUE	19.91	Male
VILLCN000059	China	Village_Dogs	SAMN29845418	SRR20326373	FAM000054	YPi3259		KIZ	Michigan	Laibin Guangxi	YES	TRUE	TRUE	18.59	Female
VILLCN000060	China	Village_Dogs	SAMN29845419	SRR20326372	FAM000055	YPi3260		KIZ	Michigan	Laibin Guangxi	YES	TRUE	FALSE	19.17	Male
VILLCN000061	China	Village_Dogs	SAMN29845420	SRR20326371	FAM000056	YPi3212		KIZ	Michigan	Laibin Guangxi	YES	FALSE	FALSE	18.59	Male
VILLCN000062	China	Village_Dogs	SAMN29845421	SRR20326370	FAM000057	YPi3213		KIZ	Michigan	Laibin Guangxi	YES	TRUE	FALSE	25.42	Female
VILLCN000063	China	Village_Dogs	SAMN29845422	SRR20326369	FAM000058	YPi3264		KIZ	Michigan	Wuzhou Guangxi	YES	TRUE	FALSE	20.43	Male
VILLCN000064	China	Village_Dogs	SAMN29845423	SRR20326368	FAM000059	YPi3261		KIZ	Michigan	Wuzhou Guangxi	YES	TRUE	TRUE	19.99	Male
VILLCN000065	China	Village_Dogs	SAMN29845424	SRR20326367	FAM000060	YPi3262		KIZ	Michigan	Wuzhou Guangxi	YES	TRUE	TRUE	19.54	Male
VILLCN000066	China	Village_Dogs	SAMN29845425	SRR20326365	FAM000061	YPi3309		KIZ	Michigan	Wuzhou Guangxi	YES	TRUE	TRUE	19.54	Female
VILLCN000067	China	Village_Dogs	SAMN29845426	SRR20326364	FAM000062	YPi2701		KIZ	Michigan	Tongren City Guizhou	YES	FALSE	FALSE	22.31	Female
VILLCN000068	China	Village_Dogs	SAMN29845427	SRR20326363	FAM000063	YPi0261		KIZ	Michigan	XingRen Guizhou	YES	TRUE	TRUE	22.71	Male
VILLCN000069	China	Village_Dogs	SAMN29845428	SRR20326362	FAM000064	YPi0262		KIZ	Michigan	XingRen Guizhou	YES	TRUE	TRUE	18.21	Female
VILLCN000070	China	Village_Dogs	SAMN29845429	SRR20326361	FAM000066	YPi0266		KIZ	Michigan	XingRen Guizhou	YES	TRUE	TRUE	19.04	Female
VILLCN000071	China	Village_Dogs	SAMN29845430	SRR20326360	FAM000067	YPi0268		KIZ	Michigan	XingRen Guizhou	YES	TRUE	TRUE	21.45	Female
VILLCN000072	China	Village_Dogs	SAMN29845431	SRR20326359	FAM000068	YPi0269		KIZ	Michigan	XingRen Guizhou	YES	TRUE	TRUE	18.96	Male
VILLCN000073	China	Village_Dogs	SAMN29845432	SRR20326358	FAM000069	YPi0270		KIZ	Michigan	XingRen Guizhou	YES	TRUE	TRUE	17.8	Male
VILLCN000074	China	Village_Dogs	SAMN29845433	SRR20326357	FAM000070	YPi0274		KIZ	Michigan	XingRen Guizhou	YES	TRUE	TRUE	18.5	Male
VILLCN000075	China	Village_Dogs	SAMN29845434	SRR20326356	FAM000071	YPi13		KIZ	Michigan	Chengde City Hebei	YES	TRUE	TRUE	18.42	Female
VILLCN000076	China	Village_Dogs	SAMN29845435	SRR20326354	FAM000072	YPi27		KIZ	Michigan	Chengde City Hebei	NO	FALSE	FALSE	20.23	Male
VILLCN000077	China	Village_Dogs	SAMN29845436	SRR20326353	FAM000073	YPi28		KIZ	Michigan	Chengde City Hebei	YES	TRUE	TRUE	17.74	Female
VILLCN000078	China	Village_Dogs	SAMN29845437	SRR20326352	FAM000074	YPi41		KIZ	Michigan	Chengde City Hebei	YES	TRUE	TRUE	18.75	Male
VILLCN000079	China	Village_Dogs	SAMN29845438	SRR20326351	FAM000075	YPi44		KIZ	Michigan	Chengde City Hebei	YES	TRUE	TRUE	19.81	Male
VILLCN000080	China	Village_Dogs	SAMN29845439	SRR20326350	FAM000076	ypi486		KIZ	Michigan	Chengde City Hebei	YES	TRUE	TRUE	17.69	Female
VILLCN000081	China	Village_Dogs	SAMN29845440	SRR20326349	FAM000077	ypi490		KIZ	Michigan	Chengde City Hebei	YES	TRUE	TRUE	22.27	Male
VILLCN000082	China	Village_Dogs	SAMN29845441	SRR20326476	FAM000079	YPi2425		KIZ	Michigan	Enshi Hubei	YES	FALSE	FALSE	20.42	Female
VILLCN000083	China	Village_Dogs	SAMN29845442	SRR20326475	FAM000080	YPi2431		KIZ	Michigan	Lichuan Hubei	YES	FALSE	FALSE	21.48	Female
VILLCN000084	China	Village_Dogs	SAMN29845443	SRR20326474	FAM000081	YPi2452		KIZ	Michigan	Shennongjia Hubei	YES	TRUE	FALSE	21.2	Male
VILLCN000085	China	Village_Dogs	SAMN29845444	SRR20326473	FAM000082	YPi3349		KIZ	Michigan	Chenzhou Hunan	YES	FALSE	FALSE	22.04	Male
VILLCN000086	China	Village_Dogs	SAMN29845445	SRR20326471	FAM000083	YPi3350		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	FALSE	23.85	Male
VILLCN000087	China	Village_Dogs	SAMN29845446	SRR20326470	FAM000084	YPi3352		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	TRUE	21.03	Male
VILLCN000088	China	Village_Dogs	SAMN29845447	SRR20326469	FAM000085	YPi3360		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	TRUE	22.31	Male
VILLCN000089	China	Village_Dogs	SAMN29845448	SRR20326468	FAM000086	YPi3361		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	FALSE	22.5	Male
VILLCN000090	China	Village_Dogs	SAMN29845449	SRR20326467	FAM000087	YPi3347		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	TRUE	20.32	Male
VILLCN000091	China	Village_Dogs	SAMN29845450	SRR20326466	FAM000089	YPi3351		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	TRUE	20.43	Male
VILLCN000092	China	Village_Dogs	SAMN29845451	SRR20326465	FAM000090	YPi3353		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	TRUE	21.76	Male
VILLCN000093	China	Village_Dogs	SAMN29845452	SRR20326464	FAM000091	YPi3345		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	TRUE	21.03	Male
VILLCN000094	China	Village_Dogs	SAMN29845453	SRR20326463	FAM000092	YPi3354		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	FALSE	20.05	Male
VILLCN000095	China	Village_Dogs	SAMN29845454	SRR20326462	FAM000093	YPi3356		KIZ	Michigan	Chenzhou Hunan	YES	FALSE	FALSE	20.32	Female
VILLCN000096	China	Village_Dogs	SAMN29845455	SRR20326460	FAM000094	YPi3358		KIZ	Michigan	Chenzhou Hunan	YES	FALSE	FALSE	20.7	Male
VILLCN000097	China	Village_Dogs	SAMN29845456	SRR20326459	FAM000095	YPi3359		KIZ	Michigan	Chenzhou Hunan	YES	TRUE	FALSE	20.98	Male
VILLCN000098	China	Village_Dogs	SAMN29845457	SRR20326458	FAM000096	YPi3312		KIZ	Michigan	Chenzhou Hunan	YES	FALSE	FALSE	19.98	Female
VILLCN000099	China	Village_Dogs	SAMN29845458	SRR20326457	FAM000097	YPi2718		KIZ	Michigan	Ji'an Jiangxi	YES	TRUE	FALSE	20.76	Male
VILLCN000100	China	Village_Dogs	SAMN29845459	SRR20326456	FAM000098	YPi2518		KIZ	Michigan	Pingxiang Jiangxi	YES	TRUE	FALSE	21.47	Male
VILLCN000101	China	Village_Dogs	SAMN29845460	SRR20326455	FAM000099	YPi2502		KIZ	Michigan	Pingxiang Jiangxi	YES	FALSE	FALSE	21.67	Male
VILLCN000102	China	Village_Dogs	SAMN29845461	SRR20326454	FAM000100	YPi3521		KIZ	Michigan	Shangrao Jiangxi	YES	FALSE	FALSE	21.49	Male
VILLCN000103	China	Village_Dogs	SAMN29845462	SRR20326453	FAM000102	YPi3520		KIZ	Michigan	Shangrao Jiangxi	YES	TRUE	FALSE	22.68	Male
VILLCN000104	China	Village_Dogs	SAMN29845463	SRR20326452	FAM000103	YPi3547		KIZ	Michigan	Shangrao Jiangxi	YES	TRUE	FALSE	20.11	Female
VILLCN000105	China	Village_Dogs	SAMN29845464	SRR20326451	FAM000104	YPi3555		KIZ	Michigan	Shangrao Jiangxi	YES	FALSE	FALSE	20.99	Male
VILLCN000106	China	Village_Dogs	SAMN29845465	SRR20326449	FAM000105	YPi3557		KIZ	Michigan	Shangrao Jiangxi	YES	FALSE	FALSE	21.52	Female
VILLCN000107	China	Village_Dogs	SAMN29845466	SRR20326448	FAM000106	YPi3559		KIZ	Michigan	Shangrao Jiangxi	YES	FALSE	FALSE	20.87	Male
VILLCN000108	China	Village_Dogs	SAMN29845467	SRR20326447	FAM000107	YPi3541		KIZ	Michigan	Shangrao Jiangxi	YES	TRUE	FALSE	24.62	Male
VILLCN000109	China	Village_Dogs	SAMN29845468	SRR20326446	FAM000108	YPi3542		KIZ	Michigan	Shangrao Jiangxi	YES	TRUE	TRUE	19.56	Male
VILLCN000110	China	Village_Dogs	SAMN29845469	SRR20326445	FAM000109	YPi3543		KIZ	Michigan	Shangrao Jiangxi	YES	FALSE	FALSE	21.67	Female
VILLCN000111	China	Village_Dogs	SAMN29845470	SRR20326348	FAM000110	YPi3548		KIZ	Michigan	Shangrao Jiangxi	YES	TRUE	FALSE	19.86	Female
VILLCN000112	China	Village_Dogs	SAMN29845471	SRR20326347	FAM000113	YP5792		KIZ	Michigan	Jinzhong Shanxi	YES	TRUE	TRUE	20.47	Male
VILLCN000113	China	Village_Dogs	SAMN29845472	SRR20326346	FAM000119	YP9932		KIZ	Michigan	Xi'an Shaanxi	YES	TRUE	TRUE	19.51	Female
VILLCN000114	China	Village_Dogs	SAMN29845473	SRR20326345	FAM000120	YP9934		KIZ	Michigan	Xi'an Shaanxi	YES	TRUE	TRUE	17.87	Female
VILLCN000115	China	Village_Dogs	SAMN29845474	SRR20326344	FAM000121	YP9952		KIZ	Michigan	Xi'an Shaanxi	YES	TRUE	TRUE	20.71	Male
VILLCN000116	China	Village_Dogs	SAMN29845475	SRR20326342	FAM000122	YP9957		KIZ	Michigan	Xi'an Shaanxi	YES	TRUE	TRUE	22.68	Female
VILLCN000117	China	Village_Dogs	SAMN29845476	SRR20326341	FAM000123	YP9971		KIZ	Michigan	Xi'an Shaanxi	YES	TRUE	TRUE	19.94	Male
VILLCN000118	China	Village_Dogs	SAMN29845477	SRR20326340	FAM000124	YP9973		KIZ	Michigan	Xi'an Shaanxi	YES	TRUE	TRUE	26.51	Male
VILLCN000119	China	Village_Dogs	SAMN29845478	SRR20326339	FAM000125	YP9986		KIZ	Michigan	Xi'an Shaanxi	YES	TRUE	TRUE	20	Male
VILLCN000120	China	Village_Dogs	SAMN29845479	SRR20326338	FAM000126	YP9988		KIZ	Michigan	Xi'an Shaanxi	YES	TRUE	TRUE	19.07	Female
VILLCN000121	China	Village_Dogs	SAMN29845480	SRR20326337	FAM000127	ypi3922		KIZ	Michigan	Lac Son	YES	TRUE	TRUE	19.11	Male
VILLCN000122	China	Village_Dogs	SAMN29845481	SRR20326336	FAM000128	ypi3926		KIZ	Michigan	Lac Son Szechwan	NO	FALSE	FALSE	18.9	Male
